Name,GoalKeeping,GK_Positioning,GK_Diving,GK_Kicking,GK_Handling,GK_Reflexes
Jeison Murillo,12.0,11.0,14.0,8.0,13.0,14.0
Riccardo Saponara,4.2,5.0,5.0,5.0,3.0,3.0
Djibril Sidibé,10.8,12.0,10.0,9.0,16.0,7.0
Nacho Fernández,10.2,15.0,12.0,10.0,7.0,7.0
Josip Iličić,10.4,12.0,13.0,8.0,13.0,6.0
Kevin Volland,8.6,7.0,8.0,9.0,7.0,12.0
Allan,8.8,5.0,13.0,5.0,13.0,8.0
Pablo Hernández,11.0,15.0,6.0,9.0,15.0,10.0
Sergi Roberto,13.2,15.0,14.0,11.0,16.0,10.0
Wilfried Zaha,12.2,11.0,15.0,15.0,10.0,10.0
Manolo Gabbiadini,8.8,5.0,12.0,11.0,11.0,5.0
Josuha Guilavogui,12.2,10.0,14.0,14.0,8.0,15.0
Patrick Herrmann,10.0,8.0,14.0,8.0,13.0,7.0
Sebastián Coates,14.6,16.0,16.0,15.0,13.0,13.0
Oğuzhan Özyakup,10.8,15.0,7.0,9.0,10.0,13.0
Yaroslav Rakitskyi,10.6,12.0,12.0,7.0,16.0,6.0
Phil Jones,10.2,16.0,10.0,6.0,8.0,11.0
Adrián,78.2,75.0,82.0,70.0,78.0,86.0
Neto,79.0,74.0,84.0,74.0,80.0,83.0
Hugo Mallo,10.8,9.0,14.0,7.0,9.0,15.0
Daniel Didavi,10.6,14.0,12.0,10.0,11.0,6.0
Younès Belhanda,12.8,6.0,15.0,11.0,16.0,16.0
Oliver Baumann,76.0,76.0,82.0,59.0,79.0,84.0
Mário Fernandes,12.8,13.0,12.0,14.0,13.0,12.0
Roberto Soriano,12.2,14.0,15.0,9.0,10.0,13.0
Jesús Corona,10.0,14.0,11.0,10.0,6.0,9.0
Maxime Gonalons,9.2,8.0,11.0,11.0,11.0,5.0
Alphonse Areola,78.4,76.0,82.0,72.0,79.0,83.0
Yunus Mallı,13.2,15.0,13.0,14.0,14.0,10.0
Eduardo Salvio,9.6,5.0,9.0,9.0,11.0,14.0
Stephan El Shaarawy,4.2,5.0,5.0,5.0,3.0,3.0
Iago Falqué,10.8,13.0,15.0,14.0,5.0,7.0
Marwin Hitz,78.8,80.0,82.0,74.0,76.0,82.0
Thimothée Kolodziejczak,10.6,16.0,14.0,10.0,6.0,7.0
Francis Coquelin,10.2,10.0,9.0,8.0,9.0,15.0
Marcel Schmelzer,11.2,9.0,14.0,15.0,10.0,8.0
Ryad Boudebouz,12.4,10.0,10.0,16.0,12.0,14.0
Ganso,10.6,7.0,9.0,14.0,12.0,11.0
Fedor Smolov,13.2,15.0,16.0,16.0,9.0,10.0
Christian Noboa,12.0,15.0,15.0,11.0,8.0,11.0
Kwadwo Asamoah,4.2,4.0,5.0,3.0,4.0,5.0
Ron-Robert Zieler,77.0,81.0,78.0,66.0,79.0,81.0
Danny Welbeck,10.6,12.0,9.0,6.0,10.0,16.0
Danny Drinkwater,9.4,9.0,12.0,8.0,6.0,12.0
Aleksandar Kolarov,12.2,16.0,16.0,8.0,15.0,6.0
Matteo Darmian,7.8,12.0,6.0,7.0,7.0,7.0
Ibrahima Traoré,7.6,8.0,6.0,11.0,6.0,7.0
Diego Perotti,8.2,6.0,5.0,14.0,8.0,8.0
Angelo Ogbonna,4.2,4.0,5.0,5.0,3.0,4.0
Max Kruse,9.2,13.0,12.0,5.0,7.0,9.0
Konstantinos Mitroglou,10.6,8.0,12.0,10.0,7.0,16.0
Nordin Amrabat,10.2,6.0,11.0,7.0,14.0,13.0
Stevan Jovetić,8.0,9.0,9.0,5.0,7.0,10.0
Jeremain Lens,13.4,15.0,16.0,14.0,16.0,6.0
Branislav Ivanović,12.2,11.0,15.0,13.0,9.0,13.0
Eder,10.0,10.0,8.0,11.0,12.0,9.0
Kiko Casilla,79.4,82.0,75.0,80.0,83.0,77.0
Nacho Monreal,5.8,3.0,7.0,9.0,5.0,5.0
Serdar Tasci,12.0,14.0,14.0,16.0,10.0,6.0
Marcelo Díaz,2.0,2.0,2.0,2.0,2.0,2.0
André Ayew,10.0,7.0,10.0,12.0,6.0,15.0
Winston Reid,11.8,10.0,13.0,9.0,15.0,12.0
Lucas Leiva,7.4,5.0,10.0,8.0,8.0,6.0
Kevin-Prince Boateng,10.8,16.0,6.0,15.0,11.0,6.0
Héctor Moreno,12.0,9.0,12.0,14.0,15.0,10.0
Cristian Ansaldi,11.4,8.0,15.0,11.0,15.0,8.0
Daniel Wass,11.2,13.0,11.0,10.0,9.0,13.0
Coke,10.8,6.0,10.0,13.0,9.0,16.0
Andrés Guardado,9.6,11.0,7.0,10.0,10.0,10.0
Jonathan dos Santos,11.8,10.0,15.0,7.0,15.0,12.0
Ryan Bertrand,12.8,10.0,11.0,15.0,13.0,15.0
Jardel,11.4,16.0,7.0,11.0,16.0,7.0
Salvatore Sirigu,77.4,78.0,80.0,73.0,76.0,80.0
Yohan Cabaye,11.8,8.0,14.0,16.0,9.0,12.0
Vitaliy Denisov,9.6,9.0,13.0,7.0,9.0,10.0
Dušan Basta,11.4,14.0,12.0,11.0,6.0,14.0
Gustavo Cabral,9.4,7.0,11.0,11.0,7.0,11.0
Gabriel Paletta,11.0,10.0,10.0,15.0,6.0,14.0
Łukasz Fabiański,78.6,78.0,77.0,70.0,84.0,84.0
Ben Foster,78.4,77.0,79.0,73.0,79.0,84.0
Vedad Ibišević,14.2,14.0,16.0,13.0,12.0,16.0
Andreas Granqvist,10.6,10.0,7.0,12.0,9.0,15.0
Héctor Herrera,10.8,7.0,6.0,15.0,10.0,16.0
Igor Akinfeev,78.4,82.0,77.0,78.0,72.0,83.0
Fernando Belluschi,10.4,13.0,11.0,12.0,9.0,7.0
Andriy Pyatov,80.0,81.0,79.0,83.0,74.0,83.0
Antonio Mirante,77.2,78.0,82.0,64.0,80.0,82.0
Federico Marchetti,77.2,78.0,80.0,66.0,78.0,84.0
James Milner,1.0,1.0,1.0,1.0,1.0,1.0
Michel Vorm,77.8,76.0,79.0,74.0,76.0,84.0
Daniel Baier,8.2,9.0,7.0,7.0,9.0,9.0
Atiba Hutchinson,10.2,6.0,8.0,9.0,12.0,16.0
Mehmet Topal,12.0,9.0,15.0,15.0,10.0,11.0
Bastian Schweinsteiger,13.0,13.0,14.0,13.0,14.0,11.0
René Adler,77.8,82.0,78.0,70.0,79.0,80.0
Jérémy Toulalan,9.0,5.0,12.0,15.0,6.0,7.0
Phil Jagielka,33.8,32.0,32.0,38.0,33.0,34.0
Stefano Sorrentino,78.0,83.0,80.0,65.0,82.0,80.0
Robin van Persie,7.8,7.0,9.0,5.0,10.0,8.0
Gareth Barry,9.6,7.0,7.0,9.0,13.0,12.0
Francesco Totti,10.6,11.0,5.0,14.0,12.0,11.0
Gianluigi Donnarumma,78.0,73.0,85.0,72.0,73.0,87.0
Nélson Semedo,12.8,14.0,16.0,10.0,12.0,12.0
Florin Andone,9.2,15.0,8.0,11.0,6.0,6.0
Sergej Milinković-Savić,9.4,16.0,7.0,7.0,10.0,7.0
Omar Al Soma,11.2,12.0,9.0,15.0,7.0,13.0
Petros,12.4,10.0,16.0,9.0,13.0,14.0
Victor Nilsson Lindelöf,10.4,7.0,12.0,8.0,16.0,9.0
Naby Keïta,11.8,14.0,7.0,15.0,14.0,9.0
Tiémoué Bakayoko,12.2,14.0,11.0,11.0,15.0,10.0
Mahmoud Dahoud,10.6,12.0,14.0,9.0,7.0,11.0
Rúben Semedo,11.8,7.0,10.0,13.0,14.0,15.0
Rafa,10.2,12.0,9.0,11.0,11.0,8.0
Dani García,10.2,6.0,6.0,14.0,14.0,11.0
Lisandro López,10.6,6.0,14.0,8.0,12.0,13.0
Ángel Correa,11.2,8.0,13.0,9.0,10.0,16.0
Andreas Christensen,8.8,6.0,10.0,8.0,12.0,8.0
Nabil Bentaleb,11.8,9.0,9.0,16.0,10.0,15.0
Stanislav Kritsyuk,77.4,76.0,78.0,73.0,79.0,81.0
Divock Origi,14.0,11.0,15.0,16.0,13.0,15.0
Max Meyer,11.6,11.0,8.0,13.0,12.0,14.0
Gayà,10.6,12.0,13.0,9.0,10.0,9.0
Marco Benassi,9.8,12.0,11.0,5.0,7.0,14.0
Pedro Santos,10.6,12.0,14.0,12.0,8.0,7.0
Elseid Hysaj,10.4,9.0,12.0,14.0,6.0,11.0
João Cancelo,11.6,14.0,6.0,15.0,9.0,14.0
Alessio Romagnoli,10.4,8.0,9.0,12.0,14.0,9.0
Piotr Zieliński,10.0,11.0,12.0,12.0,9.0,6.0
Bruno Peres,9.4,8.0,7.0,14.0,11.0,7.0
Ricardo Pereira,13.0,11.0,16.0,15.0,12.0,11.0
Óliver Torres,8.4,6.0,7.0,14.0,7.0,8.0
Filip Kostić,12.8,12.0,13.0,12.0,14.0,13.0
Emre Can,10.8,13.0,14.0,8.0,8.0,11.0
Matthias Ginter,9.2,8.0,12.0,6.0,10.0,10.0
Luciano Vietto,11.2,8.0,14.0,8.0,14.0,12.0
Arrizabalaga,77.8,76.0,77.0,75.0,81.0,80.0
Maximilian Arnold,10.2,10.0,11.0,11.0,9.0,10.0
Alassane Pléa,13.8,12.0,11.0,16.0,15.0,15.0
Denis Cheryshev,10.4,7.0,16.0,14.0,7.0,8.0
Edin Višća,12.8,12.0,8.0,14.0,14.0,16.0
Bernard,10.4,10.0,6.0,13.0,11.0,12.0
Daniele Baselli,9.8,7.0,11.0,13.0,12.0,6.0
Arkadiusz Milik,12.4,15.0,9.0,16.0,16.0,6.0
Bernat,11.2,11.0,8.0,12.0,9.0,16.0
Šime Vrsaljko,11.6,10.0,15.0,10.0,11.0,12.0
Eric Botteghin,13.8,14.0,15.0,13.0,12.0,15.0
John Stones,10.2,10.0,7.0,11.0,15.0,8.0
Jannik Vestergaard,12.6,15.0,16.0,11.0,11.0,10.0
Simone Zaza,9.0,7.0,7.0,9.0,13.0,9.0
Sergi Darder,8.6,14.0,7.0,6.0,10.0,6.0
Fernando,10.4,8.0,16.0,13.0,9.0,6.0
Memphis Depay,10.0,12.0,8.0,6.0,14.0,10.0
Jesé,10.8,13.0,13.0,6.0,7.0,15.0
Thomas Meunier,10.2,6.0,8.0,15.0,13.0,9.0
Eric Dier,10.6,13.0,11.0,6.0,14.0,9.0
Federico Fernández,12.6,14.0,12.0,13.0,12.0,12.0
Nicola Sansone,11.0,9.0,11.0,14.0,7.0,14.0
Gastón Ramírez,10.2,7.0,14.0,7.0,15.0,8.0
Faouzi Ghoulam,9.6,8.0,12.0,8.0,7.0,13.0
Gabriel,11.6,15.0,15.0,15.0,6.0,7.0
Vladimír Darida,14.8,14.0,16.0,16.0,14.0,14.0
Cédric,12.0,12.0,11.0,12.0,14.0,11.0
Lorenzo Tonelli,10.8,11.0,13.0,13.0,11.0,6.0
Benjamin Lecomte,79.6,77.0,81.0,83.0,74.0,83.0
Lucas Digne,9.2,6.0,6.0,9.0,12.0,13.0
Paco Alcácer,10.6,8.0,12.0,14.0,14.0,5.0
Heung Min Son,10.6,6.0,11.0,13.0,13.0,10.0
Vicente Gómez,11.8,6.0,15.0,9.0,13.0,16.0
Emre Çolak,9.4,6.0,7.0,15.0,12.0,7.0
André André,10.2,9.0,9.0,15.0,11.0,7.0
Dušan Tadić,12.2,9.0,11.0,14.0,11.0,16.0
Danilo,10.6,14.0,14.0,15.0,5.0,5.0
Pablo Sarabia,11.6,6.0,16.0,15.0,7.0,14.0
Alex Oxlade-Chamberlain,9.8,9.0,16.0,6.0,9.0,9.0
Marco Höger,12.0,10.0,6.0,16.0,14.0,14.0
Florian Lejeune,12.0,12.0,11.0,15.0,15.0,7.0
Giannelli Imbula,10.0,14.0,6.0,12.0,11.0,7.0
Nicolás Lodeiro,12.2,7.0,12.0,11.0,16.0,15.0
Daniel Caligiuri,11.0,6.0,12.0,13.0,10.0,14.0
Jeffrey Bruma,13.6,12.0,11.0,16.0,16.0,13.0
Willian José,13.6,15.0,15.0,16.0,14.0,8.0
Wahbi Khazri,8.2,11.0,6.0,11.0,7.0,6.0
Keko,10.2,9.0,15.0,8.0,12.0,7.0
Gil,10.2,11.0,9.0,6.0,11.0,14.0
Martin Braithwaite,10.6,7.0,14.0,11.0,13.0,8.0
Jaume Costa,12.2,10.0,10.0,16.0,11.0,14.0
Romain Hamouma,11.8,7.0,14.0,14.0,11.0,13.0
Escudero,11.6,13.0,9.0,7.0,15.0,14.0
Marcos Alonso,10.0,9.0,9.0,13.0,7.0,12.0
Holger Badstuber,9.6,11.0,11.0,6.0,12.0,8.0
Osvaldo Alonso,12.0,16.0,9.0,15.0,12.0,8.0
Juraj Kucka,10.8,15.0,14.0,9.0,8.0,8.0
Jeroen Zoet,78.6,78.0,80.0,77.0,76.0,82.0
Illarramendi,11.8,14.0,15.0,11.0,7.0,12.0
Adem Ljajić,9.0,6.0,6.0,7.0,14.0,12.0
Eliaquim Mangala,10.6,10.0,10.0,6.0,13.0,14.0
Canales,13.6,13.0,15.0,16.0,12.0,12.0
Balenziaga,9.8,6.0,15.0,7.0,10.0,11.0
Rafael,9.4,12.0,14.0,6.0,7.0,8.0
Sebastian Rudy,11.2,12.0,13.0,13.0,8.0,10.0
Jonathas,9.2,10.0,7.0,15.0,8.0,6.0
Aleksandar Dragović,9.8,13.0,10.0,11.0,7.0,8.0
Manuel Lanzini,10.2,7.0,14.0,6.0,9.0,15.0
Victor Wanyama,11.8,13.0,6.0,10.0,14.0,16.0
Alfred N'Diaye,11.2,15.0,11.0,13.0,7.0,10.0
Nicolas Nkoulou,8.2,15.0,6.0,6.0,7.0,7.0
Volkan Babacan,77.6,82.0,81.0,68.0,77.0,80.0
Seydou Doumbia,11.6,6.0,12.0,13.0,15.0,12.0
Pavel Mamaev,10.2,6.0,12.0,8.0,16.0,9.0
Artem Dzyuba,11.4,11.0,15.0,11.0,12.0,8.0
Maurício,9.8,7.0,11.0,8.0,15.0,8.0
Yann M'Vila,12.0,15.0,13.0,16.0,9.0,7.0
Kieran Gibbs,9.8,9.0,6.0,8.0,11.0,15.0
Mariano,11.2,9.0,10.0,12.0,12.0,13.0
Sofiane Feghouli,9.6,10.0,13.0,10.0,7.0,8.0
Fernando,1.0,1.0,1.0,1.0,1.0,1.0
Claudio Yacob,8.2,9.0,6.0,12.0,6.0,8.0
Roberto,77.2,78.0,80.0,74.0,72.0,82.0
Moussa Sissoko,10.2,10.0,14.0,11.0,8.0,8.0
Maximiliano Pereira,9.8,10.0,16.0,6.0,8.0,9.0
Sidnei,12.2,9.0,10.0,12.0,16.0,14.0
William Vainqueur,12.2,11.0,15.0,15.0,8.0,12.0
Miguel Veloso,11.0,8.0,16.0,9.0,7.0,15.0
Fabricio,78.2,77.0,77.0,79.0,80.0,78.0
Vieirinha,12.2,11.0,15.0,12.0,10.0,13.0
Fabian Johnson,10.2,12.0,7.0,10.0,7.0,15.0
Demba Ba,8.4,5.0,6.0,15.0,10.0,6.0
Bryan Ruíz,8.2,7.0,9.0,12.0,7.0,6.0
Marcus Berg,10.2,8.0,10.0,12.0,7.0,14.0
Pontus Wernbloom,11.6,13.0,14.0,13.0,9.0,9.0
David Ospina,78.6,77.0,83.0,78.0,71.0,84.0
Ignacio Piatti,11.2,7.0,14.0,7.0,13.0,15.0
Valter Birsa,4.2,5.0,3.0,5.0,5.0,3.0
Matías Fernández,9.0,10.0,11.0,5.0,8.0,11.0
Marcano,12.2,14.0,8.0,7.0,16.0,16.0
Simon Mignolet,75.2,73.0,80.0,65.0,74.0,84.0
Sergio Romero,77.8,76.0,76.0,81.0,73.0,83.0
Domenico Criscito,11.4,9.0,13.0,16.0,10.0,9.0
Castán,6.8,9.0,5.0,4.0,6.0,10.0
Moussa Sow,10.4,10.0,9.0,11.0,13.0,9.0
Diego Valeri,12.0,10.0,15.0,8.0,15.0,12.0
Nuri Şahin,11.8,12.0,13.0,13.0,10.0,11.0
Jonny Evans,13.4,15.0,12.0,16.0,16.0,8.0
Danilo,8.2,5.0,11.0,11.0,8.0,6.0
Nicolás Pareja,14.0,14.0,14.0,15.0,14.0,13.0
Ştefan Radu,10.4,6.0,9.0,12.0,12.0,13.0
Nicolas Lombaerts,12.0,15.0,16.0,6.0,10.0,13.0
Giuseppe Rossi,7.8,10.0,4.0,12.0,9.0,4.0
Llorente,2.6,4.0,2.0,3.0,2.0,2.0
Bafétimbi Gomis,11.2,9.0,14.0,9.0,11.0,13.0
Mathieu Debuchy,9.8,15.0,8.0,7.0,9.0,10.0
Ibrahim Afellay,10.2,12.0,14.0,10.0,7.0,8.0
Jefferson Farfán,11.8,12.0,15.0,5.0,12.0,15.0
Manuel Fernandes,12.2,16.0,14.0,9.0,14.0,8.0
Scott Dann,9.4,7.0,6.0,15.0,10.0,9.0
Clint Dempsey,9.2,10.0,12.0,5.0,7.0,12.0
Michael Bradley,13.8,16.0,7.0,16.0,14.0,16.0
Yoann Gourcuff,9.0,9.0,11.0,5.0,7.0,13.0
Hilton,11.0,12.0,12.0,11.0,7.0,13.0
Pablo Batalla,11.4,12.0,8.0,14.0,12.0,11.0
Gaël Clichy,9.4,11.0,10.0,9.0,11.0,6.0
Klaas-Jan Huntelaar,9.0,9.0,7.0,6.0,12.0,11.0
Luisão,11.4,10.0,14.0,7.0,14.0,12.0
Vasiliy Berezutskiy,11.2,16.0,7.0,11.0,15.0,7.0
Igor Denisov,12.0,13.0,13.0,15.0,7.0,12.0
Alexandr Samedov,9.4,11.0,8.0,8.0,8.0,12.0
Jesús Navas,11.0,7.0,10.0,15.0,10.0,13.0
Xabi Prieto,9.4,15.0,12.0,7.0,6.0,7.0
Javi Fuego,11.6,10.0,7.0,14.0,13.0,14.0
Marcelo Barovero,76.4,80.0,78.0,69.0,75.0,80.0
Lisandro López,9.6,13.0,8.0,11.0,10.0,6.0
Guillermo Ochoa,77.6,78.0,76.0,78.0,69.0,87.0
Bruno Alves,13.6,9.0,15.0,16.0,13.0,15.0
Burak Yılmaz,12.0,8.0,14.0,11.0,15.0,12.0
Diego Benaglio,74.4,79.0,77.0,61.0,80.0,75.0
Zoran Tošić,11.2,8.0,7.0,15.0,13.0,13.0
Maxwell,9.6,13.0,7.0,16.0,6.0,6.0
Kim Källström,10.6,15.0,9.0,7.0,10.0,12.0
Tim Howard,76.0,75.0,78.0,73.0,76.0,78.0
Denys Boyko,75.0,76.0,77.0,68.0,71.0,83.0
Marcus Rashford,10.6,7.0,11.0,15.0,6.0,14.0
Miguel Almirón,10.6,13.0,6.0,13.0,9.0,12.0
Gabriel Jesus,9.6,6.0,13.0,6.0,8.0,15.0
Oyarzabal,10.0,13.0,10.0,10.0,6.0,11.0
André Silva,10.6,11.0,14.0,7.0,13.0,8.0
Soares,7.6,7.0,8.0,7.0,9.0,7.0
Nemanja Radoja,10.4,9.0,11.0,12.0,13.0,7.0
Marcos Acuña,12.4,13.0,8.0,13.0,14.0,14.0
Jorge Meré,10.8,8.0,15.0,11.0,12.0,8.0
Jony,12.4,13.0,11.0,13.0,16.0,9.0
Antonio Sanabria,11.6,14.0,8.0,9.0,14.0,13.0
Cheikh N'Doye,11.6,15.0,8.0,14.0,13.0,8.0
José Izquierdo,10.6,7.0,13.0,12.0,8.0,13.0
Gonzalo Escalante,10.4,12.0,10.0,7.0,12.0,11.0
Theo Bongonda,11.6,15.0,12.0,9.0,15.0,7.0
Sebastián Torrico,76.8,80.0,77.0,75.0,72.0,80.0
Morales,12.8,16.0,14.0,13.0,13.0,8.0
Wendell,10.8,14.0,8.0,6.0,12.0,14.0
Andrej Kramarić,11.6,7.0,8.0,14.0,14.0,15.0
Davide Zappacosta,9.0,6.0,11.0,8.0,9.0,11.0
Jemerson,10.8,13.0,7.0,9.0,15.0,10.0
Lucas Alario,12.0,15.0,8.0,7.0,15.0,15.0
Duván Zapata,8.0,6.0,9.0,8.0,9.0,8.0
Wylan Cyprien,11.4,11.0,8.0,8.0,16.0,14.0
Diego Llorente,9.4,9.0,8.0,11.0,12.0,7.0
Alex Telles,11.6,11.0,13.0,12.0,8.0,14.0
Timo Werner,10.0,15.0,9.0,8.0,9.0,9.0
André Hahn,13.4,15.0,14.0,13.0,14.0,11.0
Paulo Oliveira,10.4,12.0,14.0,11.0,8.0,7.0
Rachid Ghezzal,11.0,7.0,12.0,15.0,6.0,15.0
Grimaldo,10.0,7.0,7.0,10.0,13.0,13.0
Kevin Wimmer,12.2,12.0,13.0,15.0,10.0,11.0
Tiago Volpi,74.6,77.0,83.0,62.0,69.0,82.0
Joël Veltman,8.6,9.0,7.0,6.0,10.0,11.0
Sead Kolašinac,11.2,7.0,15.0,16.0,9.0,9.0
Guido Pizarro,11.4,15.0,7.0,16.0,12.0,7.0
Michael Keane,11.2,14.0,16.0,8.0,7.0,11.0
Jesse Lingard,10.8,13.0,14.0,8.0,10.0,9.0
Bigas,12.4,13.0,15.0,9.0,14.0,11.0
Vlad Chiricheş,11.0,14.0,7.0,10.0,11.0,13.0
Ben Davies,9.0,7.0,11.0,6.0,7.0,14.0
Carlos Sánchez,10.4,14.0,15.0,7.0,8.0,8.0
Santiago Gentiletti,11.0,6.0,14.0,12.0,9.0,14.0
Takashi Inui,11.4,15.0,11.0,11.0,12.0,8.0
Raúl Jiménez,11.0,14.0,7.0,13.0,11.0,10.0
Joel Campbell,13.2,15.0,8.0,14.0,15.0,14.0
Mário Rui,9.8,8.0,13.0,9.0,5.0,14.0
M'Baye Niang,4.4,4.0,4.0,4.0,6.0,4.0
Christoph Kramer,8.8,6.0,8.0,9.0,13.0,8.0
Konstantinos Fortounis,14.2,13.0,16.0,16.0,15.0,11.0
Joãozinho,10.0,9.0,14.0,14.0,7.0,6.0
André Carrillo,11.4,12.0,11.0,13.0,14.0,7.0
Rodrigo Moledo,8.6,7.0,8.0,7.0,13.0,8.0
Johannes Geis,13.6,16.0,15.0,14.0,15.0,8.0
Salif Sané,12.0,13.0,14.0,10.0,7.0,16.0
Milan Badelj,10.4,15.0,8.0,14.0,9.0,6.0
Agustín Marchesín,76.6,80.0,73.0,74.0,75.0,81.0
Łukasz Teodorczyk,10.8,7.0,15.0,7.0,11.0,14.0
Nacer Chadli,11.6,10.0,12.0,12.0,11.0,13.0
Cristian Tello,11.2,7.0,15.0,9.0,12.0,13.0
Bruno,10.0,13.0,12.0,8.0,9.0,8.0
Sebastian Rode,9.8,7.0,9.0,14.0,8.0,11.0
Nicolai Jørgensen,8.8,9.0,6.0,14.0,8.0,7.0
John Guidetti,11.2,6.0,12.0,14.0,13.0,11.0
Bruno Martins Indi,9.6,15.0,11.0,7.0,9.0,6.0
Jordy Clasie,10.6,10.0,11.0,14.0,11.0,7.0
Charles Aránguiz,11.0,8.0,15.0,12.0,7.0,13.0
Mathew Ryan,78.0,74.0,81.0,81.0,75.0,79.0
Rogelio Funes Mori,10.8,6.0,8.0,15.0,10.0,15.0
Aymen Abdennour,10.0,8.0,12.0,7.0,8.0,15.0
Mexer,10.6,11.0,10.0,7.0,14.0,11.0
Enzo Pérez,11.0,15.0,9.0,7.0,11.0,13.0
Teófilo Gutiérrez,11.4,6.0,14.0,11.0,13.0,13.0
Dorlan Pabón,12.8,14.0,15.0,15.0,11.0,9.0
Charlie Austin,9.8,9.0,9.0,7.0,11.0,13.0
Borja Bastón,9.4,9.0,6.0,10.0,9.0,13.0
Sergi Enrich,8.8,14.0,8.0,8.0,8.0,6.0
Hernán Pérez,12.6,8.0,13.0,14.0,13.0,15.0
Thomas Delaney,12.0,14.0,8.0,11.0,12.0,15.0
Davy Pröpper,11.0,9.0,16.0,16.0,8.0,6.0
Cenk Tosun,11.8,12.0,12.0,12.0,14.0,9.0
Koen Casteels,76.0,75.0,80.0,74.0,69.0,82.0
Emanuele Giaccherini,12.0,14.0,14.0,14.0,11.0,7.0
Allan Nyom,10.4,9.0,12.0,9.0,8.0,14.0
Kevin Vogt,9.6,7.0,6.0,8.0,13.0,14.0
Fontàs,13.2,16.0,16.0,11.0,14.0,9.0
Lamine Sané,8.6,6.0,7.0,12.0,9.0,9.0
Gökhan Töre,10.2,12.0,11.0,7.0,10.0,11.0
Fredy Montero,10.2,10.0,10.0,9.0,8.0,14.0
Celso Borges,10.8,9.0,9.0,7.0,16.0,13.0
Michail Antonio,11.4,14.0,12.0,8.0,13.0,10.0
Etxeita,7.6,10.0,6.0,8.0,7.0,7.0
Julian Baumgartlinger,11.0,9.0,9.0,10.0,13.0,14.0
Mehmet Ekici,10.6,9.0,8.0,10.0,15.0,11.0
Muniain,9.0,13.0,10.0,5.0,5.0,12.0
Susaeta,8.6,6.0,12.0,8.0,7.0,10.0
Etrit Berisha,76.2,78.0,79.0,67.0,76.0,81.0
Yannick Bolasie,9.8,14.0,8.0,12.0,9.0,6.0
Miguel Lopes,12.0,13.0,15.0,7.0,12.0,13.0
Senad Lulić,9.2,10.0,5.0,14.0,12.0,5.0
Rochina,12.0,13.0,7.0,11.0,16.0,13.0
Omar El Kaddouri,8.0,6.0,5.0,6.0,14.0,9.0
Denis Glushakov,9.4,12.0,10.0,8.0,8.0,9.0
Carlos Zambrano,13.0,12.0,14.0,13.0,12.0,14.0
Mame Diouf,1.0,1.0,1.0,1.0,1.0,1.0
Onur Kıvrak,75.8,76.0,78.0,67.0,75.0,83.0
Jefferson Montero,12.2,15.0,11.0,12.0,11.0,12.0
Keisuke Honda,3.8,5.0,3.0,5.0,3.0,3.0
Bernardo Espinosa,11.8,9.0,11.0,12.0,15.0,12.0
Marco Fabián,12.2,15.0,14.0,8.0,11.0,13.0
Ivelin Popov,10.2,15.0,14.0,7.0,7.0,8.0
Joe Allen,9.8,6.0,10.0,12.0,13.0,8.0
Romain Thomas,11.0,14.0,13.0,11.0,7.0,10.0
Mehdi Carcela-González,11.2,7.0,8.0,14.0,15.0,12.0
Sandro Wagner,9.6,7.0,6.0,8.0,15.0,12.0
Pablo Piatti,9.8,8.0,10.0,13.0,8.0,10.0
Eric Maxim Choupo-Moting,9.8,16.0,9.0,9.0,9.0,6.0
Sebastian Langkamp,10.4,15.0,8.0,14.0,6.0,9.0
Neven Subotić,7.0,8.0,6.0,10.0,5.0,6.0
Fabian Delph,10.0,11.0,10.0,14.0,9.0,6.0
Raúl Bobadilla,11.4,8.0,13.0,12.0,13.0,11.0
Troy Deeney,12.8,12.0,10.0,16.0,11.0,15.0
Håvard Nordtveit,10.8,13.0,14.0,9.0,8.0,10.0
Balázs Dzsudzsák,9.6,7.0,10.0,14.0,7.0,10.0
Andy Carroll,11.2,10.0,14.0,12.0,14.0,6.0
Bořek Dočkal,10.4,11.0,10.0,14.0,9.0,8.0
Marek Suchý,12.4,15.0,14.0,15.0,11.0,7.0
Luiz Adriano,11.4,9.0,16.0,10.0,10.0,12.0
Guilherme,76.0,77.0,82.0,70.0,73.0,78.0
Ki Sung Yueng,9.8,9.0,14.0,7.0,9.0,10.0
Ruud Vormer,9.8,7.0,9.0,10.0,16.0,7.0
Etienne Capoue,12.0,14.0,12.0,11.0,11.0,12.0
Paul Baysse,11.8,12.0,11.0,10.0,15.0,11.0
Cristian Zapata,3.8,5.0,3.0,3.0,5.0,3.0
Dieumerci Mbokani,9.0,10.0,8.0,9.0,6.0,12.0
Marouane Fellaini,10.8,15.0,8.0,9.0,6.0,16.0
Nahuel Guzmán,76.4,78.0,77.0,71.0,76.0,80.0
Adrián Ramos,11.2,14.0,9.0,13.0,14.0,6.0
Baiano,12.0,11.0,13.0,14.0,11.0,11.0
Jan Ďurica,10.6,8.0,7.0,7.0,16.0,15.0
Pedro León,12.8,15.0,11.0,10.0,12.0,16.0
Zlatko Junuzović,11.6,15.0,15.0,11.0,9.0,8.0
Luca Antonelli,9.4,14.0,6.0,11.0,11.0,5.0
Victor Moses,11.2,16.0,9.0,8.0,7.0,16.0
Zurutuza,11.2,14.0,10.0,11.0,14.0,7.0
