Name,Passing,Vision,Crossing,Short_Pass,Long_Pass,Curve,Volleys
Antonio Candreva,78.83333333333333,82.0,86.0,81.0,73.0,76.0,75.0
Davide Astori,46.0,46.0,34.0,68.0,68.0,33.0,27.0
Raúl García,76.33333333333333,82.0,77.0,87.0,85.0,72.0,55.0
Giovani dos Santos,73.33333333333333,70.0,74.0,73.0,71.0,73.0,79.0
Erik Lamela,79.5,81.0,77.0,83.0,73.0,83.0,80.0
Ryan Shawcross,47.333333333333336,50.0,33.0,63.0,69.0,34.0,35.0
Danny Rose,70.33333333333333,73.0,80.0,75.0,66.0,64.0,64.0
Renato Augusto,80.16666666666667,81.0,79.0,83.0,81.0,80.0,77.0
Martin Škrtel,46.5,28.0,39.0,69.0,67.0,33.0,43.0
Theo Walcott,73.0,73.0,77.0,75.0,65.0,76.0,72.0
Bacary Sagna,64.83333333333333,59.0,74.0,70.0,64.0,66.0,56.0
Dante,61.333333333333336,62.0,61.0,74.0,76.0,51.0,44.0
Salomon Kalou,73.33333333333333,75.0,69.0,78.0,68.0,72.0,78.0
André-Pierre Gignac,73.66666666666667,72.0,72.0,73.0,68.0,77.0,80.0
Lukas Podolski,77.16666666666667,78.0,75.0,77.0,64.0,80.0,89.0
Negredo,67.83333333333333,64.0,53.0,75.0,66.0,68.0,81.0
Pablo Zabaleta,66.33333333333333,66.0,75.0,72.0,64.0,68.0,53.0
Darijo Srna,83.5,86.0,85.0,85.0,87.0,86.0,72.0
Cédric Carrasso,22.166666666666668,53.0,11.0,24.0,22.0,10.0,13.0
Rubén Castro,65.33333333333333,74.0,60.0,69.0,45.0,72.0,72.0
Jérémy Mathieu,68.5,42.0,79.0,66.0,76.0,80.0,68.0
Carlos Idriss Kameni,22.0,40.0,12.0,27.0,29.0,11.0,13.0
Moyá,28.0,62.0,11.0,31.0,35.0,16.0,13.0
Rune Almenning Jarstein,24.833333333333332,37.0,18.0,34.0,34.0,10.0,16.0
Jermain Defoe,63.0,67.0,54.0,68.0,43.0,63.0,83.0
Thiago Motta,75.33333333333333,74.0,66.0,84.0,85.0,67.0,76.0
Fernando Torres,72.33333333333333,76.0,68.0,78.0,51.0,80.0,81.0
Júlio César,26.0,67.0,18.0,23.0,21.0,16.0,11.0
Didier Drogba,69.5,76.0,67.0,60.0,60.0,78.0,76.0
Danny,77.83333333333333,82.0,73.0,82.0,80.0,82.0,68.0
John Terry,54.666666666666664,59.0,42.0,66.0,62.0,44.0,55.0
Samuel Eto'o,74.83333333333333,75.0,69.0,76.0,71.0,78.0,80.0
Tiago,75.33333333333333,82.0,61.0,84.0,83.0,75.0,67.0
Gelson Martins,74.16666666666667,75.0,77.0,73.0,60.0,86.0,74.0
Leroy Sané,70.66666666666667,68.0,72.0,75.0,64.0,81.0,64.0
Julian Weigl,68.0,78.0,58.0,89.0,83.0,48.0,52.0
Nabil Fekir,75.16666666666667,76.0,73.0,78.0,70.0,80.0,74.0
Jean Michaël Seri,73.33333333333333,84.0,70.0,80.0,83.0,76.0,47.0
Williams,67.66666666666667,75.0,75.0,77.0,66.0,49.0,64.0
Marco Sportiello,22.333333333333332,44.0,13.0,32.0,19.0,14.0,12.0
Keita Baldé Diao,70.66666666666667,72.0,74.0,76.0,64.0,70.0,68.0
Nikola Maksimović,41.833333333333336,31.0,45.0,59.0,59.0,29.0,28.0
Thomas Lemar,74.66666666666667,78.0,78.0,79.0,70.0,79.0,64.0
Kingsley Coman,74.5,69.0,77.0,78.0,62.0,84.0,77.0
Alisson,28.0,65.0,17.0,27.0,20.0,19.0,20.0
Joshua Kimmich,76.5,79.0,79.0,84.0,80.0,76.0,61.0
Julian Brandt,72.83333333333333,80.0,74.0,80.0,68.0,69.0,66.0
Sofiane Boufal,71.0,73.0,70.0,76.0,66.0,71.0,70.0
Bruma,69.5,69.0,73.0,72.0,68.0,75.0,60.0
Daniele Rugani,48.666666666666664,50.0,40.0,63.0,59.0,45.0,35.0
Raphaël Guerreiro,78.16666666666667,79.0,79.0,83.0,74.0,80.0,74.0
Fabinho,66.66666666666667,70.0,79.0,76.0,74.0,71.0,30.0
Jamie Vardy,63.833333333333336,72.0,63.0,66.0,48.0,59.0,75.0
Hakim Ziyech,81.83333333333333,88.0,84.0,77.0,75.0,90.0,77.0
Emil Forsberg,73.33333333333333,81.0,70.0,80.0,68.0,74.0,67.0
Saúl,66.83333333333333,76.0,69.0,85.0,78.0,63.0,30.0
Felipe,45.333333333333336,43.0,45.0,62.0,50.0,32.0,40.0
Taras Stepanenko,66.16666666666667,69.0,61.0,81.0,77.0,53.0,56.0
Luke Shaw,67.16666666666667,65.0,78.0,75.0,64.0,63.0,58.0
Leo Baptistao,68.83333333333333,69.0,69.0,76.0,55.0,70.0,74.0
Antonio Rüdiger,54.666666666666664,57.0,68.0,70.0,65.0,34.0,34.0
Matija Nastasić,49.666666666666664,55.0,46.0,69.0,67.0,29.0,32.0
Denis Suárez,78.5,81.0,77.0,84.0,79.0,82.0,68.0
Kurt Zouma,55.833333333333336,57.0,54.0,62.0,56.0,59.0,47.0
John Brooks,48.833333333333336,57.0,36.0,70.0,69.0,30.0,31.0
Héctor Bellerín,62.333333333333336,63.0,74.0,74.0,59.0,63.0,41.0
Thorgan Hazard,77.16666666666667,81.0,75.0,79.0,71.0,80.0,77.0
Davy Klaassen,72.5,75.0,63.0,80.0,75.0,62.0,80.0
Valère Germain,75.0,78.0,75.0,78.0,64.0,76.0,79.0
Paul-Georges Ntep,74.0,71.0,77.0,75.0,70.0,77.0,74.0
Layvin Kurzawa,74.0,75.0,83.0,81.0,71.0,73.0,61.0
Rafinha,77.16666666666667,80.0,72.0,86.0,74.0,75.0,76.0
Jeison Murillo,52.333333333333336,54.0,56.0,61.0,61.0,38.0,44.0
Riccardo Saponara,77.66666666666667,84.0,76.0,83.0,78.0,80.0,65.0
Djibril Sidibé,68.83333333333333,69.0,79.0,76.0,70.0,77.0,42.0
Nacho Fernández,58.666666666666664,53.0,70.0,75.0,61.0,55.0,38.0
Josip Iličić,78.83333333333333,82.0,78.0,82.0,74.0,77.0,80.0
Kevin Volland,76.5,80.0,78.0,81.0,67.0,79.0,74.0
Allan,71.0,79.0,70.0,80.0,76.0,65.0,56.0
Pablo Hernández,73.5,81.0,54.0,82.0,80.0,75.0,69.0
Sergi Roberto,73.16666666666667,80.0,81.0,85.0,77.0,70.0,46.0
Wilfried Zaha,64.83333333333333,72.0,78.0,71.0,63.0,54.0,51.0
Manolo Gabbiadini,71.83333333333333,72.0,70.0,74.0,64.0,78.0,73.0
Josuha Guilavogui,60.0,65.0,52.0,77.0,75.0,42.0,49.0
Patrick Herrmann,74.33333333333333,77.0,79.0,78.0,64.0,74.0,74.0
Sebastián Coates,47.833333333333336,43.0,17.0,69.0,72.0,26.0,60.0
Oğuzhan Özyakup,80.33333333333333,83.0,77.0,84.0,83.0,83.0,72.0
Yaroslav Rakitskyi,72.16666666666667,75.0,68.0,78.0,84.0,75.0,53.0
Phil Jones,60.5,59.0,64.0,75.0,67.0,38.0,60.0
Adrián,20.166666666666668,32.0,12.0,21.0,32.0,12.0,12.0
Neto,24.5,40.0,11.0,36.0,36.0,12.0,12.0
Hugo Mallo,65.33333333333333,64.0,84.0,70.0,68.0,78.0,28.0
Daniel Didavi,74.66666666666667,70.0,75.0,78.0,74.0,78.0,73.0
Younès Belhanda,78.33333333333333,81.0,79.0,83.0,80.0,78.0,69.0
Oliver Baumann,22.166666666666668,41.0,14.0,30.0,25.0,12.0,11.0
Mário Fernandes,68.5,69.0,76.0,78.0,70.0,66.0,52.0
Roberto Soriano,79.16666666666667,83.0,76.0,84.0,78.0,79.0,75.0
Jesús Corona,73.66666666666667,77.0,69.0,74.0,68.0,85.0,69.0
Maxime Gonalons,66.33333333333333,65.0,61.0,79.0,76.0,57.0,60.0
Alphonse Areola,26.5,34.0,20.0,41.0,32.0,16.0,16.0
Yunus Mallı,75.5,80.0,76.0,79.0,74.0,75.0,69.0
Eduardo Salvio,73.0,70.0,77.0,74.0,70.0,75.0,72.0
Stephan El Shaarawy,71.83333333333333,73.0,70.0,74.0,57.0,80.0,77.0
Iago Falqué,76.16666666666667,78.0,78.0,80.0,72.0,80.0,69.0
Marwin Hitz,20.333333333333332,15.0,12.0,29.0,25.0,15.0,26.0
Thimothée Kolodziejczak,57.166666666666664,58.0,63.0,71.0,66.0,59.0,26.0
Francis Coquelin,63.0,70.0,60.0,78.0,72.0,55.0,43.0
Marcel Schmelzer,65.33333333333333,52.0,79.0,74.0,66.0,74.0,47.0
Ryad Boudebouz,78.0,79.0,82.0,81.0,76.0,79.0,71.0
Ganso,82.5,87.0,83.0,86.0,84.0,80.0,75.0
Fedor Smolov,71.16666666666667,75.0,56.0,77.0,62.0,78.0,79.0
Christian Noboa,76.83333333333333,81.0,78.0,83.0,80.0,76.0,63.0
Kwadwo Asamoah,76.33333333333333,76.0,76.0,79.0,79.0,72.0,76.0
Ron-Robert Zieler,20.666666666666668,39.0,15.0,25.0,22.0,11.0,12.0
Danny Welbeck,69.83333333333333,72.0,69.0,77.0,64.0,61.0,76.0
Danny Drinkwater,73.0,77.0,64.0,81.0,83.0,70.0,63.0
Aleksandar Kolarov,77.5,76.0,90.0,73.0,77.0,85.0,64.0
Matteo Darmian,67.16666666666667,63.0,71.0,75.0,66.0,69.0,59.0
Ibrahima Traoré,73.83333333333333,76.0,80.0,76.0,74.0,84.0,53.0
Diego Perotti,74.33333333333333,84.0,79.0,82.0,69.0,72.0,60.0
Angelo Ogbonna,52.833333333333336,50.0,51.0,68.0,67.0,51.0,30.0
Max Kruse,79.33333333333333,82.0,81.0,83.0,76.0,75.0,79.0
Konstantinos Mitroglou,67.66666666666667,67.0,60.0,67.0,59.0,73.0,80.0
Nordin Amrabat,75.33333333333333,78.0,78.0,79.0,67.0,77.0,73.0
Stevan Jovetić,76.0,78.0,72.0,78.0,64.0,85.0,79.0
Jeremain Lens,76.33333333333333,77.0,83.0,79.0,63.0,71.0,85.0
Branislav Ivanović,61.833333333333336,57.0,72.0,68.0,56.0,70.0,48.0
Eder,73.33333333333333,78.0,72.0,76.0,58.0,80.0,76.0
Kiko Casilla,29.666666666666668,52.0,24.0,30.0,24.0,25.0,23.0
Nacho Monreal,68.66666666666667,66.0,78.0,77.0,61.0,74.0,56.0
Serdar Tasci,58.0,57.0,50.0,76.0,78.0,37.0,50.0
Marcelo Díaz,77.33333333333333,76.0,74.0,84.0,81.0,83.0,66.0
André Ayew,73.83333333333333,75.0,80.0,78.0,71.0,74.0,65.0
Winston Reid,43.166666666666664,44.0,28.0,62.0,62.0,33.0,30.0
Lucas Leiva,65.83333333333333,69.0,63.0,77.0,73.0,66.0,47.0
Kevin-Prince Boateng,78.66666666666667,76.0,75.0,80.0,77.0,81.0,83.0
Héctor Moreno,59.0,59.0,50.0,74.0,68.0,48.0,55.0
Cristian Ansaldi,68.0,70.0,78.0,75.0,72.0,62.0,51.0
Daniel Wass,77.5,80.0,78.0,82.0,77.0,79.0,69.0
Coke,66.0,60.0,81.0,76.0,66.0,70.0,43.0
Andrés Guardado,76.33333333333333,80.0,73.0,84.0,82.0,70.0,69.0
Jonathan dos Santos,80.16666666666667,83.0,83.0,84.0,78.0,80.0,73.0
Ryan Bertrand,65.5,51.0,79.0,76.0,70.0,74.0,43.0
Jardel,44.0,51.0,46.0,57.0,53.0,30.0,27.0
Salvatore Sirigu,22.166666666666668,46.0,13.0,23.0,28.0,11.0,12.0
Yohan Cabaye,76.5,78.0,72.0,81.0,78.0,77.0,73.0
Vitaliy Denisov,65.0,63.0,73.0,67.0,65.0,65.0,57.0
Dušan Basta,70.0,56.0,78.0,76.0,74.0,72.0,64.0
Gustavo Cabral,46.333333333333336,49.0,35.0,74.0,59.0,33.0,28.0
Gabriel Paletta,40.166666666666664,18.0,30.0,55.0,60.0,48.0,30.0
Łukasz Fabiański,25.5,52.0,14.0,20.0,32.0,18.0,17.0
Ben Foster,25.666666666666668,42.0,15.0,36.0,32.0,15.0,14.0
Vedad Ibišević,69.66666666666667,73.0,65.0,76.0,47.0,73.0,84.0
Andreas Granqvist,51.833333333333336,49.0,49.0,73.0,67.0,36.0,37.0
Héctor Herrera,69.33333333333333,74.0,65.0,76.0,74.0,67.0,60.0
Igor Akinfeev,25.833333333333332,62.0,19.0,23.0,22.0,19.0,10.0
Fernando Belluschi,81.33333333333333,86.0,81.0,81.0,80.0,85.0,75.0
Andriy Pyatov,25.833333333333332,63.0,13.0,29.0,24.0,14.0,12.0
Antonio Mirante,25.833333333333332,43.0,10.0,35.0,35.0,17.0,15.0
Federico Marchetti,25.833333333333332,45.0,13.0,36.0,35.0,14.0,12.0
James Milner,81.66666666666667,78.0,85.0,85.0,82.0,81.0,79.0
Michel Vorm,23.833333333333332,32.0,13.0,39.0,35.0,12.0,12.0
Daniel Baier,72.83333333333333,80.0,73.0,82.0,82.0,62.0,58.0
Atiba Hutchinson,71.16666666666667,66.0,70.0,85.0,76.0,67.0,63.0
Mehmet Topal,63.666666666666664,58.0,56.0,78.0,76.0,60.0,54.0
Bastian Schweinsteiger,82.33333333333333,84.0,78.0,84.0,84.0,82.0,82.0
René Adler,26.0,38.0,13.0,39.0,36.0,12.0,18.0
Jérémy Toulalan,62.833333333333336,74.0,67.0,80.0,76.0,53.0,27.0
Phil Jagielka,55.0,39.0,55.0,71.0,66.0,55.0,44.0
Stefano Sorrentino,24.5,34.0,11.0,36.0,34.0,14.0,18.0
Robin van Persie,79.33333333333333,79.0,77.0,74.0,75.0,86.0,85.0
Gareth Barry,75.66666666666667,74.0,80.0,83.0,74.0,78.0,65.0
Francesco Totti,85.66666666666667,91.0,83.0,90.0,85.0,75.0,90.0
Gianluigi Donnarumma,22.666666666666668,50.0,12.0,30.0,24.0,12.0,8.0
Nélson Semedo,60.0,60.0,75.0,70.0,53.0,60.0,42.0
Florin Andone,62.5,67.0,62.0,62.0,53.0,54.0,77.0
Sergej Milinković-Savić,71.16666666666667,77.0,56.0,78.0,76.0,72.0,68.0
Omar Al Soma,67.5,70.0,66.0,69.0,64.0,69.0,67.0
Petros,66.5,75.0,63.0,81.0,79.0,55.0,46.0
Victor Nilsson Lindelöf,49.333333333333336,55.0,48.0,67.0,60.0,35.0,31.0
Naby Keïta,68.83333333333333,80.0,62.0,80.0,73.0,63.0,55.0
Tiémoué Bakayoko,61.5,75.0,54.0,79.0,76.0,49.0,36.0
Mahmoud Dahoud,69.0,81.0,66.0,82.0,78.0,58.0,49.0
Rúben Semedo,47.333333333333336,48.0,38.0,65.0,60.0,22.0,51.0
Rafa,71.16666666666667,75.0,74.0,75.0,63.0,76.0,64.0
Dani García,65.5,74.0,55.0,85.0,81.0,61.0,37.0
Lisandro López,49.0,41.0,33.0,66.0,58.0,37.0,59.0
Ángel Correa,68.83333333333333,69.0,64.0,65.0,56.0,82.0,77.0
Andreas Christensen,51.333333333333336,58.0,49.0,75.0,69.0,32.0,25.0
Nabil Bentaleb,73.16666666666667,80.0,65.0,82.0,76.0,69.0,67.0
Stanislav Kritsyuk,21.833333333333332,35.0,20.0,31.0,21.0,12.0,12.0
Divock Origi,66.33333333333333,71.0,69.0,75.0,59.0,54.0,70.0
Max Meyer,73.5,80.0,74.0,81.0,72.0,74.0,60.0
Gayà,73.83333333333333,70.0,81.0,78.0,75.0,80.0,59.0
Marco Benassi,74.33333333333333,75.0,72.0,82.0,76.0,71.0,70.0
Pedro Santos,69.0,70.0,75.0,69.0,67.0,78.0,55.0
Elseid Hysaj,59.0,56.0,76.0,74.0,68.0,40.0,40.0
João Cancelo,72.33333333333333,66.0,81.0,78.0,73.0,81.0,55.0
Alessio Romagnoli,44.666666666666664,40.0,36.0,66.0,66.0,36.0,24.0
Piotr Zieliński,77.66666666666667,81.0,77.0,81.0,77.0,80.0,70.0
Bruno Peres,70.16666666666667,63.0,74.0,76.0,66.0,69.0,73.0
Ricardo Pereira,73.66666666666667,75.0,80.0,80.0,78.0,76.0,53.0
Óliver Torres,71.83333333333333,84.0,61.0,82.0,74.0,77.0,53.0
Filip Kostić,72.5,72.0,82.0,74.0,60.0,79.0,68.0
Emre Can,72.0,76.0,70.0,79.0,78.0,68.0,61.0
Matthias Ginter,66.83333333333333,68.0,73.0,75.0,74.0,58.0,53.0
Luciano Vietto,73.5,73.0,66.0,79.0,59.0,83.0,81.0
Arrizabalaga,32.666666666666664,55.0,25.0,32.0,36.0,25.0,23.0
Maximilian Arnold,76.0,77.0,63.0,80.0,77.0,73.0,86.0
Alassane Pléa,75.83333333333333,76.0,76.0,76.0,69.0,77.0,81.0
Denis Cheryshev,74.16666666666667,79.0,80.0,76.0,68.0,74.0,68.0
Edin Višća,70.83333333333333,69.0,76.0,75.0,62.0,70.0,73.0
Bernard,73.16666666666667,77.0,77.0,76.0,68.0,73.0,68.0
Daniele Baselli,77.66666666666667,80.0,74.0,82.0,78.0,79.0,73.0
Arkadiusz Milik,65.0,60.0,58.0,63.0,62.0,71.0,76.0
Bernat,73.16666666666667,70.0,82.0,80.0,72.0,76.0,59.0
Šime Vrsaljko,69.16666666666667,68.0,82.0,74.0,68.0,70.0,53.0
Eric Botteghin,38.833333333333336,32.0,30.0,59.0,62.0,25.0,25.0
John Stones,57.5,59.0,62.0,80.0,71.0,46.0,27.0
Jannik Vestergaard,51.0,50.0,46.0,69.0,61.0,41.0,39.0
Simone Zaza,62.0,66.0,52.0,65.0,45.0,68.0,76.0
Sergi Darder,68.66666666666667,82.0,61.0,84.0,78.0,60.0,47.0
Fernando,63.833333333333336,66.0,60.0,78.0,82.0,52.0,45.0
Memphis Depay,71.66666666666667,73.0,67.0,73.0,63.0,85.0,69.0
Jesé,69.0,70.0,73.0,77.0,65.0,74.0,55.0
Thomas Meunier,72.66666666666667,71.0,79.0,77.0,72.0,69.0,68.0
Eric Dier,65.0,66.0,67.0,75.0,76.0,54.0,52.0
Federico Fernández,43.833333333333336,44.0,23.0,70.0,56.0,49.0,21.0
Nicola Sansone,72.33333333333333,79.0,68.0,75.0,65.0,76.0,71.0
Gastón Ramírez,76.66666666666667,78.0,74.0,80.0,73.0,81.0,74.0
Faouzi Ghoulam,67.83333333333333,58.0,80.0,74.0,70.0,73.0,52.0
Gabriel,61.5,61.0,67.0,69.0,69.0,55.0,48.0
Vladimír Darida,75.33333333333333,78.0,75.0,81.0,75.0,78.0,65.0
Cédric,70.33333333333333,65.0,79.0,75.0,69.0,66.0,68.0
Lorenzo Tonelli,41.5,30.0,40.0,54.0,54.0,38.0,33.0
Benjamin Lecomte,20.333333333333332,41.0,13.0,17.0,21.0,20.0,10.0
Lucas Digne,68.66666666666667,72.0,78.0,80.0,69.0,68.0,45.0
Paco Alcácer,64.5,63.0,53.0,72.0,51.0,66.0,82.0
Heung Min Son,72.83333333333333,73.0,75.0,75.0,62.0,79.0,73.0
Vicente Gómez,67.83333333333333,79.0,57.0,85.0,79.0,59.0,48.0
Emre Çolak,76.16666666666667,78.0,77.0,79.0,78.0,75.0,70.0
André André,74.5,76.0,68.0,82.0,78.0,78.0,65.0
Dušan Tadić,79.5,84.0,79.0,81.0,77.0,83.0,73.0
Danilo,70.83333333333333,62.0,71.0,77.0,69.0,74.0,72.0
Pablo Sarabia,74.83333333333333,81.0,81.0,82.0,72.0,80.0,53.0
Alex Oxlade-Chamberlain,70.16666666666667,72.0,73.0,77.0,73.0,67.0,59.0
Marco Höger,75.33333333333333,77.0,75.0,80.0,75.0,72.0,73.0
Florian Lejeune,53.5,40.0,51.0,74.0,67.0,47.0,42.0
Giannelli Imbula,63.833333333333336,76.0,55.0,83.0,76.0,65.0,28.0
Nicolás Lodeiro,76.66666666666667,82.0,78.0,81.0,75.0,81.0,63.0
Daniel Caligiuri,73.16666666666667,76.0,76.0,77.0,64.0,78.0,68.0
Jeffrey Bruma,54.833333333333336,61.0,40.0,75.0,76.0,43.0,34.0
Willian José,62.333333333333336,63.0,54.0,73.0,46.0,63.0,75.0
Wahbi Khazri,76.0,79.0,82.0,81.0,69.0,80.0,65.0
Keko,76.66666666666667,81.0,83.0,77.0,76.0,73.0,70.0
Gil,47.833333333333336,44.0,47.0,65.0,69.0,39.0,23.0
Martin Braithwaite,73.33333333333333,76.0,73.0,79.0,65.0,72.0,75.0
Jaume Costa,64.0,57.0,79.0,78.0,65.0,67.0,38.0
Romain Hamouma,76.66666666666667,75.0,79.0,78.0,75.0,78.0,75.0
Escudero,68.0,56.0,81.0,75.0,77.0,72.0,47.0
Marcos Alonso,67.0,65.0,78.0,74.0,72.0,63.0,50.0
Holger Badstuber,68.83333333333333,67.0,71.0,75.0,77.0,74.0,49.0
Osvaldo Alonso,68.5,67.0,47.0,86.0,79.0,66.0,66.0
Juraj Kucka,72.0,74.0,68.0,78.0,76.0,68.0,68.0
Jeroen Zoet,30.166666666666668,57.0,17.0,37.0,38.0,13.0,19.0
Illarramendi,72.0,69.0,65.0,82.0,80.0,78.0,58.0
Adem Ljajić,75.33333333333333,78.0,74.0,78.0,68.0,80.0,74.0
Eliaquim Mangala,52.333333333333336,47.0,58.0,60.0,58.0,47.0,44.0
Canales,76.66666666666667,83.0,74.0,86.0,73.0,81.0,63.0
Balenziaga,69.0,62.0,81.0,75.0,72.0,76.0,48.0
Rafael,70.16666666666667,63.0,79.0,76.0,69.0,75.0,59.0
Sebastian Rudy,76.16666666666667,80.0,73.0,81.0,79.0,78.0,66.0
Jonathas,58.166666666666664,65.0,61.0,63.0,46.0,40.0,74.0
Aleksandar Dragović,52.666666666666664,67.0,49.0,69.0,62.0,32.0,37.0
Manuel Lanzini,73.0,76.0,74.0,77.0,75.0,75.0,61.0
Victor Wanyama,66.16666666666667,67.0,63.0,75.0,68.0,62.0,62.0
Alfred N'Diaye,55.833333333333336,62.0,58.0,78.0,70.0,36.0,31.0
Nicolas Nkoulou,63.5,67.0,60.0,77.0,76.0,37.0,64.0
Volkan Babacan,24.666666666666668,43.0,12.0,34.0,29.0,16.0,14.0
Seydou Doumbia,69.33333333333333,74.0,46.0,74.0,65.0,79.0,78.0
Pavel Mamaev,75.0,80.0,76.0,84.0,80.0,64.0,66.0
Artem Dzyuba,67.16666666666667,79.0,61.0,71.0,55.0,65.0,72.0
Maurício,51.666666666666664,46.0,40.0,67.0,62.0,44.0,51.0
Yann M'Vila,70.5,72.0,62.0,82.0,81.0,70.0,56.0
Kieran Gibbs,65.83333333333333,69.0,76.0,74.0,65.0,64.0,47.0
Mariano,72.66666666666667,64.0,83.0,76.0,73.0,82.0,58.0
Sofiane Feghouli,69.66666666666667,75.0,78.0,73.0,67.0,57.0,68.0
Fernando,62.666666666666664,62.0,60.0,75.0,73.0,65.0,41.0
Claudio Yacob,55.833333333333336,69.0,34.0,83.0,74.0,52.0,23.0
Roberto,27.333333333333332,45.0,15.0,39.0,38.0,14.0,13.0
Moussa Sissoko,73.16666666666667,68.0,76.0,79.0,74.0,75.0,67.0
Maximiliano Pereira,68.66666666666667,65.0,78.0,76.0,70.0,66.0,57.0
Sidnei,53.0,44.0,56.0,71.0,68.0,36.0,43.0
William Vainqueur,64.83333333333333,66.0,64.0,77.0,74.0,52.0,56.0
Miguel Veloso,81.0,80.0,82.0,83.0,85.0,86.0,70.0
Fabricio,31.5,55.0,15.0,43.0,44.0,19.0,13.0
Vieirinha,72.5,74.0,76.0,76.0,70.0,74.0,65.0
Fabian Johnson,73.66666666666667,74.0,79.0,79.0,72.0,72.0,66.0
Demba Ba,73.0,68.0,77.0,73.0,65.0,76.0,79.0
Bryan Ruíz,78.66666666666667,80.0,78.0,80.0,72.0,83.0,79.0
Marcus Berg,64.16666666666667,66.0,56.0,72.0,51.0,66.0,74.0
Pontus Wernbloom,62.166666666666664,69.0,58.0,75.0,72.0,53.0,46.0
David Ospina,23.5,40.0,11.0,36.0,32.0,10.0,12.0
Ignacio Piatti,73.33333333333333,77.0,69.0,76.0,70.0,76.0,72.0
Valter Birsa,77.66666666666667,81.0,78.0,80.0,76.0,78.0,73.0
Matías Fernández,77.0,78.0,78.0,80.0,76.0,80.0,70.0
Marcano,51.833333333333336,48.0,49.0,73.0,67.0,39.0,35.0
Simon Mignolet,26.0,40.0,11.0,39.0,34.0,16.0,16.0
Sergio Romero,26.333333333333332,44.0,11.0,38.0,36.0,12.0,17.0
Domenico Criscito,71.66666666666667,71.0,74.0,77.0,75.0,71.0,62.0
Castán,41.0,37.0,34.0,58.0,64.0,31.0,22.0
Moussa Sow,72.83333333333333,73.0,65.0,74.0,64.0,75.0,86.0
Diego Valeri,77.0,82.0,78.0,78.0,76.0,80.0,68.0
Nuri Şahin,81.5,82.0,80.0,82.0,82.0,83.0,80.0
Jonny Evans,51.5,45.0,52.0,72.0,62.0,32.0,46.0
Danilo,42.0,42.0,30.0,60.0,64.0,34.0,22.0
Nicolás Pareja,67.16666666666667,56.0,65.0,81.0,82.0,70.0,49.0
Ştefan Radu,60.166666666666664,60.0,67.0,71.0,67.0,45.0,51.0
Nicolas Lombaerts,60.166666666666664,48.0,63.0,75.0,73.0,59.0,43.0
Giuseppe Rossi,74.0,76.0,68.0,76.0,66.0,78.0,80.0
Llorente,61.833333333333336,70.0,44.0,71.0,49.0,57.0,80.0
Bafétimbi Gomis,64.83333333333333,69.0,61.0,73.0,46.0,61.0,79.0
Mathieu Debuchy,71.16666666666667,64.0,79.0,75.0,73.0,74.0,62.0
Ibrahim Afellay,77.0,78.0,78.0,81.0,74.0,79.0,72.0
Jefferson Farfán,76.33333333333333,78.0,80.0,77.0,73.0,81.0,69.0
Manuel Fernandes,77.16666666666667,79.0,79.0,79.0,80.0,77.0,69.0
Scott Dann,45.333333333333336,55.0,30.0,63.0,65.0,30.0,29.0
Clint Dempsey,72.0,72.0,66.0,78.0,69.0,72.0,75.0
Michael Bradley,75.83333333333333,75.0,71.0,82.0,84.0,72.0,71.0
Yoann Gourcuff,79.0,83.0,76.0,81.0,82.0,82.0,70.0
Hilton,62.333333333333336,67.0,62.0,75.0,77.0,42.0,51.0
Pablo Batalla,78.66666666666667,81.0,80.0,83.0,80.0,76.0,72.0
Gaël Clichy,65.0,59.0,75.0,64.0,69.0,64.0,59.0
Klaas-Jan Huntelaar,66.16666666666667,61.0,63.0,73.0,44.0,73.0,83.0
Luisão,52.333333333333336,48.0,50.0,65.0,58.0,36.0,57.0
Vasiliy Berezutskiy,60.666666666666664,62.0,59.0,74.0,79.0,51.0,39.0
Igor Denisov,69.16666666666667,72.0,67.0,80.0,74.0,62.0,60.0
Alexandr Samedov,76.0,80.0,80.0,80.0,69.0,86.0,61.0
Jesús Navas,76.0,74.0,77.0,76.0,74.0,80.0,75.0
Xabi Prieto,80.33333333333333,84.0,88.0,85.0,83.0,81.0,61.0
Javi Fuego,66.83333333333333,69.0,59.0,78.0,72.0,70.0,53.0
Marcelo Barovero,26.833333333333332,51.0,14.0,36.0,23.0,19.0,18.0
Lisandro López,71.66666666666667,71.0,66.0,75.0,68.0,76.0,74.0
Guillermo Ochoa,26.0,48.0,15.0,31.0,32.0,14.0,16.0
Bruno Alves,67.5,58.0,67.0,68.0,75.0,77.0,60.0
Burak Yılmaz,66.5,62.0,68.0,66.0,60.0,66.0,77.0
Diego Benaglio,23.5,37.0,14.0,32.0,31.0,15.0,12.0
Zoran Tošić,74.16666666666667,75.0,70.0,78.0,72.0,82.0,68.0
Maxwell,77.66666666666667,74.0,86.0,82.0,82.0,72.0,70.0
Kim Källström,82.83333333333333,82.0,83.0,83.0,85.0,85.0,79.0
Tim Howard,26.5,52.0,16.0,33.0,32.0,14.0,12.0
Denys Boyko,23.5,42.0,11.0,29.0,41.0,11.0,7.0
Marcus Rashford,67.83333333333333,70.0,68.0,73.0,56.0,67.0,73.0
Miguel Almirón,73.33333333333333,78.0,68.0,80.0,70.0,69.0,75.0
