Name,Defending,Sliding_Tackle,Standing_Tackle,Interceptions
Vieirinha,66.33333333333333,63,64,72
Fabian Johnson,71.0,73,75,65
Demba Ba,46.333333333333336,45,48,46
Bryan Ruíz,51.333333333333336,48,57,49
Marcus Berg,28.666666666666668,25,33,28
Pontus Wernbloom,80.33333333333333,80,79,82
David Ospina,16.666666666666668,12,13,25
Ignacio Piatti,43.0,33,46,50
Valter Birsa,34.333333333333336,28,34,41
Matías Fernández,58.666666666666664,56,60,60
Marcano,79.66666666666667,77,81,81
Simon Mignolet,17.0,16,14,21
Sergio Romero,15.666666666666666,15,11,21
Domenico Criscito,79.33333333333333,82,79,77
Castán,80.66666666666667,78,82,82
Moussa Sow,36.0,33,43,32
Diego Valeri,33.0,30,33,36
Nuri Şahin,76.66666666666667,74,75,81
Jonny Evans,81.33333333333333,82,81,81
Danilo,84.0,82,84,86
Nicolás Pareja,78.66666666666667,76,80,80
Ştefan Radu,85.33333333333333,85,86,85
Nicolas Lombaerts,79.0,77,81,79
Giuseppe Rossi,20.666666666666668,20,24,18
Llorente,21.666666666666668,15,25,25
Bafétimbi Gomis,35.0,35,32,38
Mathieu Debuchy,77.33333333333333,78,79,75
Ibrahim Afellay,56.666666666666664,54,62,54
Jefferson Farfán,37.0,29,43,39
Manuel Fernandes,68.33333333333333,68,69,68
Scott Dann,79.33333333333333,78,80,80
Clint Dempsey,41.666666666666664,47,45,33
Michael Bradley,72.33333333333333,72,73,72
Yoann Gourcuff,52.0,49,55,52
Hilton,80.66666666666667,80,80,82
Pablo Batalla,39.333333333333336,31,45,42
Gaël Clichy,78.66666666666667,79,81,76
Klaas-Jan Huntelaar,27.666666666666668,23,33,27
Luisão,81.33333333333333,81,84,79
Vasiliy Berezutskiy,80.33333333333333,80,83,78
Igor Denisov,76.66666666666667,73,81,76
Alexandr Samedov,47.0,47,52,42
Jesús Navas,26.333333333333332,26,20,33
Xabi Prieto,48.666666666666664,36,47,63
Javi Fuego,81.66666666666667,80,82,83
Marcelo Barovero,15.333333333333334,14,16,16
Lisandro López,46.0,24,55,59
Guillermo Ochoa,15.0,12,10,23
Bruno Alves,74.33333333333333,72,79,72
Burak Yılmaz,29.333333333333332,26,29,33
Diego Benaglio,16.333333333333332,14,13,22
Zoran Tošić,39.666666666666664,37,46,36
Maxwell,77.0,75,78,78
Kim Källström,67.0,65,65,71
Tim Howard,16.0,14,12,22
Denys Boyko,11.666666666666666,11,12,12
Marcus Rashford,29.333333333333332,25,25,38
Miguel Almirón,67.0,68,73,60
Gabriel Jesus,22.666666666666668,19,17,32
Oyarzabal,30.333333333333332,30,32,29
André Silva,43.333333333333336,35,40,55
Soares,29.333333333333332,22,28,38
Nemanja Radoja,79.66666666666667,78,80,81
Marcos Acuña,58.333333333333336,54,58,63
Jorge Meré,79.66666666666667,81,79,79
Jony,49.666666666666664,46,51,52
Antonio Sanabria,18.666666666666668,15,20,21
Cheikh N'Doye,74.66666666666667,68,81,75
José Izquierdo,24.333333333333332,15,21,37
Gonzalo Escalante,81.0,78,84,81
Theo Bongonda,29.666666666666668,29,30,30
Sebastián Torrico,16.666666666666668,15,14,21
Morales,52.333333333333336,45,54,58
Wendell,78.0,80,78,76
Andrej Kramarić,22.333333333333332,26,20,21
Davide Zappacosta,75.33333333333333,79,75,72
Jemerson,79.33333333333333,78,80,80
Lucas Alario,18.0,16,19,19
Duván Zapata,22.0,22,24,20
Wylan Cyprien,75.0,68,78,79
Diego Llorente,81.0,81,80,82
Alex Telles,76.33333333333333,76,77,76
Timo Werner,24.666666666666668,19,20,35
André Hahn,51.333333333333336,48,56,50
Paulo Oliveira,78.33333333333333,76,81,78
Rachid Ghezzal,46.333333333333336,47,42,50
Grimaldo,74.66666666666667,76,74,74
Kevin Wimmer,79.33333333333333,78,81,79
Tiago Volpi,12.333333333333334,12,10,15
Joël Veltman,81.0,80,84,79
Sead Kolašinac,78.0,82,83,69
Guido Pizarro,76.0,73,75,80
Michael Keane,80.0,78,81,81
Jesse Lingard,44.666666666666664,41,46,47
Bigas,77.66666666666667,78,77,78
Vlad Chiricheş,79.66666666666667,78,82,79
Ben Davies,78.0,81,79,74
Carlos Sánchez,50.666666666666664,45,50,57
Santiago Gentiletti,79.0,78,80,79
Takashi Inui,24.333333333333332,21,20,32
Raúl Jiménez,35.0,28,36,41
Joel Campbell,42.333333333333336,42,40,45
Mário Rui,75.0,77,75,73
M'Baye Niang,24.666666666666668,20,24,30
Christoph Kramer,77.66666666666667,75,79,79
Konstantinos Fortounis,35.0,38,35,32
Joãozinho,52.666666666666664,49,52,57
André Carrillo,30.333333333333332,25,32,34
Rodrigo Moledo,76.33333333333333,73,79,77
Johannes Geis,74.33333333333333,72,77,74
Salif Sané,77.66666666666667,73,80,80
Milan Badelj,78.0,76,78,80
Agustín Marchesín,15.0,15,15,15
Łukasz Teodorczyk,22.0,20,22,24
Nacer Chadli,45.0,44,48,43
Cristian Tello,22.666666666666668,19,23,26
Bruno,78.33333333333333,76,85,74
Sebastian Rode,80.33333333333333,81,80,80
Nicolai Jørgensen,30.333333333333332,24,36,31
John Guidetti,28.333333333333332,25,26,34
Bruno Martins Indi,78.66666666666667,78,82,76
Jordy Clasie,71.33333333333333,61,73,80
Charles Aránguiz,59.333333333333336,61,64,53
Mathew Ryan,19.0,17,20,20
Rogelio Funes Mori,46.0,44,45,49
Aymen Abdennour,78.66666666666667,81,79,76
Mexer,78.66666666666667,77,80,79
Enzo Pérez,79.33333333333333,78,80,80
Teófilo Gutiérrez,23.666666666666668,20,26,25
Dorlan Pabón,39.0,33,40,44
Charlie Austin,35.333333333333336,22,37,47
Borja Bastón,26.333333333333332,24,32,23
Sergi Enrich,35.333333333333336,22,42,42
Hernán Pérez,27.0,14,24,43
Thomas Delaney,75.0,74,77,74
Davy Pröpper,62.0,54,70,62
Cenk Tosun,26.666666666666668,15,34,31
Koen Casteels,17.333333333333332,17,19,16
Emanuele Giaccherini,64.66666666666667,66,62,66
Allan Nyom,79.66666666666667,81,83,75
Kevin Vogt,76.33333333333333,73,80,76
Fontàs,80.33333333333333,78,82,81
Lamine Sané,78.0,77,81,76
Gökhan Töre,37.666666666666664,32,38,43
Fredy Montero,34.333333333333336,27,36,40
Celso Borges,76.33333333333333,75,77,77
Michail Antonio,49.666666666666664,53,56,40
Etxeita,79.66666666666667,83,81,75
Julian Baumgartlinger,77.33333333333333,74,80,78
Mehmet Ekici,60.333333333333336,49,67,65
Muniain,44.666666666666664,34,55,45
Susaeta,31.0,27,23,43
Etrit Berisha,14.333333333333334,11,10,22
Yannick Bolasie,27.333333333333332,17,34,31
Miguel Lopes,77.0,75,79,77
Senad Lulić,76.0,76,78,74
Rochina,49.333333333333336,40,54,54
Omar El Kaddouri,57.666666666666664,53,59,61
Denis Glushakov,75.33333333333333,74,78,74
Carlos Zambrano,76.0,78,80,70
Mame Diouf,33.666666666666664,21,29,51
Onur Kıvrak,18.0,16,13,25
Jefferson Montero,27.666666666666668,20,38,25
Keisuke Honda,46.666666666666664,48,48,44
Bernardo Espinosa,76.33333333333333,75,80,74
Marco Fabián,39.0,39,44,34
Ivelin Popov,48.0,44,51,49
Joe Allen,72.0,66,74,76
Romain Thomas,78.0,73,79,82
Mehdi Carcela-González,35.666666666666664,30,38,39
Sandro Wagner,23.333333333333332,12,39,19
Pablo Piatti,41.333333333333336,38,35,51
Eric Maxim Choupo-Moting,31.333333333333332,20,36,38
Sebastian Langkamp,77.66666666666667,79,85,69
Neven Subotić,79.0,83,84,70
Fabian Delph,73.0,71,73,75
Raúl Bobadilla,34.0,24,51,27
Troy Deeney,27.666666666666668,25,29,29
Håvard Nordtveit,77.0,77,79,75
Balázs Dzsudzsák,25.333333333333332,20,21,35
Andy Carroll,44.666666666666664,43,46,45
Bořek Dočkal,48.0,40,49,55
Marek Suchý,77.0,74,78,79
Luiz Adriano,25.0,23,28,24
Guilherme,18.333333333333332,18,16,21
Ki Sung Yueng,65.0,71,70,54
Ruud Vormer,73.33333333333333,70,74,76
Etienne Capoue,77.66666666666667,79,80,74
Paul Baysse,75.66666666666667,74,79,74
Cristian Zapata,80.0,78,82,80
Dieumerci Mbokani,33.0,28,36,35
Marouane Fellaini,71.66666666666667,66,76,73
Nahuel Guzmán,18.0,12,13,29
Adrián Ramos,34.666666666666664,28,33,43
Baiano,78.33333333333333,79,80,76
Jan Ďurica,80.66666666666667,82,81,79
Pedro León,39.666666666666664,32,44,43
Zlatko Junuzović,70.0,65,69,76
Luca Antonelli,77.33333333333333,78,78,76
Victor Moses,67.66666666666667,64,70,69
Zurutuza,72.66666666666667,67,73,78
Fraser Forster,15.666666666666666,12,13,22
Lasse Schøne,57.0,49,56,66
James McArthur,74.0,70,74,78
Mario Suárez,76.0,70,75,83
Steven Defour,75.33333333333333,71,74,81
Diego Buonanotte,24.666666666666668,18,31,25
Tim Krul,17.666666666666668,14,17,22
Jack Cork,78.0,76,78,80
Kenneth Vermeer,18.333333333333332,14,16,25
Rafinha,79.0,82,78,77
Salvatore Bocchetti,77.66666666666667,77,79,77
Ignazio Abate,75.33333333333333,76,76,74
Rasmus Elm,66.0,58,63,77
Marco Ruben,37.666666666666664,27,40,46
Jakub Błaszczykowski,59.0,61,59,57
Adriano,78.33333333333333,80,77,78
Tom Heaton,15.0,13,15,17
Oleksandr Kucher,81.66666666666667,78,83,84
Karim El Ahmadi,72.66666666666667,64,78,76
Javi García,77.0,74,79,78
David Abraham,77.33333333333333,78,80,74
Riccardo Montolivo,71.66666666666667,68,72,75
Fabio Quagliarella,20.666666666666668,15,21,26
Jurado,31.0,27,26,40
Ezequiel Lavezzi,36.0,37,40,31
Christian Gentner,76.33333333333333,75,77,77
Laurent Ciman,77.66666666666667,81,74,78
Thomas Vermaelen,76.0,78,77,73
Rodrigo Palacio,34.0,30,33,39
Per Ciljan Skjelbred,77.33333333333333,74,77,81
Ashley Young,60.0,61,57,62
Mark Noble,75.66666666666667,76,75,76
Aaron Lennon,38.666666666666664,37,37,42
Christophe Jallet,76.66666666666667,78,77,75
Sergey Ryzhikov,17.0,14,14,23
Soldado,40.0,38,41,41
Oscar Wendt,76.66666666666667,79,80,71
Gökhan Gönül,77.66666666666667,77,80,76
José Sosa,61.333333333333336,60,64,60
Ragnar Klavan,78.0,77,82,75
Willy Caballero,15.0,12,11,22
Vágner Love,32.666666666666664,25,33,40
Robert Huth,76.66666666666667,77,77,76
Gomes,16.333333333333332,15,14,20
Martín Demichelis,75.66666666666667,71,81,75
Selçuk İnan,64.0,60,62,70
Alexander Meier,42.0,28,48,50
Sergey Ignashevich,79.66666666666667,78,82,79
Reyes,25.333333333333332,23,27,26
Nigel de Jong,77.66666666666667,78,77,78
Mathieu Bodmer,73.33333333333333,72,75,73
Joaquín,38.333333333333336,39,41,35
Claudio Pizarro,30.0,24,33,33
César Navas,80.33333333333333,78,84,79
Alessandro Gamberini,81.0,78,82,83
Kylian Mbappe Lottin,44.333333333333336,40,44,49
Alban Lafont,14.333333333333334,12,14,17
Renato Sanches,69.0,64,71,72
Formosandrinho,17.333333333333332,15,14,23
Sidney Pessinho,76.0,76,76,76
Everticinho,74.66666666666667,77,75,72
Louri Beretta,27.666666666666668,24,27,32
Claudio Coíntra,27.0,21,28,32
Maikel Catarino,76.66666666666667,76,77,77
Ronaldo Esler,74.66666666666667,76,77,71
Gazzolisco,73.0,75,77,67
Raphaelito Anjos,19.0,13,11,33
Mauricio Lemos,79.0,80,77,80
Dalbert,73.33333333333333,74,75,71
Lorenzo Pellegrini,71.0,70,73,70
Yeray,78.66666666666667,81,73,82
Vincent Janssen,18.0,22,19,13
Pablo Fornals,73.66666666666667,72,74,75
Marcos Llorente,74.33333333333333,69,76,78
Martín Campaña,20.666666666666668,18,16,28
Nadiem Amiri,53.333333333333336,44,56,60
Vincent Koziello,73.66666666666667,70,76,75
Vallejo,78.66666666666667,79,78,79
Şener Özbayraklı,74.33333333333333,74,76,73
Franco Cervi,40.333333333333336,38,50,33
Malcom,15.666666666666666,17,15,15
Rick Karsdorp,71.33333333333333,75,73,66
Dani Ceballos,75.66666666666667,74,77,76
Hirving Lozano,35.0,25,27,53
Yoan Cardinale,15.0,16,14,15
Badou Ndiaye,59.666666666666664,55,64,60
Alessandro Schöpf,51.333333333333336,44,52,58
Davinson Sánchez,76.66666666666667,81,82,67
Matias Vecino,73.33333333333333,70,74,76
Georges-Kévin Nkoudou,33.333333333333336,42,37,21
Sandro,27.333333333333332,24,25,33
Wesley Hoedt,77.33333333333333,76,78,78
Bastos,78.33333333333333,77,79,79
Wallace,77.33333333333333,76,80,76
Youri Tielemans,71.0,69,72,72
Alen Halilović,30.666666666666668,21,16,55
Yuriy Lodygin,19.333333333333332,19,16,23
Silvan Widmer,70.33333333333333,71,73,67
Gino Peruzzi,78.0,76,75,83
Pablo Pérez,73.66666666666667,73,77,71
Darío Benedetto,27.333333333333332,27,27,28
Iván Marcone,73.33333333333333,69,74,77
Matías Kranevitter,81.33333333333333,79,83,82
Emmanuel Mas,75.33333333333333,78,73,75
Franco Armani,15.333333333333334,13,13,20
Daniel Torres,77.0,74,75,82
Felipe Pardo,33.0,30,32,37
Sardar Azmoun,33.0,32,33,34
Alan Ruiz,31.333333333333332,31,33,30
Diego Rolán,23.0,18,27,24
Mohamed Elneny,74.66666666666667,72,75,77
Mario Lemina,67.33333333333333,66,66,70
Anderson Talisca,57.333333333333336,45,64,63
Bruno Fernandes,65.33333333333333,62,66,68
Roberto Gagliardini,74.0,70,76,76
Kerem Demirbay,56.333333333333336,53,59,57
Nicolás Tagliafico,76.0,77,76,75
Pablo De Blasis,34.666666666666664,37,39,28
Carles Gil,40.666666666666664,39,43,40
Luca Zuffi,69.33333333333333,68,70,70
Juan Fernando Quintero,29.0,22,30,35
Jonny,78.33333333333333,82,77,76
Otávio,38.0,27,41,46
Alexander Szymanowski,36.666666666666664,45,42,23
Jhon Córdoba,40.666666666666664,31,42,49
Jozabed,69.66666666666667,67,73,69
Pacheco,18.333333333333332,13,16,26
Sam Larsson,54.0,45,62,55
Abdul Rahman Baba,75.33333333333333,77,78,71
Andreas Samaris,79.33333333333333,74,82,82
Gabriel,66.0,59,72,67
Gerard Moreno,40.666666666666664,41,41,40
Erik Durm,76.66666666666667,77,75,78
Tobias Strobl,78.0,77,79,78
Marçal,74.66666666666667,75,74,75
Leandro Paredes,73.0,72,75,72
Roberto Torres,61.666666666666664,55,67,63
Mitchell Weiser,74.33333333333333,74,74,75
Dominique Heintz,76.0,77,80,71
Serge Gnabry,42.666666666666664,45,46,37
Jetro Willems,73.33333333333333,73,75,72
Leonardo Pavoletti,20.666666666666668,17,21,24
Zouhair Feddal,77.0,71,79,81
Sébastien Haller,21.666666666666668,19,16,30
Lucas Castro,65.0,61,65,69
Luís Hernández,80.33333333333333,81,78,82
Marcelo,78.66666666666667,78,81,77
Benjamin Mendy,75.66666666666667,76,75,76
Willi Orban,76.66666666666667,73,78,79
Rubén Pardo,61.333333333333336,57,63,64
Luís Neto,79.33333333333333,80,77,81
Jores Okore,75.33333333333333,76,77,73
Tomáš Vaclík,20.666666666666668,18,18,26
Zé Luís,24.0,24,19,29
Pavel Kadeřábek,73.33333333333333,75,76,69
Tonny Vilhena,71.0,69,74,70
Terence Kongolo,81.0,84,82,77
Leonardo Bittencourt,54.0,55,55,52
Álvaro,78.0,82,75,77
Stefano Sturaro,77.33333333333333,78,78,76
Naldo,80.33333333333333,78,81,82
Recio,73.0,64,77,78
Valentin Eysseric,29.0,24,31,32
Ahmed Musa,25.333333333333332,24,28,24
Jordan Veretout,67.33333333333333,63,71,68
David López,77.66666666666667,74,81,78
Ciprian Tătăruşanu,17.666666666666668,12,15,26
Ladislav Krejčí,45.0,43,47,45
Aïssa Mandi,78.66666666666667,84,72,80
Ismaily,75.66666666666667,73,78,76
Nicolas De Préville,34.333333333333336,39,22,42
Marafona,15.333333333333334,13,12,21
Marko Dević,35.666666666666664,22,26,59
Mark Uth,30.666666666666668,25,28,39
Nicolás Blandi,32.666666666666664,27,30,41
Campaña,75.0,74,76,75
Marco van Ginkel,67.33333333333333,68,69,65
Wilson Eduardo,26.666666666666668,23,33,24
Ramiro Funes Mori,75.66666666666667,76,78,73
Dennis Praet,59.0,61,58,58
Sergi Gómez,78.33333333333333,75,80,80
Brice Dja Djédjé,76.0,79,77,72
Sergio Álvarez,77.33333333333333,70,82,80
Juan Manuel Iturbe,25.666666666666668,26,30,21
Luis Muriel,20.666666666666668,22,24,16
Vincent Aboubakar,25.0,19,23,33
Nampalys Mendy,75.66666666666667,75,76,76
Luis Alberto,23.666666666666668,18,25,28
Florentin Pogba,76.0,73,78,77
Stefan Bell,79.66666666666667,74,82,83
Rodrigo,29.333333333333332,29,28,31
Benjamin Stambouli,76.33333333333333,75,79,75
Jordi Amat,76.0,80,77,71
Jens Toornstra,49.666666666666664,53,56,40
Papy Djilobodji,77.66666666666667,83,78,72
Ioannis Fetfatzidis,24.333333333333332,20,30,23
Danny Ings,30.0,27,24,39
Javi López,78.33333333333333,85,75,75
Andros Townsend,25.666666666666668,27,29,21
Montoya,78.0,80,77,77
Shinji Okazaki,42.333333333333336,34,48,45
Alper Potuk,49.333333333333336,54,48,46
André Pinto,79.66666666666667,82,80,77
Nemanja Pejčinović,76.0,76,75,77
Germán Pezzella,78.0,78,77,79
Mattia Destro,20.666666666666668,20,22,20
Guram Kashia,77.0,73,74,84
Ezequiel Schelotto,76.0,77,76,75
Marko Baša,75.66666666666667,75,79,73
Costel Pantilimon,21.0,17,19,27
Marvin Plattenhardt,75.0,77,78,70
Bóveda,77.33333333333333,80,76,76
Andrea Bertolacci,68.66666666666667,68,68,70
Diego Reyes,78.66666666666667,81,76,79
Sébastien Corchia,76.33333333333333,78,77,74
Tomás Rincón,78.0,75,80,79
Tolgay Arslan,65.66666666666667,61,68,68
Jan Kirchhoff,78.0,74,79,81
Sebastián Blanco,29.0,32,22,33
Rubén Pérez,75.66666666666667,64,80,83
Luuk de Jong,34.0,37,40,25
Éder,43.333333333333336,38,45,47
Tom Cleverley,57.666666666666664,49,59,65
Victor Sánchez,79.66666666666667,78,81,80
Benjamin Hübner,79.0,78,81,78
Souza,77.33333333333333,74,81,77
Bastian Oczipka,77.66666666666667,79,79,75
Marcel Risse,69.66666666666667,66,71,72
Jonjo Shelvey,60.666666666666664,59,65,58
Mauro Díaz,36.333333333333336,32,45,32
Gustavo Bou,27.333333333333332,21,22,39
Mirko Valdifiori,71.66666666666667,66,74,75
Admir Mehmedi,39.333333333333336,36,40,42
Thomas Heurtaux,79.66666666666667,80,80,79
Lautaro Acosta,32.0,24,30,42
Daryl Janmaat,75.0,75,77,73
Lewis Holtby,65.66666666666667,61,65,71
Juanfran,75.0,74,73,78
Maicon,27.666666666666668,21,29,33
Wanderson,16.0,19,15,14
Mauricio Isla,76.0,78,74,76
Dayro Moreno,30.666666666666668,24,27,41
Alberto Paloschi,17.666666666666668,16,16,21
Christian Träsch,76.66666666666667,76,77,77
Cheikhou Kouyaté,79.0,75,81,81
Geoff Cameron,78.66666666666667,77,81,78
Ivan Radovanovic,73.66666666666667,66,76,79
Sven Ulreich,15.333333333333334,14,18,14
Leroy Fer,69.66666666666667,69,70,70
Kieran Trippier,74.66666666666667,76,74,74
Luca Rossettini,78.66666666666667,78,80,78
Benjamin Moukandjo,23.666666666666668,19,20,32
Kyriakos Papadopoulos,73.66666666666667,77,80,64
Facundo Roncaglia,80.33333333333333,80,81,80
Nicolai Müller,46.0,37,53,48
Nabil El Zhar,37.0,36,38,37
Yuri,75.66666666666667,83,77,67
Aurélien Chedjou,74.66666666666667,72,75,77
Henri Saivet,64.0,62,66,64
Valentin Stocker,42.333333333333336,35,42,50
Max Gradel,42.0,35,40,51
Roberto Rosales,76.33333333333333,80,76,73
Carlos Sánchez,75.66666666666667,70,79,78
Jose Holebas,75.0,80,77,68
Beto,13.666666666666666,10,19,12
Antonio Rukavina,77.66666666666667,77,76,80
Mapou Yanga-M'Biwa,76.0,76,76,76
Makoto Hasebe,77.33333333333333,77,78,77
Marcelo,75.0,71,80,74
Charles Kaboré,75.33333333333333,73,76,77
Mosquera,74.0,65,77,80
Stefano Okaka,22.0,20,25,21
Kamil Grosicki,32.333333333333336,20,29,48
Sebastian Prödl,75.66666666666667,73,80,74
Jonathan De Guzmán,49.333333333333336,48,51,49
Alessandro Matri,25.666666666666668,24,28,25
Vadis Odjidja-Ofoe,70.33333333333333,69,72,70
Felipe Caicedo,44.666666666666664,47,44,43
Fran Rico,72.66666666666667,65,77,76
Mariano Andújar,19.0,19,18,20
Nathan Dyer,42.666666666666664,48,45,35
Óscar Trejo,60.666666666666664,55,65,62
Marco Andreolli,79.33333333333333,78,82,78
Javi Varas,13.0,12,11,16
Perparim Hetemaj,72.33333333333333,76,72,69
Eljero Elia,31.333333333333332,30,32,32
Jonatan Maidana,74.0,70,78,74
Caner Erkin,72.66666666666667,73,73,72
Fábio Coentrão,79.66666666666667,82,77,80
Jay Rodriguez,31.0,21,28,44
Lee Cattermole,79.66666666666667,80,82,77
Darron Gibson,74.0,76,76,70
Shane Long,31.0,24,27,42
Rémy Riou,17.666666666666668,12,13,28
Ron Vlaar,77.66666666666667,75,80,78
Ari,26.666666666666668,23,28,29
Bebé,24.0,20,23,29
Ismael Sosa,45.333333333333336,39,47,50
Fernando Gago,77.0,75,78,78
Itumeleng Khune,18.333333333333332,15,16,24
Eugen Polański,78.33333333333333,77,78,80
Cyril Théréau,23.0,20,24,25
Charles,26.666666666666668,27,35,18
Sergio,13.333333333333334,13,12,15
Curtis Davies,78.33333333333333,77,79,79
Younès Kaboul,76.33333333333333,76,79,74
Andrea Raggi,76.0,75,78,75
Glenn Whelan,75.66666666666667,71,76,80
Guillaume Gillet,77.0,77,76,78
Johan Djourou,75.0,72,77,76
Mauro Boselli,30.333333333333332,33,35,23
Valon Behrami,77.0,78,78,75
Agirretxe,40.0,33,44,43
Jérémy Ménez,24.666666666666668,20,20,34
Gökhan İnler,77.0,77,78,76
Alexandre Song,75.0,73,77,75
Alfredo Talavera,17.0,14,13,24
Justo Villar,16.333333333333332,14,13,22
Robert Snodgrass,47.666666666666664,41,56,46
Yuriy Zhirkov,77.0,80,76,75
Mauro Zárate,34.0,30,34,38
Steven Davis,68.33333333333333,67,71,67
Francesco Magnanelli,76.66666666666667,74,77,79
Paul Verhaegh,79.0,80,76,81
Zydrunas Karcemarskas,16.0,15,14,19
Alexey Berezutskiy,76.66666666666667,76,79,75
Iván Ramis,79.0,76,80,81
David García,75.33333333333333,75,77,74
Volkan Demirel,16.666666666666668,17,14,19
Matías Delgado,29.666666666666668,15,13,61
Agustín Orión,17.666666666666668,16,14,23
Leon Britton,72.33333333333333,69,75,73
Christian Fuchs,76.33333333333333,76,77,76
Nicolás Burdisso,78.0,78,79,77
Esteban Cambiasso,76.66666666666667,73,77,80
Glen Johnson,75.33333333333333,80,77,69
Stefan Kießling,45.0,41,50,44
Wes Morgan,77.33333333333333,76,78,78
Jimmy Briand,43.0,41,46,42
Michael Dawson,77.66666666666667,78,80,75
Iraizoz,15.333333333333334,12,11,23
Jaime Valdés,47.666666666666664,34,56,53
Jelle Van Damme,73.0,71,73,75
Emmanuel Adebayor,25.0,19,25,31
Tranquillo Barnetta,58.0,55,58,61
Silvio Proto,18.666666666666668,17,11,28
Daniele Bonera,80.0,78,81,81
Rémy Vercoutre,16.333333333333332,11,11,27
Morgan De Sanctis,12.333333333333334,13,10,14
Eliseu,77.33333333333333,80,77,75
Roman Weidenfeller,16.0,18,17,13
Emre Belözoğlu,66.33333333333333,65,66,68
Marko Rog,43.333333333333336,48,54,28
Issa Diop,76.33333333333333,79,77,73
Amadou Diawara,73.0,72,74,73
Ronaldo Cabrais,36.0,33,35,40
David Seijalbo,71.66666666666667,68,77,70
Vieirundinho,75.0,72,77,76
