Name,Shooting,Heading,Weak_foot,Shot_Power,Finishing,Long_Shots,Freekick_Accuracy,Penalties
Cédric Bakambu,62.0,71.0,4.0,84.0,81.0,68.0,54.0,72.0
Bartra,46.285714285714285,78.0,3.0,61.0,43.0,42.0,45.0,52.0
André Schürrle,66.42857142857143,63.0,4.0,85.0,80.0,82.0,68.0,83.0
Roberto Pereyra,58.142857142857146,60.0,4.0,66.0,61.0,72.0,72.0,72.0
Mario Gaspar,55.57142857142857,64.0,3.0,81.0,68.0,69.0,54.0,50.0
Fabián Orellana,63.714285714285715,69.0,4.0,64.0,75.0,80.0,79.0,75.0
Lukáš Hrádecký,12.571428571428571,11.0,3.0,14.0,11.0,14.0,15.0,20.0
Daley Blind,52.0,71.0,4.0,68.0,46.0,64.0,55.0,56.0
De Marcos,51.142857142857146,59.0,3.0,73.0,59.0,56.0,53.0,55.0
Wilfried Bony,67.28571428571429,84.0,4.0,85.0,83.0,80.0,58.0,77.0
Iturraspe,57.285714285714285,78.0,3.0,67.0,60.0,69.0,66.0,58.0
Parejo,67.0,63.0,4.0,78.0,75.0,80.0,86.0,83.0
Salomón Rondón,63.285714285714285,88.0,4.0,86.0,81.0,70.0,52.0,62.0
Daniel Carriço,51.857142857142854,80.0,3.0,66.0,48.0,50.0,54.0,62.0
Bas Dost,64.14285714285714,92.0,3.0,85.0,86.0,74.0,32.0,77.0
James McCarthy,54.285714285714285,63.0,4.0,67.0,57.0,65.0,64.0,60.0
Camacho,54.42857142857143,83.0,3.0,76.0,58.0,54.0,59.0,48.0
Paulinho,62.142857142857146,80.0,3.0,79.0,72.0,73.0,57.0,71.0
Alan Dzagoev,62.57142857142857,67.0,3.0,79.0,73.0,75.0,76.0,65.0
Igor Smolnikov,49.142857142857146,69.0,3.0,67.0,61.0,57.0,46.0,41.0
Lars Stindl,65.14285714285714,67.0,4.0,84.0,81.0,82.0,69.0,69.0
Mario Balotelli,69.0,66.0,4.0,86.0,83.0,74.0,78.0,92.0
Wojciech Szczęsny,13.142857142857142,16.0,3.0,15.0,12.0,14.0,14.0,18.0
Nikola Kalinić,62.714285714285715,80.0,4.0,78.0,85.0,68.0,54.0,70.0
Mikel San José,56.857142857142854,82.0,3.0,71.0,69.0,78.0,44.0,51.0
Christian Benteke,67.71428571428571,86.0,4.0,85.0,79.0,76.0,67.0,77.0
Marco Parolo,60.285714285714285,75.0,4.0,87.0,70.0,86.0,55.0,45.0
Ljubomir Fejsa,54.142857142857146,73.0,3.0,74.0,51.0,65.0,57.0,56.0
Martín Cáceres,48.0,76.0,3.0,70.0,37.0,59.0,41.0,50.0
Georginio Wijnaldum,63.57142857142857,74.0,3.0,77.0,76.0,71.0,70.0,74.0
Federico Fazio,41.42857142857143,88.0,2.0,63.0,41.0,26.0,37.0,33.0
Simon Kjær,54.0,82.0,3.0,78.0,55.0,41.0,73.0,46.0
Loïc Rémy,63.857142857142854,80.0,3.0,78.0,80.0,77.0,51.0,78.0
Miguel Layún,63.285714285714285,66.0,5.0,80.0,67.0,76.0,74.0,75.0
Adán,15.714285714285714,23.0,2.0,25.0,11.0,12.0,12.0,25.0
Benoît Trémoulinas,57.57142857142857,67.0,3.0,74.0,58.0,65.0,59.0,77.0
Sven Bender,48.42857142857143,75.0,4.0,73.0,43.0,62.0,40.0,42.0
Mathieu Valbuena,60.0,50.0,3.0,75.0,73.0,74.0,80.0,65.0
Bojan,57.42857142857143,42.0,4.0,77.0,70.0,72.0,66.0,71.0
Augusto Fernández,57.285714285714285,59.0,3.0,74.0,69.0,73.0,61.0,62.0
Antonio Candreva,66.28571428571429,55.0,4.0,87.0,74.0,87.0,71.0,86.0
Davide Astori,35.714285714285715,77.0,3.0,65.0,25.0,36.0,17.0,27.0
Raúl García,67.42857142857143,88.0,3.0,84.0,73.0,80.0,68.0,76.0
Giovani dos Santos,64.71428571428571,61.0,4.0,80.0,79.0,79.0,80.0,70.0
Erik Lamela,66.28571428571429,71.0,2.0,80.0,75.0,82.0,79.0,75.0
Ryan Shawcross,40.57142857142857,84.0,3.0,44.0,53.0,28.0,24.0,48.0
Danny Rose,53.57142857142857,60.0,3.0,72.0,57.0,69.0,57.0,57.0
Renato Augusto,61.57142857142857,57.0,4.0,81.0,65.0,81.0,75.0,68.0
Martin Škrtel,40.0,83.0,2.0,46.0,35.0,35.0,27.0,52.0
Theo Walcott,62.285714285714285,58.0,3.0,76.0,82.0,69.0,74.0,74.0
Bacary Sagna,51.42857142857143,79.0,4.0,69.0,40.0,62.0,47.0,59.0
Dante,53.285714285714285,83.0,4.0,67.0,48.0,54.0,60.0,57.0
Salomon Kalou,63.857142857142854,76.0,3.0,76.0,83.0,67.0,56.0,86.0
André-Pierre Gignac,68.14285714285714,80.0,3.0,84.0,82.0,80.0,70.0,78.0
Lukas Podolski,68.57142857142857,65.0,2.0,92.0,82.0,81.0,75.0,83.0
Negredo,68.28571428571429,83.0,3.0,85.0,81.0,77.0,69.0,80.0
Pablo Zabaleta,54.42857142857143,76.0,3.0,66.0,49.0,57.0,66.0,64.0
Darijo Srna,65.57142857142857,60.0,3.0,83.0,69.0,77.0,83.0,84.0
Cédric Carrasso,12.857142857142858,11.0,3.0,24.0,13.0,14.0,12.0,13.0
Rubén Castro,65.71428571428571,73.0,3.0,77.0,84.0,78.0,69.0,76.0
Jérémy Mathieu,60.0,83.0,2.0,79.0,51.0,74.0,71.0,60.0
Carlos Idriss Kameni,13.857142857142858,13.0,3.0,22.0,11.0,12.0,12.0,24.0
Moyá,12.142857142857142,12.0,2.0,21.0,11.0,16.0,12.0,11.0
Rune Almenning Jarstein,14.142857142857142,16.0,4.0,21.0,13.0,18.0,14.0,13.0
Jermain Defoe,66.71428571428571,68.0,4.0,88.0,87.0,81.0,68.0,71.0
Thiago Motta,61.285714285714285,79.0,4.0,82.0,54.0,73.0,67.0,70.0
Fernando Torres,64.28571428571429,76.0,4.0,83.0,77.0,73.0,63.0,74.0
Júlio César,12.571428571428571,18.0,3.0,14.0,12.0,17.0,11.0,13.0
Didier Drogba,71.85714285714286,85.0,4.0,85.0,82.0,79.0,84.0,84.0
Danny,58.42857142857143,47.0,4.0,71.0,75.0,73.0,72.0,67.0
John Terry,45.285714285714285,90.0,4.0,61.0,46.0,33.0,31.0,52.0
Samuel Eto'o,68.14285714285714,73.0,3.0,85.0,84.0,75.0,72.0,85.0
Tiago,59.57142857142857,75.0,3.0,77.0,62.0,75.0,68.0,57.0
Gelson Martins,56.285714285714285,51.0,3.0,73.0,67.0,74.0,60.0,66.0
Leroy Sané,61.42857142857143,72.0,3.0,78.0,75.0,77.0,62.0,63.0
Julian Weigl,45.285714285714285,63.0,3.0,57.0,47.0,51.0,46.0,50.0
Nabil Fekir,60.857142857142854,49.0,3.0,84.0,77.0,68.0,75.0,70.0
Jean Michaël Seri,62.142857142857146,60.0,4.0,78.0,69.0,76.0,81.0,67.0
Williams,59.57142857142857,67.0,3.0,85.0,74.0,71.0,53.0,64.0
Marco Sportiello,16.571428571428573,18.0,2.0,19.0,18.0,17.0,21.0,21.0
Keita Baldé Diao,56.0,58.0,4.0,75.0,73.0,72.0,52.0,58.0
Nikola Maksimović,32.0,82.0,3.0,39.0,22.0,29.0,23.0,26.0
Thomas Lemar,62.0,54.0,2.0,79.0,75.0,75.0,81.0,68.0
Kingsley Coman,59.857142857142854,52.0,3.0,76.0,75.0,73.0,70.0,70.0
Alisson,15.714285714285714,19.0,2.0,21.0,13.0,14.0,18.0,23.0
Joshua Kimmich,55.285714285714285,70.0,4.0,75.0,66.0,67.0,61.0,44.0
Julian Brandt,53.714285714285715,42.0,4.0,77.0,74.0,73.0,52.0,54.0
Sofiane Boufal,56.714285714285715,35.0,4.0,73.0,75.0,69.0,72.0,69.0
Bruma,59.0,52.0,4.0,81.0,69.0,67.0,69.0,71.0
Daniele Rugani,37.714285714285715,77.0,3.0,58.0,33.0,39.0,25.0,29.0
Raphaël Guerreiro,58.42857142857143,61.0,3.0,78.0,71.0,75.0,77.0,44.0
Fabinho,57.714285714285715,75.0,2.0,75.0,66.0,53.0,45.0,88.0
Jamie Vardy,61.0,64.0,3.0,85.0,83.0,68.0,48.0,76.0
Hakim Ziyech,63.57142857142857,53.0,2.0,82.0,74.0,77.0,83.0,74.0
Emil Forsberg,57.142857142857146,45.0,4.0,72.0,71.0,73.0,71.0,64.0
Saúl,57.714285714285715,83.0,4.0,74.0,67.0,62.0,60.0,54.0
Felipe,41.142857142857146,82.0,3.0,46.0,39.0,41.0,30.0,47.0
Taras Stepanenko,52.42857142857143,69.0,3.0,75.0,53.0,70.0,45.0,52.0
Luke Shaw,47.714285714285715,67.0,2.0,62.0,44.0,48.0,58.0,53.0
Leo Baptistao,61.42857142857143,79.0,3.0,73.0,80.0,71.0,59.0,65.0
Antonio Rüdiger,44.714285714285715,77.0,3.0,70.0,27.0,40.0,56.0,40.0
Matija Nastasić,36.285714285714285,79.0,3.0,44.0,27.0,22.0,32.0,47.0
Denis Suárez,58.142857142857146,44.0,3.0,76.0,75.0,74.0,72.0,63.0
Kurt Zouma,50.42857142857143,77.0,3.0,56.0,47.0,49.0,60.0,61.0
John Brooks,39.0,85.0,3.0,50.0,33.0,29.0,28.0,45.0
Héctor Bellerín,46.0,60.0,3.0,52.0,52.0,43.0,50.0,62.0
Thorgan Hazard,60.285714285714285,38.0,3.0,78.0,79.0,78.0,73.0,73.0
Davy Klaassen,61.42857142857143,75.0,3.0,79.0,80.0,74.0,44.0,75.0
Valère Germain,67.57142857142857,79.0,4.0,79.0,82.0,77.0,75.0,77.0
Paul-Georges Ntep,59.857142857142854,43.0,4.0,79.0,74.0,76.0,73.0,70.0
Layvin Kurzawa,57.285714285714285,76.0,3.0,69.0,71.0,67.0,53.0,62.0
Rafinha,60.285714285714285,55.0,4.0,79.0,74.0,82.0,61.0,67.0
Jeison Murillo,38.857142857142854,80.0,2.0,68.0,37.0,13.0,26.0,46.0
Riccardo Saponara,57.57142857142857,57.0,4.0,73.0,64.0,68.0,70.0,67.0
Djibril Sidibé,56.142857142857146,66.0,4.0,69.0,70.0,68.0,73.0,43.0
Nacho Fernández,39.857142857142854,79.0,4.0,54.0,32.0,28.0,37.0,45.0
Josip Iličić,67.57142857142857,58.0,3.0,86.0,78.0,86.0,84.0,78.0
Kevin Volland,66.42857142857143,69.0,3.0,85.0,80.0,80.0,76.0,72.0
Allan,51.142857142857146,59.0,3.0,70.0,62.0,62.0,49.0,53.0
Pablo Hernández,57.857142857142854,53.0,3.0,75.0,69.0,74.0,69.0,62.0
Sergi Roberto,53.857142857142854,61.0,3.0,65.0,64.0,66.0,61.0,57.0
Wilfried Zaha,53.142857142857146,43.0,3.0,75.0,74.0,60.0,51.0,66.0
Manolo Gabbiadini,69.57142857142857,73.0,3.0,87.0,81.0,89.0,82.0,72.0
Josuha Guilavogui,53.857142857142854,78.0,3.0,78.0,49.0,66.0,53.0,50.0
Patrick Herrmann,56.714285714285715,55.0,3.0,78.0,76.0,74.0,50.0,61.0
Sebastián Coates,36.714285714285715,80.0,3.0,63.0,23.0,27.0,19.0,42.0
Oğuzhan Özyakup,62.857142857142854,50.0,4.0,80.0,72.0,79.0,77.0,78.0
Yaroslav Rakitskyi,60.857142857142854,68.0,3.0,87.0,57.0,84.0,77.0,50.0
Phil Jones,49.285714285714285,75.0,3.0,68.0,50.0,59.0,35.0,55.0
Adrián,22.0,15.0,2.0,40.0,16.0,20.0,17.0,44.0
Neto,16.142857142857142,14.0,2.0,28.0,15.0,19.0,13.0,22.0
Hugo Mallo,38.285714285714285,63.0,3.0,74.0,28.0,39.0,38.0,23.0
Daniel Didavi,65.0,58.0,3.0,87.0,81.0,87.0,74.0,65.0
Younès Belhanda,65.85714285714286,67.0,4.0,78.0,73.0,81.0,78.0,80.0
Oliver Baumann,13.857142857142858,16.0,3.0,21.0,11.0,13.0,11.0,22.0
Mário Fernandes,51.142857142857146,73.0,3.0,72.0,56.0,62.0,39.0,53.0
Roberto Soriano,59.714285714285715,65.0,4.0,81.0,73.0,77.0,56.0,62.0
Jesús Corona,59.0,68.0,5.0,66.0,78.0,61.0,67.0,68.0
Maxime Gonalons,57.285714285714285,78.0,4.0,77.0,55.0,59.0,57.0,71.0
Alphonse Areola,16.571428571428573,14.0,3.0,25.0,19.0,14.0,16.0,25.0
Yunus Mallı,57.57142857142857,40.0,4.0,64.0,77.0,68.0,69.0,81.0
Eduardo Salvio,59.42857142857143,67.0,4.0,75.0,73.0,73.0,64.0,60.0
Stephan El Shaarawy,58.714285714285715,51.0,2.0,74.0,75.0,74.0,63.0,72.0
Iago Falqué,60.0,53.0,3.0,62.0,75.0,75.0,75.0,77.0
Marwin Hitz,19.571428571428573,18.0,3.0,38.0,27.0,12.0,17.0,22.0
Thimothée Kolodziejczak,38.42857142857143,72.0,2.0,47.0,22.0,43.0,34.0,49.0
Francis Coquelin,46.42857142857143,60.0,3.0,71.0,41.0,57.0,41.0,52.0
Marcel Schmelzer,52.142857142857146,74.0,2.0,74.0,37.0,60.0,72.0,46.0
Ryad Boudebouz,64.14285714285714,45.0,4.0,79.0,78.0,76.0,80.0,87.0
Ganso,64.0,65.0,3.0,77.0,72.0,79.0,76.0,76.0
Fedor Smolov,64.0,70.0,4.0,80.0,82.0,74.0,64.0,74.0
Christian Noboa,65.71428571428571,75.0,3.0,75.0,67.0,78.0,82.0,80.0
Kwadwo Asamoah,59.714285714285715,56.0,3.0,84.0,65.0,78.0,68.0,64.0
Ron-Robert Zieler,13.428571428571429,13.0,2.0,21.0,10.0,14.0,10.0,24.0
Danny Welbeck,62.0,75.0,3.0,77.0,77.0,70.0,62.0,70.0
Danny Drinkwater,56.714285714285715,61.0,4.0,76.0,61.0,73.0,69.0,53.0
Aleksandar Kolarov,66.14285714285714,79.0,3.0,91.0,55.0,80.0,81.0,74.0
Matteo Darmian,47.857142857142854,70.0,5.0,69.0,55.0,56.0,35.0,45.0
Ibrahima Traoré,55.57142857142857,44.0,2.0,80.0,66.0,77.0,64.0,56.0
Diego Perotti,60.285714285714285,57.0,5.0,73.0,66.0,75.0,64.0,82.0
Angelo Ogbonna,42.57142857142857,78.0,3.0,71.0,25.0,46.0,36.0,39.0
Max Kruse,64.14285714285714,54.0,4.0,79.0,79.0,78.0,69.0,86.0
Konstantinos Mitroglou,66.28571428571429,85.0,5.0,82.0,82.0,78.0,71.0,61.0
Nordin Amrabat,63.42857142857143,68.0,2.0,81.0,76.0,72.0,68.0,77.0
Stevan Jovetić,66.85714285714286,68.0,4.0,82.0,80.0,82.0,72.0,80.0
Jeremain Lens,61.714285714285715,63.0,4.0,80.0,75.0,75.0,68.0,67.0
Branislav Ivanović,55.42857142857143,87.0,3.0,73.0,57.0,62.0,48.0,58.0
Eder,65.57142857142857,60.0,4.0,80.0,81.0,78.0,78.0,78.0
Kiko Casilla,16.285714285714285,13.0,2.0,24.0,14.0,13.0,25.0,23.0
Nacho Monreal,51.57142857142857,67.0,3.0,71.0,39.0,61.0,59.0,61.0
Serdar Tasci,43.42857142857143,82.0,4.0,64.0,33.0,34.0,45.0,42.0
Marcelo Díaz,61.42857142857143,63.0,3.0,84.0,52.0,80.0,82.0,66.0
André Ayew,62.285714285714285,80.0,3.0,75.0,75.0,75.0,57.0,71.0
Winston Reid,50.0,83.0,3.0,72.0,46.0,53.0,38.0,55.0
Lucas Leiva,43.57142857142857,65.0,3.0,71.0,23.0,35.0,47.0,61.0
Kevin-Prince Boateng,64.28571428571429,74.0,4.0,84.0,73.0,77.0,71.0,67.0
Héctor Moreno,44.57142857142857,84.0,2.0,63.0,33.0,39.0,28.0,63.0
Cristian Ansaldi,50.714285714285715,70.0,5.0,60.0,57.0,66.0,45.0,52.0
Daniel Wass,63.142857142857146,67.0,3.0,86.0,69.0,70.0,83.0,64.0
Coke,55.57142857142857,83.0,4.0,70.0,62.0,60.0,36.0,74.0
Andrés Guardado,56.42857142857143,55.0,2.0,74.0,58.0,65.0,71.0,70.0
Jonathan dos Santos,57.714285714285715,57.0,4.0,72.0,62.0,74.0,76.0,59.0
Ryan Bertrand,48.714285714285715,69.0,3.0,59.0,38.0,54.0,66.0,52.0
Jardel,45.857142857142854,84.0,3.0,67.0,38.0,37.0,35.0,57.0
Salvatore Sirigu,12.428571428571429,11.0,2.0,20.0,10.0,14.0,11.0,19.0
Yohan Cabaye,64.57142857142857,69.0,4.0,78.0,70.0,76.0,77.0,78.0
Vitaliy Denisov,47.142857142857146,66.0,3.0,75.0,40.0,53.0,62.0,31.0
Dušan Basta,58.57142857142857,72.0,3.0,80.0,58.0,76.0,66.0,55.0
Gustavo Cabral,40.0,81.0,3.0,50.0,22.0,29.0,48.0,47.0
Gabriel Paletta,38.42857142857143,76.0,3.0,60.0,16.0,44.0,35.0,35.0
Łukasz Fabiański,13.428571428571429,11.0,2.0,14.0,13.0,20.0,12.0,22.0
Ben Foster,19.142857142857142,14.0,3.0,27.0,18.0,14.0,17.0,41.0
Vedad Ibišević,64.28571428571429,82.0,4.0,80.0,85.0,66.0,56.0,77.0
Andreas Granqvist,55.42857142857143,81.0,4.0,74.0,51.0,59.0,40.0,79.0
Héctor Herrera,58.57142857142857,60.0,4.0,81.0,66.0,77.0,63.0,59.0
Igor Akinfeev,13.428571428571429,18.0,3.0,24.0,13.0,13.0,13.0,10.0
Fernando Belluschi,64.14285714285714,58.0,4.0,83.0,69.0,80.0,80.0,75.0
Andriy Pyatov,12.0,10.0,3.0,19.0,9.0,12.0,16.0,15.0
Antonio Mirante,14.857142857142858,13.0,2.0,23.0,17.0,15.0,13.0,21.0
Federico Marchetti,14.142857142857142,12.0,3.0,20.0,17.0,13.0,12.0,22.0
James Milner,66.42857142857143,69.0,4.0,85.0,68.0,79.0,77.0,83.0
Michel Vorm,18.714285714285715,17.0,3.0,23.0,14.0,19.0,14.0,41.0
Daniel Baier,53.42857142857143,52.0,3.0,68.0,52.0,67.0,70.0,62.0
Atiba Hutchinson,59.42857142857143,75.0,4.0,73.0,63.0,61.0,64.0,76.0
Mehmet Topal,59.714285714285715,76.0,5.0,84.0,58.0,73.0,54.0,68.0
Bastian Schweinsteiger,66.85714285714286,78.0,3.0,82.0,70.0,80.0,78.0,77.0
René Adler,14.0,10.0,3.0,23.0,14.0,14.0,13.0,21.0
Jérémy Toulalan,51.142857142857146,70.0,3.0,76.0,27.0,70.0,56.0,56.0
Phil Jagielka,47.714285714285715,79.0,3.0,69.0,30.0,54.0,31.0,68.0
Stefano Sorrentino,12.571428571428571,10.0,3.0,21.0,10.0,13.0,11.0,20.0
Robin van Persie,69.14285714285714,75.0,3.0,83.0,78.0,80.0,81.0,84.0
Gareth Barry,61.57142857142857,74.0,3.0,77.0,56.0,71.0,78.0,72.0
Francesco Totti,68.28571428571429,42.0,5.0,88.0,81.0,86.0,90.0,86.0
Gianluigi Donnarumma,15.285714285714286,12.0,3.0,24.0,12.0,18.0,14.0,24.0
Nélson Semedo,42.714285714285715,58.0,3.0,68.0,50.0,52.0,30.0,38.0
Florin Andone,62.857142857142854,76.0,3.0,79.0,79.0,74.0,55.0,74.0
Sergej Milinković-Savić,58.857142857142854,86.0,4.0,78.0,68.0,72.0,66.0,38.0
Omar Al Soma,67.0,77.0,4.0,84.0,80.0,76.0,74.0,74.0
Petros,52.857142857142854,57.0,3.0,80.0,61.0,65.0,46.0,58.0
Victor Nilsson Lindelöf,44.857142857142854,79.0,3.0,61.0,33.0,47.0,36.0,55.0
Naby Keïta,51.57142857142857,42.0,3.0,76.0,69.0,66.0,47.0,58.0
Tiémoué Bakayoko,45.57142857142857,72.0,3.0,72.0,39.0,51.0,37.0,45.0
Mahmoud Dahoud,50.857142857142854,42.0,4.0,72.0,60.0,75.0,48.0,55.0
Rúben Semedo,45.0,75.0,3.0,72.0,43.0,58.0,26.0,38.0
Rafa,53.857142857142854,56.0,4.0,71.0,65.0,66.0,56.0,59.0
Dani García,48.714285714285715,46.0,3.0,74.0,49.0,54.0,57.0,58.0
Lisandro López,46.857142857142854,82.0,3.0,69.0,50.0,44.0,32.0,48.0
Ángel Correa,60.857142857142854,61.0,4.0,78.0,81.0,82.0,65.0,55.0
Andreas Christensen,32.57142857142857,78.0,3.0,31.0,36.0,20.0,22.0,38.0
Nabil Bentaleb,57.42857142857143,48.0,3.0,84.0,62.0,80.0,56.0,69.0
Stanislav Kritsyuk,15.428571428571429,17.0,2.0,22.0,19.0,14.0,20.0,14.0
Divock Origi,58.0,73.0,3.0,77.0,79.0,69.0,40.0,65.0
Max Meyer,50.0,37.0,4.0,54.0,68.0,61.0,66.0,60.0
Gayà,48.142857142857146,60.0,3.0,58.0,56.0,59.0,49.0,52.0
Marco Benassi,59.285714285714285,72.0,3.0,82.0,63.0,79.0,65.0,51.0
Pedro Santos,60.142857142857146,60.0,3.0,75.0,72.0,72.0,74.0,65.0
Elseid Hysaj,42.57142857142857,66.0,4.0,68.0,47.0,43.0,30.0,40.0
João Cancelo,55.285714285714285,64.0,3.0,80.0,59.0,66.0,69.0,46.0
Alessio Romagnoli,37.57142857142857,76.0,3.0,60.0,20.0,46.0,24.0,34.0
Piotr Zieliński,55.285714285714285,52.0,4.0,76.0,64.0,75.0,65.0,51.0
Bruno Peres,56.285714285714285,60.0,3.0,85.0,53.0,75.0,59.0,59.0
Ricardo Pereira,50.0,65.0,4.0,69.0,54.0,62.0,42.0,54.0
Óliver Torres,53.857142857142854,53.0,4.0,51.0,71.0,69.0,64.0,65.0
Filip Kostić,56.857142857142854,48.0,2.0,77.0,69.0,69.0,66.0,67.0
Emre Can,58.142857142857146,70.0,4.0,78.0,60.0,70.0,65.0,60.0
Matthias Ginter,55.57142857142857,83.0,3.0,78.0,51.0,56.0,51.0,67.0
Luciano Vietto,62.57142857142857,69.0,3.0,70.0,82.0,75.0,70.0,69.0
Arrizabalaga,16.285714285714285,17.0,4.0,25.0,11.0,14.0,19.0,24.0
Maximilian Arnold,60.857142857142854,54.0,3.0,86.0,77.0,88.0,59.0,59.0
Alassane Pléa,64.71428571428571,72.0,3.0,83.0,80.0,78.0,74.0,63.0
Denis Cheryshev,58.142857142857146,54.0,3.0,80.0,74.0,71.0,61.0,64.0
Edin Višća,59.42857142857143,45.0,4.0,79.0,80.0,77.0,56.0,75.0
Bernard,56.857142857142854,59.0,4.0,73.0,71.0,65.0,69.0,57.0
Daniele Baselli,61.857142857142854,64.0,3.0,76.0,65.0,81.0,73.0,71.0
Arkadiusz Milik,67.85714285714286,74.0,3.0,83.0,84.0,78.0,74.0,79.0
Bernat,48.857142857142854,53.0,3.0,63.0,57.0,62.0,51.0,53.0
Šime Vrsaljko,51.142857142857146,69.0,3.0,75.0,44.0,58.0,57.0,52.0
Eric Botteghin,42.714285714285715,78.0,2.0,59.0,25.0,40.0,43.0,52.0
John Stones,37.0,77.0,3.0,46.0,29.0,38.0,29.0,37.0
Jannik Vestergaard,47.714285714285715,86.0,3.0,81.0,34.0,47.0,40.0,43.0
Simone Zaza,65.28571428571429,80.0,3.0,82.0,80.0,76.0,56.0,80.0
Sergi Darder,51.0,50.0,4.0,70.0,56.0,67.0,55.0,55.0
Fernando,55.142857142857146,62.0,3.0,73.0,63.0,70.0,54.0,61.0
Memphis Depay,64.85714285714286,55.0,2.0,88.0,72.0,81.0,90.0,66.0
Jesé,57.714285714285715,42.0,4.0,76.0,76.0,72.0,66.0,68.0
Thomas Meunier,60.285714285714285,71.0,4.0,79.0,71.0,76.0,56.0,65.0
Eric Dier,61.714285714285715,83.0,3.0,83.0,44.0,72.0,77.0,70.0
Federico Fernández,35.42857142857143,80.0,2.0,27.0,26.0,29.0,42.0,42.0
Nicola Sansone,64.0,65.0,3.0,83.0,80.0,82.0,69.0,66.0
Gastón Ramírez,63.0,57.0,3.0,77.0,76.0,78.0,77.0,73.0
Faouzi Ghoulam,60.142857142857146,70.0,4.0,80.0,54.0,69.0,68.0,76.0
Gabriel,49.285714285714285,77.0,2.0,61.0,51.0,57.0,46.0,51.0
Vladimír Darida,58.57142857142857,41.0,3.0,76.0,72.0,77.0,67.0,74.0
Cédric,58.285714285714285,65.0,4.0,80.0,57.0,78.0,64.0,60.0
Lorenzo Tonelli,33.285714285714285,76.0,3.0,52.0,25.0,25.0,17.0,35.0
Benjamin Lecomte,13.0,10.0,3.0,18.0,11.0,10.0,19.0,20.0
Lucas Digne,54.285714285714285,64.0,3.0,77.0,52.0,69.0,57.0,58.0
Paco Alcácer,62.857142857142854,77.0,4.0,80.0,81.0,68.0,59.0,71.0
Heung Min Son,65.71428571428571,65.0,5.0,82.0,81.0,86.0,70.0,71.0
Vicente Gómez,51.0,74.0,2.0,63.0,63.0,59.0,50.0,46.0
Emre Çolak,63.57142857142857,65.0,3.0,72.0,75.0,79.0,79.0,72.0
André André,63.0,65.0,4.0,75.0,75.0,75.0,61.0,86.0
Dušan Tadić,60.142857142857146,63.0,2.0,69.0,65.0,66.0,76.0,80.0
Danilo,61.857142857142854,68.0,4.0,85.0,61.0,72.0,76.0,67.0
Pablo Sarabia,60.285714285714285,61.0,4.0,77.0,71.0,75.0,73.0,61.0
Alex Oxlade-Chamberlain,55.0,39.0,4.0,77.0,68.0,75.0,53.0,69.0
Marco Höger,60.857142857142854,67.0,4.0,80.0,65.0,75.0,61.0,74.0
Florian Lejeune,50.0,75.0,3.0,72.0,50.0,66.0,41.0,43.0
Giannelli Imbula,48.42857142857143,62.0,3.0,79.0,51.0,77.0,38.0,29.0
Nicolás Lodeiro,59.142857142857146,42.0,4.0,71.0,65.0,79.0,77.0,76.0
Daniel Caligiuri,59.42857142857143,56.0,3.0,78.0,69.0,70.0,61.0,79.0
Jeffrey Bruma,54.0,81.0,3.0,86.0,38.0,65.0,66.0,39.0
Willian José,67.57142857142857,75.0,4.0,83.0,82.0,78.0,71.0,80.0
Wahbi Khazri,65.57142857142857,52.0,4.0,81.0,80.0,84.0,83.0,75.0
Keko,54.42857142857143,34.0,4.0,67.0,69.0,72.0,69.0,66.0
Gil,41.714285714285715,75.0,3.0,69.0,28.0,41.0,34.0,42.0
Martin Braithwaite,64.14285714285714,66.0,4.0,79.0,78.0,73.0,76.0,73.0
Jaume Costa,53.42857142857143,66.0,3.0,75.0,53.0,62.0,59.0,56.0
Romain Hamouma,63.57142857142857,63.0,4.0,77.0,79.0,77.0,73.0,72.0
Escudero,55.142857142857146,63.0,2.0,81.0,42.0,63.0,69.0,66.0
Marcos Alonso,59.714285714285715,70.0,3.0,76.0,60.0,74.0,71.0,64.0
Holger Badstuber,56.0,80.0,3.0,77.0,35.0,59.0,74.0,64.0
Osvaldo Alonso,55.0,66.0,4.0,84.0,50.0,64.0,51.0,66.0
Juraj Kucka,64.42857142857143,76.0,3.0,86.0,65.0,80.0,70.0,71.0
Jeroen Zoet,17.142857142857142,19.0,4.0,25.0,12.0,17.0,16.0,27.0
Illarramendi,50.857142857142854,51.0,3.0,69.0,53.0,62.0,68.0,50.0
Adem Ljajić,61.714285714285715,48.0,4.0,76.0,72.0,78.0,79.0,75.0
Eliaquim Mangala,45.714285714285715,80.0,4.0,67.0,27.0,48.0,48.0,46.0
Canales,56.714285714285715,38.0,3.0,61.0,75.0,76.0,78.0,66.0
Balenziaga,43.857142857142854,70.0,4.0,61.0,41.0,54.0,33.0,44.0
Rafael,51.285714285714285,62.0,3.0,70.0,49.0,66.0,51.0,58.0
Sebastian Rudy,59.285714285714285,59.0,3.0,71.0,63.0,72.0,76.0,71.0
Jonathas,62.142857142857146,78.0,3.0,85.0,80.0,73.0,38.0,78.0
Aleksandar Dragović,52.714285714285715,76.0,4.0,69.0,41.0,53.0,61.0,65.0
Manuel Lanzini,59.0,56.0,3.0,73.0,69.0,72.0,72.0,68.0
