Name,Dribbling,Skill_Moves,Ball_Control,Attacking_Position,Balance,Agility
Marcos Alonso,55.6,3,78,70,58,69
Holger Badstuber,39.6,2,69,41,45,41
Osvaldo Alonso,58.2,2,76,66,75,72
Juraj Kucka,56.4,2,79,76,54,71
Jeroen Zoet,28.4,1,34,11,42,54
Illarramendi,61.0,3,81,78,73,70
Adem Ljajić,65.6,4,86,78,79,81
Eliaquim Mangala,44.0,2,50,39,64,65
Canales,59.4,4,82,72,69,70
Balenziaga,54.0,2,78,54,68,68
Rafael,63.8,3,78,77,83,78
Sebastian Rudy,61.0,3,80,70,73,79
Jonathas,54.6,2,78,81,53,59
Aleksandar Dragović,53.2,2,68,65,64,67
Manuel Lanzini,67.2,4,85,72,88,87
Victor Wanyama,55.4,2,72,65,66,72
Alfred N'Diaye,47.8,2,74,46,57,60
Nicolas Nkoulou,55.6,2,76,54,78,68
Volkan Babacan,29.0,1,19,17,50,58
Seydou Doumbia,59.8,4,77,78,70,70
Pavel Mamaev,59.8,3,81,74,72,69
Artem Dzyuba,50.2,3,78,83,37,50
Maurício,41.4,2,55,32,60,58
Yann M'Vila,50.2,2,73,41,62,73
Kieran Gibbs,58.0,3,75,65,74,73
Mariano,61.2,3,82,74,73,74
Sofiane Feghouli,65.4,4,84,77,76,86
Fernando,52.8,2,72,59,57,74
Claudio Yacob,49.4,2,76,42,68,59
Roberto,31.4,1,31,17,40,68
Moussa Sissoko,58.8,3,78,76,63,74
Maximiliano Pereira,61.6,2,76,71,83,76
Sidnei,43.8,2,76,44,46,51
William Vainqueur,54.6,2,76,56,73,66
Miguel Veloso,58.6,2,82,65,75,69
Fabricio,33.6,1,35,14,54,64
Vieirinha,66.2,4,81,75,85,86
Fabian Johnson,61.8,3,77,78,75,76
Demba Ba,52.0,3,75,79,57,46
Bryan Ruíz,63.4,4,85,78,71,79
Marcus Berg,61.0,3,77,83,71,71
Pontus Wernbloom,50.8,2,74,70,55,53
David Ospina,28.6,1,32,16,50,44
Ignacio Piatti,66.0,4,83,80,79,84
Valter Birsa,59.6,3,84,75,68,68
Matías Fernández,65.0,5,86,74,81,79
Marcano,44.0,2,65,40,56,57
Simon Mignolet,22.2,1,24,16,42,28
Sergio Romero,26.6,1,25,11,44,52
Domenico Criscito,55.2,2,73,68,65,68
Castán,40.0,2,63,22,59,54
Moussa Sow,63.2,3,76,80,71,86
Diego Valeri,62.0,3,78,83,73,73
Nuri Şahin,60.6,3,81,67,74,78
Jonny Evans,41.0,2,68,28,57,50
Danilo,39.4,2,60,25,60,50
Nicolás Pareja,45.8,2,78,43,61,45
Ştefan Radu,52.8,2,69,55,67,71
Nicolas Lombaerts,42.0,2,59,39,54,56
Giuseppe Rossi,68.2,3,86,82,86,84
Llorente,47.4,2,77,85,33,40
Bafétimbi Gomis,54.8,2,76,79,58,59
Mathieu Debuchy,58.2,3,74,64,74,76
Ibrahim Afellay,63.0,4,82,73,79,77
Jefferson Farfán,60.0,3,79,77,66,75
Manuel Fernandes,63.0,4,83,70,76,82
Scott Dann,42.0,2,66,36,56,50
Clint Dempsey,62.0,4,79,84,69,74
Michael Bradley,61.2,2,79,72,77,76
Yoann Gourcuff,60.6,4,84,70,68,77
Hilton,50.2,2,74,50,60,65
Pablo Batalla,65.2,4,78,75,86,83
Gaël Clichy,59.2,2,76,66,75,77
Klaas-Jan Huntelaar,57.2,3,75,81,62,65
Luisão,32.4,2,58,36,32,34
Vasiliy Berezutskiy,33.4,2,49,37,45,34
Igor Denisov,59.2,2,78,64,75,77
Alexandr Samedov,61.4,3,78,77,71,78
Jesús Navas,66.2,3,80,74,87,87
Xabi Prieto,53.2,3,82,77,52,52
Javi Fuego,51.8,3,74,58,60,64
Marcelo Barovero,24.2,1,12,17,59,32
Lisandro López,65.2,4,80,81,79,82
Guillermo Ochoa,32.2,1,18,16,61,65
Bruno Alves,50.4,2,70,52,63,65
Burak Yılmaz,54.8,3,65,86,48,72
Diego Benaglio,24.2,1,22,7,47,44
Zoran Tošić,65.8,4,82,76,82,85
Maxwell,61.0,3,83,71,72,76
Kim Källström,56.6,3,83,69,63,65
Tim Howard,28.2,1,29,13,50,48
Denys Boyko,24.0,1,22,9,28,60
Marcus Rashford,65.0,3,79,81,76,86
Miguel Almirón,64.0,3,75,72,82,88
Gabriel Jesus,70.0,5,83,79,91,92
Oyarzabal,61.0,3,82,80,69,71
André Silva,62.8,3,78,83,73,77
Soares,62.2,2,77,81,77,74
Nemanja Radoja,53.0,2,73,79,53,58
Marcos Acuña,62.0,3,76,66,84,81
Jorge Meré,47.4,2,69,25,74,67
Jony,63.8,3,76,76,81,83
Antonio Sanabria,64.6,3,83,80,75,82
Cheikh N'Doye,49.2,2,77,76,43,48
José Izquierdo,66.0,4,78,75,83,90
Gonzalo Escalante,52.6,3,71,59,64,66
Theo Bongonda,64.6,4,81,77,75,86
Sebastián Torrico,23.8,1,22,13,51,32
Morales,60.4,3,77,74,67,81
Wendell,60.8,3,77,69,78,77
Andrej Kramarić,63.4,3,80,81,75,78
Davide Zappacosta,59.4,2,73,70,77,75
Jemerson,41.2,2,56,26,58,64
Lucas Alario,60.8,3,77,85,70,69
Duván Zapata,55.8,2,76,78,58,65
Wylan Cyprien,62.0,3,81,69,75,82
Diego Llorente,46.0,2,74,43,52,59
Alex Telles,60.2,3,76,72,70,80
Timo Werner,63.2,3,77,80,77,79
André Hahn,55.2,2,72,77,60,65
Paulo Oliveira,40.4,2,65,30,53,52
Rachid Ghezzal,63.0,4,82,75,76,78
Grimaldo,62.0,3,79,72,71,85
Kevin Wimmer,43.8,2,67,30,61,59
Tiago Volpi,29.0,1,24,10,47,63
Joël Veltman,53.8,2,72,55,68,72
Sead Kolašinac,46.6,2,64,60,55,52
Guido Pizarro,50.2,2,72,67,49,61
Michael Keane,39.0,2,65,23,59,46
Jesse Lingard,66.2,3,82,78,84,84
Bigas,52.0,2,66,61,66,65
Vlad Chiricheş,46.8,2,66,36,72,58
Ben Davies,55.0,2,76,60,65,72
Carlos Sánchez,62.8,3,76,74,79,82
Santiago Gentiletti,43.8,2,65,29,62,61
Takashi Inui,69.2,3,85,71,92,95
Raúl Jiménez,60.0,3,75,85,53,84
Joel Campbell,63.4,4,77,75,76,85
Mário Rui,63.2,2,75,59,92,88
M'Baye Niang,64.4,4,82,82,69,85
Christoph Kramer,53.8,3,78,70,52,66
Konstantinos Fortounis,62.6,3,79,76,74,81
Joãozinho,66.8,4,77,75,89,89
André Carrillo,65.0,4,80,78,77,86
Rodrigo Moledo,42.8,2,65,43,44,60
Johannes Geis,58.2,2,77,69,76,67
Salif Sané,44.4,3,68,48,43,60
Milan Badelj,55.4,3,80,62,64,68
Agustín Marchesín,33.4,1,20,18,60,68
Łukasz Teodorczyk,55.6,2,72,83,58,63
Nacer Chadli,55.8,3,80,77,54,65
Cristian Tello,63.2,3,83,72,75,83
Bruno,33.2,2,64,36,32,32
Sebastian Rode,59.4,3,73,69,77,75
Nicolai Jørgensen,57.8,3,80,76,64,66
John Guidetti,57.4,3,83,78,58,65
Bruno Martins Indi,45.0,2,64,42,64,53
Jordy Clasie,62.4,2,80,65,90,75
Charles Aránguiz,65.4,3,82,76,85,81
Mathew Ryan,27.8,1,24,13,50,51
Rogelio Funes Mori,62.2,3,76,80,73,79
Aymen Abdennour,48.6,2,56,53,67,65
Mexer,48.4,2,66,43,64,67
Enzo Pérez,61.6,3,82,69,78,76
Teófilo Gutiérrez,63.4,3,83,81,74,76
Dorlan Pabón,65.4,4,79,79,83,82
Charlie Austin,55.8,2,74,83,55,65
Borja Bastón,53.4,2,80,83,41,61
Sergi Enrich,60.0,3,79,85,65,68
Hernán Pérez,62.0,3,82,81,68,76
Thomas Delaney,59.0,2,77,74,72,70
Davy Pröpper,57.6,3,82,67,64,72
Cenk Tosun,60.2,3,76,80,66,76
Koen Casteels,26.4,1,23,15,43,50
Emanuele Giaccherini,69.2,3,82,80,93,88
Allan Nyom,45.0,2,72,51,50,50
Kevin Vogt,46.4,2,71,55,45,59
Fontàs,42.2,2,68,43,43,55
Lamine Sané,43.8,2,67,42,54,54
Gökhan Töre,63.4,4,83,67,80,83
Fredy Montero,67.6,4,86,77,84,87
Celso Borges,56.0,3,78,76,59,64
Michail Antonio,64.2,4,78,77,76,86
Etxeita,42.2,2,59,28,55,67
Julian Baumgartlinger,53.8,2,74,62,65,66
Mehmet Ekici,61.0,3,80,73,72,77
Muniain,69.0,4,80,80,94,87
Susaeta,60.0,3,78,76,74,69
Etrit Berisha,18.6,1,17,12,30,33
Yannick Bolasie,63.4,5,83,69,76,84
Miguel Lopes,56.2,3,78,65,67,68
Senad Lulić,61.8,3,78,78,76,74
Rochina,58.8,4,80,75,68,67
Omar El Kaddouri,57.0,3,83,75,54,70
Denis Glushakov,59.8,3,80,75,74,67
Carlos Zambrano,47.8,2,69,44,59,65
Mame Diouf,58.8,3,70,78,68,75
Onur Kıvrak,33.8,1,26,12,63,67
Jefferson Montero,65.2,4,80,73,85,84
Keisuke Honda,63.0,4,85,74,77,75
Bernardo Espinosa,39.4,2,63,33,44,55
Marco Fabián,66.8,4,81,75,84,90
Ivelin Popov,58.8,3,79,78,60,74
Joe Allen,63.8,3,77,69,91,79
Romain Thomas,40.2,2,67,28,50,54
Mehdi Carcela-González,65.8,4,83,73,80,89
Sandro Wagner,51.8,2,73,82,49,53
Pablo Piatti,67.6,4,78,80,91,85
Eric Maxim Choupo-Moting,61.6,4,83,79,66,76
Sebastian Langkamp,35.8,2,49,25,49,54
Neven Subotić,42.0,2,41,48,60,59
Fabian Delph,65.6,3,79,71,86,89
Raúl Bobadilla,59.6,3,75,76,78,66
Troy Deeney,58.8,3,75,77,74,65
Håvard Nordtveit,50.0,2,71,57,59,61
Balázs Dzsudzsák,61.6,4,75,72,73,84
Andy Carroll,52.8,2,74,76,50,62
Bořek Dočkal,59.2,3,80,72,72,69
Marek Suchý,47.6,2,69,32,65,70
Luiz Adriano,62.2,3,80,82,69,77
Guilherme,23.8,1,21,13,30,54
Ki Sung Yueng,57.6,3,81,75,59,70
Ruud Vormer,57.0,2,74,79,67,63
Etienne Capoue,49.6,2,74,68,55,49
Paul Baysse,48.0,2,65,48,65,60
Cristian Zapata,41.2,2,52,35,58,59
Dieumerci Mbokani,60.4,3,74,76,66,83
Marouane Fellaini,53.2,3,82,79,52,50
Nahuel Guzmán,33.6,1,25,19,53,70
Adrián Ramos,59.8,3,75,78,68,75
Baiano,60.8,2,76,69,76,81
Jan Ďurica,38.8,2,62,20,52,58
Pedro León,57.8,3,84,67,72,63
Zlatko Junuzović,66.8,3,80,73,91,87
Luca Antonelli,56.4,2,74,70,65,71
Victor Moses,64.6,4,80,76,83,80
Zurutuza,56.4,3,79,72,57,71
Fraser Forster,24.2,1,33,13,42,32
Lasse Schøne,61.2,3,82,74,75,72
James McArthur,61.2,3,79,71,78,75
Mario Suárez,52.0,3,80,65,57,55
Steven Defour,61.0,3,78,72,78,74
Diego Buonanotte,68.8,4,81,70,96,93
Tim Krul,29.4,1,25,16,42,63
Jack Cork,55.6,2,77,65,71,63
Kenneth Vermeer,36.2,1,39,19,57,65
Rafinha,62.0,3,77,66,83,81
Salvatore Bocchetti,46.0,2,65,31,64,68
Ignazio Abate,61.0,3,76,72,75,79
Rasmus Elm,60.8,3,79,74,72,76
Marco Ruben,61.6,3,80,82,72,71
Jakub Błaszczykowski,63.0,3,79,74,80,79
Adriano,63.0,3,82,77,76,77
Tom Heaton,27.4,1,22,12,48,54
Oleksandr Kucher,47.8,2,64,56,66,51
Karim El Ahmadi,58.4,3,81,62,72,74
Javi García,51.0,2,74,62,55,62
David Abraham,44.6,2,64,42,54,61
Riccardo Montolivo,58.4,3,85,60,75,69
Fabio Quagliarella,62.4,2,81,82,75,72
Jurado,62.4,4,81,77,72,78
Ezequiel Lavezzi,64.0,4,77,72,85,82
Christian Gentner,52.8,2,76,74,59,53
Laurent Ciman,55.2,2,72,56,74,72
Thomas Vermaelen,44.8,2,64,41,57,60
Rodrigo Palacio,67.0,3,84,84,83,81
Per Ciljan Skjelbred,60.6,3,80,60,81,79
Ashley Young,62.8,4,79,70,77,84
Mark Noble,56.8,3,77,64,74,66
Aaron Lennon,68.0,3,81,71,92,93
Christophe Jallet,60.4,2,77,74,74,75
Sergey Ryzhikov,24.6,1,16,19,28,59
Soldado,58.8,3,79,83,64,65
Oscar Wendt,61.2,3,81,77,72,73
Gökhan Gönül,64.0,3,77,76,82,82
José Sosa,63.2,3,82,76,77,78
Ragnar Klavan,45.4,2,70,38,56,61
Willy Caballero,26.4,1,30,7,55,39
Vágner Love,64.0,3,77,82,82,76
Robert Huth,31.4,2,53,34,42,26
Gomes,29.4,1,25,12,53,56
Martín Demichelis,34.2,2,53,29,55,32
Selçuk İnan,55.6,3,82,67,61,65
Alexander Meier,50.8,3,76,86,40,49
Sergey Ignashevich,45.0,2,49,54,57,63
Reyes,61.2,4,85,69,75,73
Nigel de Jong,57.8,2,73,58,86,70
Mathieu Bodmer,50.4,2,83,76,40,51
Joaquín,61.4,3,83,77,75,69
Claudio Pizarro,58.0,3,80,85,55,67
César Navas,31.2,2,59,31,33,31
Alessandro Gamberini,41.8,2,55,31,66,55
Kylian Mbappe Lottin,62.2,3,81,75,75,77
Alban Lafont,24.6,1,10,4,53,55
Renato Sanches,64.4,3,77,73,88,81
Formosandrinho,61.4,3,73,75,77,79
Sidney Pessinho,46.2,2,71,52,55,51
Everticinho,60.6,3,75,76,70,79
Louri Beretta,51.0,3,69,73,55,55
Claudio Coíntra,63.8,4,76,70,83,86
Maikel Catarino,56.4,2,66,57,75,82
Ronaldo Esler,63.6,2,71,69,90,86
Gazzolisco,52.8,2,72,57,66,67
Raphaelito Anjos,24.8,1,21,27,41,34
Mauricio Lemos,50.2,2,75,43,61,70
Dalbert,61.0,2,75,77,68,83
Lorenzo Pellegrini,57.4,2,77,70,69,69
Yeray,48.2,2,69,39,76,55
Vincent Janssen,58.0,2,75,79,70,64
Pablo Fornals,59.0,2,78,70,70,75
Marcos Llorente,53.0,2,77,65,66,55
Martín Campaña,25.2,1,24,17,44,40
Nadiem Amiri,61.8,4,79,69,75,82
Vincent Koziello,66.4,3,78,77,88,86
Vallejo,48.8,2,69,35,69,69
Şener Özbayraklı,58.4,3,76,64,72,77
Franco Cervi,66.6,4,79,72,86,92
Malcom,67.0,4,79,76,84,92
Rick Karsdorp,53.8,2,72,64,65,66
Dani Ceballos,60.4,3,81,73,73,72
Hirving Lozano,63.8,4,77,73,76,89
Yoan Cardinale,26.6,1,30,12,47,43
Badou Ndiaye,63.6,3,78,78,77,82
Alessandro Schöpf,63.2,4,79,73,75,85
Davinson Sánchez,43.4,2,62,34,55,64
Matias Vecino,55.2,3,79,70,56,68
Georges-Kévin Nkoudou,65.6,3,76,76,88,85
Sandro,65.8,3,81,77,81,87
Wesley Hoedt,37.6,2,68,29,44,45
Bastos,46.6,2,62,31,76,62
Wallace,35.4,2,52,25,48,50
Youri Tielemans,60.4,3,81,74,76,68
Alen Halilović,64.0,4,80,71,87,78
Yuriy Lodygin,23.2,1,17,13,51,34
Silvan Widmer,57.2,2,76,68,64,76
Gino Peruzzi,54.0,2,70,55,70,73
Pablo Pérez,60.4,3,79,69,77,74
Darío Benedetto,59.0,3,73,77,66,76
Iván Marcone,49.0,2,70,56,59,58
Matías Kranevitter,53.8,2,73,53,76,65
Emmanuel Mas,57.8,2,75,76,66,70
Franco Armani,21.6,1,19,18,34,36
Daniel Torres,52.0,2,72,62,56,68
Felipe Pardo,61.6,3,78,79,71,77
Sardar Azmoun,61.4,3,75,75,77,77
Alan Ruiz,60.6,4,83,70,72,74
Diego Rolán,61.8,4,77,83,69,76
Mohamed Elneny,54.2,3,76,63,62,67
Mario Lemina,61.2,3,81,72,75,75
Anderson Talisca,58.8,3,75,83,60,73
Bruno Fernandes,64.0,3,81,74,80,82
Roberto Gagliardini,55.8,2,78,70,63,66
Kerem Demirbay,59.4,4,79,71,68,75
Nicolás Tagliafico,61.0,3,73,64,82,83
Pablo De Blasis,68.6,3,80,72,95,93
Carles Gil,61.4,4,80,73,75,75
Luca Zuffi,58.6,2,77,64,77,73
Juan Fernando Quintero,65.4,4,83,62,90,88
Jonny,55.4,2,72,53,75,75
Otávio,67.0,4,81,76,85,89
Alexander Szymanowski,64.6,4,73,75,87,84
Jhon Córdoba,58.4,3,73,76,74,66
Jozabed,59.2,2,80,80,64,70
Pacheco,28.4,1,14,14,51,62
Sam Larsson,63.2,4,81,70,76,85
Abdul Rahman Baba,59.0,3,77,63,74,78
Andreas Samaris,52.0,3,75,63,59,60
Gabriel,57.4,3,82,71,68,63
Gerard Moreno,59.6,2,77,80,69,70
Erik Durm,57.8,3,74,68,68,76
Tobias Strobl,49.4,2,68,55,59,63
Marçal,59.8,3,76,73,72,75
Leandro Paredes,60.8,4,82,64,77,77
Roberto Torres,58.6,2,78,74,75,64
Mitchell Weiser,64.8,4,82,74,79,85
Dominique Heintz,38.2,2,59,26,50,54
Serge Gnabry,61.8,4,77,70,80,78
Jetro Willems,63.6,4,80,73,86,75
Leonardo Pavoletti,56.2,2,74,80,59,66
Zouhair Feddal,38.6,2,65,44,34,48
Sébastien Haller,55.8,3,79,77,51,69
Lucas Castro,62.6,3,80,75,78,77
Luís Hernández,53.0,2,73,55,67,68
Marcelo,43.8,2,60,24,68,65
Benjamin Mendy,57.2,2,75,70,71,68
Willi Orban,40.6,2,61,34,58,48
Rubén Pardo,60.0,2,80,66,76,76
Luís Neto,44.8,2,48,44,61,69
Jores Okore,44.8,2,61,43,57,61
Tomáš Vaclík,24.2,1,13,17,58,32
Zé Luís,55.4,2,74,76,61,64
Pavel Kadeřábek,53.6,2,76,55,67,68
Tonny Vilhena,62.4,3,80,67,84,78
Terence Kongolo,51.2,2,69,49,63,73
Leonardo Bittencourt,66.2,4,77,69,89,92
Álvaro,49.0,2,64,45,66,68
Stefano Sturaro,60.2,2,77,72,75,75
Naldo,34.2,2,53,26,40,50
Recio,56.0,2,77,75,60,66
Valentin Eysseric,59.4,3,79,71,67,77
Ahmed Musa,66.0,4,76,77,85,88
Jordan Veretout,57.6,3,79,68,69,69
David López,48.4,2,75,59,57,49
Ciprian Tătăruşanu,26.8,1,19,13,42,59
Ladislav Krejčí,63.2,3,80,75,79,79
Aïssa Mandi,57.0,2,73,67,64,79
Ismaily,59.8,2,74,73,75,75
Nicolas De Préville,62.2,3,77,78,74,79
Marafona,22.2,1,13,13,35,49
Marko Dević,60.6,3,76,80,68,76
Mark Uth,60.4,3,77,80,68,74
Nicolás Blandi,60.8,3,76,86,60,79
Campaña,59.6,3,81,70,75,69
Marco van Ginkel,57.2,3,78,75,56,74
Wilson Eduardo,60.0,3,78,78,68,73
Ramiro Funes Mori,49.4,2,69,49,61,66
Dennis Praet,61.2,3,79,77,72,75
Sergi Gómez,47.2,2,75,52,54,53
Brice Dja Djédjé,61.8,2,75,68,87,77
Sergio Álvarez,56.6,3,76,68,67,69
Juan Manuel Iturbe,68.6,4,81,75,91,92
Luis Muriel,65.8,4,86,76,77,86
Vincent Aboubakar,59.2,5,77,74,63,77
Nampalys Mendy,59.8,3,78,55,83,80
Luis Alberto,56.0,3,81,75,54,67
Florentin Pogba,40.4,2,55,36,52,57
Stefan Bell,38.0,2,55,33,47,53
Rodrigo,61.6,4,81,78,68,77
Benjamin Stambouli,57.8,2,76,70,64,77
Jordi Amat,42.8,2,65,30,58,59
Jens Toornstra,58.8,3,78,74,72,67
Papy Djilobodji,39.2,2,61,38,47,48
Ioannis Fetfatzidis,67.6,4,84,68,91,91
Danny Ings,64.0,3,77,79,82,79
Javi López,56.0,3,77,61,71,68
Andros Townsend,60.4,3,78,70,71,80
Montoya,57.4,2,69,58,80,78
Shinji Okazaki,64.4,3,76,83,75,85
Alper Potuk,64.8,3,76,74,83,88
André Pinto,35.2,2,62,33,34,45
Nemanja Pejčinović,42.6,2,63,30,60,58
Germán Pezzella,41.2,2,66,58,48,32
Mattia Destro,63.0,3,76,84,76,76
Guram Kashia,42.6,2,68,30,58,55
Ezequiel Schelotto,57.2,3,73,73,65,72
Marko Baša,34.6,2,65,41,34,31
Costel Pantilimon,18.0,1,22,12,22,33
Marvin Plattenhardt,58.4,3,78,67,75,69
Bóveda,54.2,2,76,58,66,69
Andrea Bertolacci,62.4,3,79,76,75,79
Diego Reyes,49.4,2,77,45,55,68
Sébastien Corchia,61.0,3,76,72,78,76
Tomás Rincón,60.2,2,76,65,83,75
Tolgay Arslan,63.0,3,83,68,77,84
Jan Kirchhoff,37.0,2,66,37,34,46
Sebastián Blanco,63.8,3,77,70,80,89
Rubén Pérez,52.6,2,72,58,68,63
Luuk de Jong,56.4,2,77,82,57,64
Éder,58.4,4,73,78,61,76
Tom Cleverley,61.2,3,80,74,77,72
Victor Sánchez,59.4,3,79,65,77,73
Benjamin Hübner,38.0,2,63,41,36,48
Souza,55.4,2,73,66,67,69
Bastian Oczipka,52.8,2,74,63,60,65
Marcel Risse,60.0,3,76,75,72,74
Jonjo Shelvey,55.2,2,75,70,67,62
Mauro Díaz,66.6,4,79,76,86,88
Gustavo Bou,60.0,3,77,79,74,67
Mirko Valdifiori,53.0,2,79,53,62,69
Admir Mehmedi,63.2,3,77,79,78,79
Thomas Heurtaux,45.0,2,62,41,60,60
Lautaro Acosta,67.0,4,77,76,90,88
Daryl Janmaat,57.0,3,76,68,66,72
Lewis Holtby,63.2,3,78,74,78,83
Juanfran,59.6,3,80,69,70,76
Maicon,58.8,3,67,75,64,85
Wanderson,60.2,3,82,75,66,75
Mauricio Isla,62.6,3,75,72,78,85
Dayro Moreno,59.8,3,76,77,69,74
Alberto Paloschi,62.6,3,77,84,71,78
Christian Träsch,55.0,2,74,63,70,66
Cheikhou Kouyaté,54.4,2,73,72,60,65
Geoff Cameron,52.6,2,70,62,53,76
Ivan Radovanovic,51.2,2,75,61,58,60
Sven Ulreich,20.8,1,22,8,39,34
Leroy Fer,55.4,3,75,75,51,73
Kieran Trippier,57.6,3,71,60,76,78
Luca Rossettini,40.2,2,54,32,54,59
Benjamin Moukandjo,61.6,3,75,77,70,83
Kyriakos Papadopoulos,40.2,2,54,35,60,50
Facundo Roncaglia,51.2,2,69,51,69,65
Nicolai Müller,65.2,3,77,75,84,87
Nabil El Zhar,63.4,4,79,74,76,84
Yuri,53.6,3,74,45,72,74
Aurélien Chedjou,47.8,3,62,54,58,62
Henri Saivet,63.0,3,78,75,76,83
Valentin Stocker,62.4,3,81,74,75,79
Max Gradel,62.0,4,78,74,69,85
Roberto Rosales,63.0,3,79,69,79,85
Carlos Sánchez,50.4,2,75,58,53,64
Jose Holebas,60.0,3,75,71,75,76
Beto,27.0,1,18,12,35,69
Antonio Rukavina,56.0,3,69,66,75,67
Mapou Yanga-M'Biwa,46.0,2,68,36,62,62
Makoto Hasebe,56.8,2,74,62,73,73
Marcelo,40.4,2,65,39,47,49
Charles Kaboré,55.0,2,74,65,61,73
Mosquera,56.0,2,79,70,60,69
Stefano Okaka,52.2,2,75,78,48,58
Kamil Grosicki,61.2,3,78,75,70,80
Sebastian Prödl,32.0,2,54,37,33,34
Jonathan De Guzmán,64.2,4,82,69,87,79
Alessandro Matri,59.4,2,74,84,65,72
Vadis Odjidja-Ofoe,50.6,3,77,68,51,54
Felipe Caicedo,58.0,3,77,82,67,61
Fran Rico,54.4,2,80,53,71,66
Mariano Andújar,22.8,1,20,13,40,40
Nathan Dyer,67.4,4,78,74,95,86
Óscar Trejo,62.8,4,80,70,77,83
Marco Andreolli,40.8,2,55,33,55,59
Javi Varas,31.6,1,16,10,67,64
Perparim Hetemaj,64.6,3,78,73,83,86
Eljero Elia,65.0,4,81,72,81,87
Jonatan Maidana,44.0,2,61,50,49,58
Caner Erkin,61.6,3,78,79,70,78
Fábio Coentrão,56.6,3,72,65,76,67
Jay Rodriguez,60.4,3,75,80,65,79
Lee Cattermole,51.4,2,73,47,71,64
Darron Gibson,52.2,2,76,67,61,55
Shane Long,61.2,3,77,77,75,74
Rémy Riou,27.6,1,23,18,57,39
Ron Vlaar,36.4,2,64,39,43,34
Ari,59.8,3,80,77,63,76
Bebé,55.8,3,78,71,58,69
Ismael Sosa,61.8,3,76,77,70,83
Fernando Gago,57.0,2,77,64,70,72
Itumeleng Khune,32.8,1,32,16,48,67
Eugen Polański,54.4,2,74,68,64,64
Cyril Théréau,58.0,3,81,80,58,68
Charles,65.2,3,85,80,67,91
Sergio,26.4,1,21,12,48,50
Curtis Davies,45.4,2,65,42,56,62
Younès Kaboul,42.8,2,61,51,47,53
Andrea Raggi,49.2,2,70,53,58,63
Glenn Whelan,54.4,3,73,61,66,69
Guillaume Gillet,55.2,3,76,76,54,67
Johan Djourou,40.0,2,64,44,37,53
Mauro Boselli,55.4,2,76,82,55,62
Valon Behrami,55.6,2,74,63,68,71
Agirretxe,56.4,3,77,82,52,68
Jérémy Ménez,64.4,4,86,78,75,79
Gökhan İnler,51.8,2,77,61,59,60
Alexandre Song,52.6,3,76,62,57,65
Alfredo Talavera,28.0,1,21,14,47,57
Justo Villar,31.4,1,24,14,68,50
Robert Snodgrass,59.8,3,79,76,66,75
Yuriy Zhirkov,61.4,3,79,77,71,77
Mauro Zárate,65.8,4,87,78,74,86
Steven Davis,60.6,3,77,68,76,79
Francesco Magnanelli,51.4,2,74,53,64,64
Paul Verhaegh,53.6,2,71,51,73,71
Zydrunas Karcemarskas,23.8,1,18,12,43,45
Alexey Berezutskiy,33.4,2,47,39,46,33
Iván Ramis,45.2,2,65,52,54,53
David García,46.6,2,69,45,60,57
Volkan Demirel,26.0,1,28,12,35,54
Matías Delgado,60.6,4,81,72,72,74
Agustín Orión,28.2,1,20,19,52,49
Leon Britton,61.4,3,81,55,91,77
Christian Fuchs,55.6,3,75,74,60,66
Nicolás Burdisso,38.2,2,52,25,62,50
Esteban Cambiasso,58.2,2,80,73,73,63
Glen Johnson,57.6,3,76,68,68,73
Stefan Kießling,49.2,2,70,82,45,47
Wes Morgan,37.2,2,62,39,52,31
Jimmy Briand,60.0,3,73,78,65,81
Michael Dawson,39.8,2,58,35,54,50
Iraizoz,22.4,1,15,16,52,28
Jaime Valdés,60.8,3,82,72,75,72
Jelle Van Damme,47.8,2,67,69,42,59
Emmanuel Adebayor,54.0,3,74,76,52,65
Tranquillo Barnetta,61.2,3,79,73,75,76
Silvio Proto,34.6,1,32,18,61,61
Daniele Bonera,34.2,2,51,27,53,38
Rémy Vercoutre,22.6,1,21,16,44,31
Morgan De Sanctis,25.4,1,22,12,43,49
Eliseu,58.0,3,74,72,66,75
Roman Weidenfeller,18.4,1,19,8,36,28
Emre Belözoğlu,59.2,2,77,67,84,66
Marko Rog,55.0,3,78,63,67,64
Issa Diop,39.2,2,60,35,50,49
Amadou Diawara,56.4,2,80,54,68,78
Ronaldo Cabrais,60.6,4,72,73,76,78
David Seijalbo,52.2,2,70,36,76,77
Vieirundinho,38.0,2,64,26,42,56
Welington Dano,61.2,3,72,67,81,83
Nelsildo Reis,34.6,1,23,31,47,71
Fred Aníbão,21.6,1,21,21,23,42
Gabri Prestão,27.0,1,20,5,43,66
Rosberto Dourado,56.0,2,71,58,77,72
Everton Andrão,57.6,2,77,54,77,78
Eltildo Correia,34.8,2,55,42,37,38
Juiano Mestres,49.6,2,64,58,63,61
Antônio Chiamuloira,35.2,2,52,24,49,49
Leon Bailey,63.0,4,78,67,77,89
Marko Pjaca,61.8,4,87,60,75,83
Palhinha,47.2,2,72,48,49,65
Bart Ramselaar,62.4,3,76,75,74,84
Moussa Marega,51.8,2,59,80,40,78
Daniel Podence,68.0,4,79,74,90,93
André Onana,31.2,1,23,11,53,68
Aritz Elustondo,46.0,2,71,36,62,59
