Name,Shooting,Heading,Weak_foot,Shot_Power,Finishing,Long_Shots,Freekick_Accuracy,Penalties
Marcel Schmelzer,52.142857142857146,74,2,74,37,60,72,46
Ryad Boudebouz,64.14285714285714,45,4,79,78,76,80,87
Ganso,64.0,65,3,77,72,79,76,76
Fedor Smolov,64.0,70,4,80,82,74,64,74
Christian Noboa,65.71428571428571,75,3,75,67,78,82,80
Kwadwo Asamoah,59.714285714285715,56,3,84,65,78,68,64
Ron-Robert Zieler,13.428571428571429,13,2,21,10,14,10,24
Danny Welbeck,62.0,75,3,77,77,70,62,70
Danny Drinkwater,56.714285714285715,61,4,76,61,73,69,53
Aleksandar Kolarov,66.14285714285714,79,3,91,55,80,81,74
Matteo Darmian,47.857142857142854,70,5,69,55,56,35,45
Ibrahima Traoré,55.57142857142857,44,2,80,66,77,64,56
Diego Perotti,60.285714285714285,57,5,73,66,75,64,82
Angelo Ogbonna,42.57142857142857,78,3,71,25,46,36,39
Max Kruse,64.14285714285714,54,4,79,79,78,69,86
Konstantinos Mitroglou,66.28571428571429,85,5,82,82,78,71,61
Nordin Amrabat,63.42857142857143,68,2,81,76,72,68,77
Stevan Jovetić,66.85714285714286,68,4,82,80,82,72,80
Jeremain Lens,61.714285714285715,63,4,80,75,75,68,67
Branislav Ivanović,55.42857142857143,87,3,73,57,62,48,58
Eder,65.57142857142857,60,4,80,81,78,78,78
Kiko Casilla,16.285714285714285,13,2,24,14,13,25,23
Nacho Monreal,51.57142857142857,67,3,71,39,61,59,61
Serdar Tasci,43.42857142857143,82,4,64,33,34,45,42
Marcelo Díaz,61.42857142857143,63,3,84,52,80,82,66
André Ayew,62.285714285714285,80,3,75,75,75,57,71
Winston Reid,50.0,83,3,72,46,53,38,55
Lucas Leiva,43.57142857142857,65,3,71,23,35,47,61
Kevin-Prince Boateng,64.28571428571429,74,4,84,73,77,71,67
Héctor Moreno,44.57142857142857,84,2,63,33,39,28,63
Cristian Ansaldi,50.714285714285715,70,5,60,57,66,45,52
Daniel Wass,63.142857142857146,67,3,86,69,70,83,64
Coke,55.57142857142857,83,4,70,62,60,36,74
Andrés Guardado,56.42857142857143,55,2,74,58,65,71,70
Jonathan dos Santos,57.714285714285715,57,4,72,62,74,76,59
Ryan Bertrand,48.714285714285715,69,3,59,38,54,66,52
Jardel,45.857142857142854,84,3,67,38,37,35,57
Salvatore Sirigu,12.428571428571429,11,2,20,10,14,11,19
Yohan Cabaye,64.57142857142857,69,4,78,70,76,77,78
Vitaliy Denisov,47.142857142857146,66,3,75,40,53,62,31
Dušan Basta,58.57142857142857,72,3,80,58,76,66,55
Gustavo Cabral,40.0,81,3,50,22,29,48,47
Gabriel Paletta,38.42857142857143,76,3,60,16,44,35,35
Łukasz Fabiański,13.428571428571429,11,2,14,13,20,12,22
Ben Foster,19.142857142857142,14,3,27,18,14,17,41
Vedad Ibišević,64.28571428571429,82,4,80,85,66,56,77
Andreas Granqvist,55.42857142857143,81,4,74,51,59,40,79
Héctor Herrera,58.57142857142857,60,4,81,66,77,63,59
Igor Akinfeev,13.428571428571429,18,3,24,13,13,13,10
Fernando Belluschi,64.14285714285714,58,4,83,69,80,80,75
Andriy Pyatov,12.0,10,3,19,9,12,16,15
Antonio Mirante,14.857142857142858,13,2,23,17,15,13,21
Federico Marchetti,14.142857142857142,12,3,20,17,13,12,22
James Milner,66.42857142857143,69,4,85,68,79,77,83
Michel Vorm,18.714285714285715,17,3,23,14,19,14,41
Daniel Baier,53.42857142857143,52,3,68,52,67,70,62
Atiba Hutchinson,59.42857142857143,75,4,73,63,61,64,76
Mehmet Topal,59.714285714285715,76,5,84,58,73,54,68
Bastian Schweinsteiger,66.85714285714286,78,3,82,70,80,78,77
René Adler,14.0,10,3,23,14,14,13,21
Jérémy Toulalan,51.142857142857146,70,3,76,27,70,56,56
Phil Jagielka,47.714285714285715,79,3,69,30,54,31,68
Stefano Sorrentino,12.571428571428571,10,3,21,10,13,11,20
Robin van Persie,69.14285714285714,75,3,83,78,80,81,84
Gareth Barry,61.57142857142857,74,3,77,56,71,78,72
Francesco Totti,68.28571428571429,42,5,88,81,86,90,86
Gianluigi Donnarumma,15.285714285714286,12,3,24,12,18,14,24
Nélson Semedo,42.714285714285715,58,3,68,50,52,30,38
Florin Andone,62.857142857142854,76,3,79,79,74,55,74
Sergej Milinković-Savić,58.857142857142854,86,4,78,68,72,66,38
Omar Al Soma,67.0,77,4,84,80,76,74,74
Petros,52.857142857142854,57,3,80,61,65,46,58
Victor Nilsson Lindelöf,44.857142857142854,79,3,61,33,47,36,55
Naby Keïta,51.57142857142857,42,3,76,69,66,47,58
Tiémoué Bakayoko,45.57142857142857,72,3,72,39,51,37,45
Mahmoud Dahoud,50.857142857142854,42,4,72,60,75,48,55
Rúben Semedo,45.0,75,3,72,43,58,26,38
Rafa,53.857142857142854,56,4,71,65,66,56,59
Dani García,48.714285714285715,46,3,74,49,54,57,58
Lisandro López,46.857142857142854,82,3,69,50,44,32,48
Ángel Correa,60.857142857142854,61,4,78,81,82,65,55
Andreas Christensen,32.57142857142857,78,3,31,36,20,22,38
Nabil Bentaleb,57.42857142857143,48,3,84,62,80,56,69
Stanislav Kritsyuk,15.428571428571429,17,2,22,19,14,20,14
Divock Origi,58.0,73,3,77,79,69,40,65
Max Meyer,50.0,37,4,54,68,61,66,60
Gayà,48.142857142857146,60,3,58,56,59,49,52
Marco Benassi,59.285714285714285,72,3,82,63,79,65,51
Pedro Santos,60.142857142857146,60,3,75,72,72,74,65
Elseid Hysaj,42.57142857142857,66,4,68,47,43,30,40
João Cancelo,55.285714285714285,64,3,80,59,66,69,46
Alessio Romagnoli,37.57142857142857,76,3,60,20,46,24,34
Piotr Zieliński,55.285714285714285,52,4,76,64,75,65,51
Bruno Peres,56.285714285714285,60,3,85,53,75,59,59
Ricardo Pereira,50.0,65,4,69,54,62,42,54
Óliver Torres,53.857142857142854,53,4,51,71,69,64,65
Filip Kostić,56.857142857142854,48,2,77,69,69,66,67
Emre Can,58.142857142857146,70,4,78,60,70,65,60
Matthias Ginter,55.57142857142857,83,3,78,51,56,51,67
Luciano Vietto,62.57142857142857,69,3,70,82,75,70,69
Arrizabalaga,16.285714285714285,17,4,25,11,14,19,24
Maximilian Arnold,60.857142857142854,54,3,86,77,88,59,59
Alassane Pléa,64.71428571428571,72,3,83,80,78,74,63
Denis Cheryshev,58.142857142857146,54,3,80,74,71,61,64
Edin Višća,59.42857142857143,45,4,79,80,77,56,75
Bernard,56.857142857142854,59,4,73,71,65,69,57
Daniele Baselli,61.857142857142854,64,3,76,65,81,73,71
Arkadiusz Milik,67.85714285714286,74,3,83,84,78,74,79
Bernat,48.857142857142854,53,3,63,57,62,51,53
Šime Vrsaljko,51.142857142857146,69,3,75,44,58,57,52
Eric Botteghin,42.714285714285715,78,2,59,25,40,43,52
John Stones,37.0,77,3,46,29,38,29,37
Jannik Vestergaard,47.714285714285715,86,3,81,34,47,40,43
Simone Zaza,65.28571428571429,80,3,82,80,76,56,80
Sergi Darder,51.0,50,4,70,56,67,55,55
Fernando,55.142857142857146,62,3,73,63,70,54,61
Memphis Depay,64.85714285714286,55,2,88,72,81,90,66
Jesé,57.714285714285715,42,4,76,76,72,66,68
Thomas Meunier,60.285714285714285,71,4,79,71,76,56,65
Eric Dier,61.714285714285715,83,3,83,44,72,77,70
Federico Fernández,35.42857142857143,80,2,27,26,29,42,42
Nicola Sansone,64.0,65,3,83,80,82,69,66
Gastón Ramírez,63.0,57,3,77,76,78,77,73
Faouzi Ghoulam,60.142857142857146,70,4,80,54,69,68,76
Gabriel,49.285714285714285,77,2,61,51,57,46,51
Vladimír Darida,58.57142857142857,41,3,76,72,77,67,74
Cédric,58.285714285714285,65,4,80,57,78,64,60
Lorenzo Tonelli,33.285714285714285,76,3,52,25,25,17,35
Benjamin Lecomte,13.0,10,3,18,11,10,19,20
Lucas Digne,54.285714285714285,64,3,77,52,69,57,58
Paco Alcácer,62.857142857142854,77,4,80,81,68,59,71
Heung Min Son,65.71428571428571,65,5,82,81,86,70,71
Vicente Gómez,51.0,74,2,63,63,59,50,46
Emre Çolak,63.57142857142857,65,3,72,75,79,79,72
André André,63.0,65,4,75,75,75,61,86
Dušan Tadić,60.142857142857146,63,2,69,65,66,76,80
Danilo,61.857142857142854,68,4,85,61,72,76,67
Pablo Sarabia,60.285714285714285,61,4,77,71,75,73,61
Alex Oxlade-Chamberlain,55.0,39,4,77,68,75,53,69
Marco Höger,60.857142857142854,67,4,80,65,75,61,74
Florian Lejeune,50.0,75,3,72,50,66,41,43
Giannelli Imbula,48.42857142857143,62,3,79,51,77,38,29
Nicolás Lodeiro,59.142857142857146,42,4,71,65,79,77,76
Daniel Caligiuri,59.42857142857143,56,3,78,69,70,61,79
Jeffrey Bruma,54.0,81,3,86,38,65,66,39
Willian José,67.57142857142857,75,4,83,82,78,71,80
Wahbi Khazri,65.57142857142857,52,4,81,80,84,83,75
Keko,54.42857142857143,34,4,67,69,72,69,66
Gil,41.714285714285715,75,3,69,28,41,34,42
Martin Braithwaite,64.14285714285714,66,4,79,78,73,76,73
Jaume Costa,53.42857142857143,66,3,75,53,62,59,56
Romain Hamouma,63.57142857142857,63,4,77,79,77,73,72
Escudero,55.142857142857146,63,2,81,42,63,69,66
Marcos Alonso,59.714285714285715,70,3,76,60,74,71,64
Holger Badstuber,56.0,80,3,77,35,59,74,64
Osvaldo Alonso,55.0,66,4,84,50,64,51,66
Juraj Kucka,64.42857142857143,76,3,86,65,80,70,71
Jeroen Zoet,17.142857142857142,19,4,25,12,17,16,27
Illarramendi,50.857142857142854,51,3,69,53,62,68,50
Adem Ljajić,61.714285714285715,48,4,76,72,78,79,75
Eliaquim Mangala,45.714285714285715,80,4,67,27,48,48,46
Canales,56.714285714285715,38,3,61,75,76,78,66
Balenziaga,43.857142857142854,70,4,61,41,54,33,44
Rafael,51.285714285714285,62,3,70,49,66,51,58
Sebastian Rudy,59.285714285714285,59,3,71,63,72,76,71
Jonathas,62.142857142857146,78,3,85,80,73,38,78
Aleksandar Dragović,52.714285714285715,76,4,69,41,53,61,65
Manuel Lanzini,59.0,56,3,73,69,72,72,68
Victor Wanyama,57.857142857142854,73,3,79,63,65,57,65
Alfred N'Diaye,46.57142857142857,55,3,73,46,63,32,54
Nicolas Nkoulou,41.714285714285715,74,3,58,33,46,28,50
Volkan Babacan,11.857142857142858,16,2,14,15,12,12,12
Seydou Doumbia,65.57142857142857,73,3,79,79,75,71,79
Pavel Mamaev,63.0,60,4,72,76,73,71,85
Artem Dzyuba,64.42857142857143,88,3,79,78,66,60,77
Maurício,47.0,78,3,56,42,53,45,52
Yann M'Vila,55.714285714285715,61,3,68,56,67,67,68
Kieran Gibbs,52.714285714285715,68,2,72,47,65,52,63
Mariano,56.0,66,3,84,54,68,56,61
Sofiane Feghouli,58.714285714285715,60,3,79,68,71,68,62
Fernando,53.857142857142854,70,2,76,54,68,53,54
Claudio Yacob,55.714285714285715,78,3,63,58,67,55,66
Roberto,16.428571428571427,19,2,36,14,11,14,19
Moussa Sissoko,63.142857142857146,70,2,85,72,71,74,68
Maximiliano Pereira,53.857142857142854,67,3,76,58,60,50,63
Sidnei,47.142857142857146,74,2,61,46,50,39,58
William Vainqueur,47.142857142857146,62,3,76,50,62,45,32
Miguel Veloso,64.42857142857143,67,3,83,61,80,84,73
Fabricio,15.285714285714286,14,3,25,14,14,15,22
Vieirinha,57.0,42,4,75,73,72,67,66
Fabian Johnson,53.142857142857146,60,4,69,70,59,57,53
Demba Ba,67.85714285714286,78,3,81,80,71,73,89
Bryan Ruíz,63.57142857142857,75,2,80,66,77,74,71
Marcus Berg,61.57142857142857,77,4,79,80,74,47,70
Pontus Wernbloom,57.142857142857146,87,2,81,60,72,32,66
David Ospina,16.285714285714285,15,3,35,10,12,13,26
Ignacio Piatti,59.142857142857146,45,4,80,76,75,64,70
Valter Birsa,64.0,60,3,84,64,83,78,76
Matías Fernández,61.142857142857146,50,4,80,62,78,82,72
Marcano,43.857142857142854,83,3,65,42,42,37,35
Simon Mignolet,20.428571428571427,16,2,45,11,16,12,41
Sergio Romero,11.857142857142858,12,3,14,14,11,13,16
Domenico Criscito,53.0,66,3,68,56,59,51,68
Castán,37.42857142857143,76,2,63,21,36,24,40
Moussa Sow,62.57142857142857,77,4,78,77,73,54,75
Diego Valeri,64.85714285714286,68,3,79,70,84,79,71
Nuri Şahin,56.0,61,3,72,61,77,79,39
Jonny Evans,35.285714285714285,81,2,42,28,25,25,44
Danilo,43.857142857142854,72,3,72,23,49,38,50
Nicolás Pareja,61.0,80,3,77,51,69,78,69
Ştefan Radu,55.142857142857146,70,3,79,55,74,48,57
Nicolas Lombaerts,49.714285714285715,83,2,67,38,53,57,48
Giuseppe Rossi,66.14285714285714,63,3,74,84,80,72,87
Llorente,60.57142857142857,90,3,79,78,64,40,70
Bafétimbi Gomis,66.85714285714286,81,3,84,80,75,62,83
Mathieu Debuchy,57.857142857142854,74,3,74,59,68,61,66
Ibrahim Afellay,59.57142857142857,46,4,75,71,76,75,70
Jefferson Farfán,64.28571428571429,58,3,81,75,74,80,79
Manuel Fernandes,63.142857142857146,59,4,83,71,80,70,75
Scott Dann,38.714285714285715,85,3,52,40,32,29,30
Clint Dempsey,66.71428571428571,76,4,82,82,79,73,71
Michael Bradley,60.857142857142854,68,3,79,62,72,71,71
Yoann Gourcuff,64.57142857142857,73,4,78,66,76,79,76
Hilton,50.42857142857143,79,3,55,45,59,48,64
Pablo Batalla,65.71428571428571,79,4,72,73,72,78,82
Gaël Clichy,40.857142857142854,70,4,52,34,43,38,45
Klaas-Jan Huntelaar,63.42857142857143,80,4,81,81,78,64,56
Luisão,51.57142857142857,82,2,73,45,45,48,66
Vasiliy Berezutskiy,43.42857142857143,78,3,71,23,41,43,45
Igor Denisov,53.714285714285715,59,3,67,63,68,54,62
Alexandr Samedov,63.42857142857143,59,3,73,74,75,79,81
Jesús Navas,51.142857142857146,47,3,75,61,70,46,56
Xabi Prieto,66.0,75,3,73,73,81,73,84
Javi Fuego,53.57142857142857,60,3,72,54,64,62,60
Marcelo Barovero,14.428571428571429,13,3,14,13,19,19,20
Lisandro López,66.85714285714286,76,4,77,79,75,73,84
Guillermo Ochoa,14.714285714285714,19,3,25,12,11,17,16
Bruno Alves,65.71428571428571,79,3,83,62,78,80,75
Burak Yılmaz,67.0,72,3,85,82,73,75,79
Diego Benaglio,14.571428571428571,15,3,22,12,14,13,23
Zoran Tošić,62.0,52,3,74,77,80,81,67
Maxwell,56.42857142857143,68,2,71,71,72,52,59
Kim Källström,64.28571428571429,65,3,84,70,78,80,70
Tim Howard,16.571428571428573,12,3,26,13,15,14,33
Denys Boyko,17.571428571428573,18,3,38,18,17,14,15
Marcus Rashford,60.714285714285715,68,3,75,76,64,65,74
Miguel Almirón,53.714285714285715,47,3,69,67,72,60,58
Gabriel Jesus,59.57142857142857,61,4,73,80,72,54,73
Oyarzabal,52.57142857142857,44,3,73,73,75,53,47
André Silva,58.142857142857146,77,3,76,75,66,33,77
Soares,58.285714285714285,76,3,77,79,65,40,68
Nemanja Radoja,48.285714285714285,51,3,63,72,71,36,42
Marcos Acuña,57.0,55,3,77,61,82,78,43
Jorge Meré,37.714285714285715,80,3,48,22,27,33,51
Jony,57.0,44,3,68,75,73,75,61
Antonio Sanabria,60.857142857142854,69,4,75,80,65,64,69
Cheikh N'Doye,59.57142857142857,88,2,79,73,69,49,57
José Izquierdo,54.42857142857143,60,3,78,71,77,34,58
Gonzalo Escalante,52.57142857142857,58,3,77,56,58,52,64
Theo Bongonda,53.857142857142854,39,3,79,69,67,63,57
Sebastián Torrico,16.428571428571427,14,3,24,20,12,21,21
Morales,60.857142857142854,54,4,74,75,80,71,68
Wendell,46.857142857142854,52,2,60,37,59,72,46
Andrej Kramarić,65.28571428571429,69,4,79,79,76,71,79
Davide Zappacosta,54.857142857142854,60,2,74,60,70,59,59
Jemerson,37.57142857142857,78,2,45,23,35,26,54
Lucas Alario,58.57142857142857,81,3,74,80,62,40,70
Duván Zapata,63.0,78,4,86,81,64,64,64
Wylan Cyprien,62.42857142857143,67,3,82,74,79,79,53
Diego Llorente,40.714285714285715,73,3,45,39,37,35,53
Alex Telles,56.857142857142854,66,2,75,50,67,75,63
Timo Werner,55.857142857142854,65,4,71,82,64,42,63
André Hahn,59.142857142857146,71,4,84,79,77,52,47
Paulo Oliveira,38.285714285714285,77,2,61,25,29,29,45
Rachid Ghezzal,60.42857142857143,56,3,74,74,77,74,65
Grimaldo,53.57142857142857,52,2,73,49,68,80,51
Kevin Wimmer,32.42857142857143,75,3,40,21,25,28,35
Tiago Volpi,29.571428571428573,13,2,74,14,14,69,21
Joël Veltman,43.714285714285715,77,4,56,52,41,34,42
Sead Kolašinac,45.714285714285715,73,2,82,42,52,25,44
Guido Pizarro,52.42857142857143,60,3,66,59,65,54,60
Michael Keane,42.142857142857146,81,3,54,41,43,25,48
Jesse Lingard,56.714285714285715,61,3,71,72,69,56,65
Bigas,47.285714285714285,80,2,62,49,47,43,48
Vlad Chiricheş,51.714285714285715,73,3,82,56,72,25,51
Ben Davies,45.857142857142854,63,3,59,51,43,48,54
Carlos Sánchez,61.142857142857146,69,4,76,69,76,69,65
Santiago Gentiletti,46.142857142857146,76,2,78,13,48,63,43
Takashi Inui,50.857142857142854,41,3,54,65,77,65,51
Raúl Jiménez,62.714285714285715,82,4,78,75,69,45,86
Joel Campbell,60.57142857142857,52,2,82,70,74,69,75
Mário Rui,50.285714285714285,60,3,69,27,73,60,60
M'Baye Niang,61.714285714285715,64,4,84,70,74,66,70
Christoph Kramer,41.857142857142854,58,3,53,41,40,51,47
Konstantinos Fortounis,63.714285714285715,57,4,76,74,77,78,80
Joãozinho,63.857142857142854,63,2,73,74,76,76,83
André Carrillo,60.42857142857143,70,4,77,73,76,55,68
Rodrigo Moledo,42.0,75,2,60,35,33,44,45
Johannes Geis,64.0,65,4,90,51,79,84,75
Salif Sané,51.0,88,3,76,36,53,58,43
Milan Badelj,55.142857142857146,66,4,72,52,66,58,68
Agustín Marchesín,11.571428571428571,11,3,12,14,12,15,14
Łukasz Teodorczyk,60.57142857142857,80,2,77,82,69,49,65
Nacer Chadli,65.42857142857143,67,4,81,76,76,78,76
Cristian Tello,54.857142857142854,47,3,78,68,68,64,56
Bruno,37.42857142857143,75,3,66,23,22,31,42
Sebastian Rode,53.142857142857146,66,3,75,55,65,57,51
Nicolai Jørgensen,63.57142857142857,71,3,80,78,77,64,72
John Guidetti,67.85714285714286,67,3,85,79,80,80,81
Bruno Martins Indi,41.142857142857146,73,3,56,40,40,38,38
Jordy Clasie,49.57142857142857,27,4,77,34,71,70,64
Charles Aránguiz,62.0,53,4,80,67,73,76,81
Mathew Ryan,18.714285714285715,14,4,35,11,30,12,25
Rogelio Funes Mori,61.714285714285715,76,4,75,81,68,58,70
Aymen Abdennour,50.57142857142857,75,3,78,48,60,39,51
Mexer,43.0,76,3,49,44,59,32,38
Enzo Pérez,60.0,58,4,79,66,68,63,82
Teófilo Gutiérrez,63.57142857142857,73,3,78,80,76,63,72
Dorlan Pabón,64.42857142857143,51,4,86,78,77,75,80
Charlie Austin,62.714285714285715,81,2,83,82,71,43,77
Borja Bastón,61.57142857142857,77,4,81,78,73,46,72
Sergi Enrich,59.142857142857146,80,3,73,81,67,47,63
Hernán Pérez,57.714285714285715,54,4,88,70,78,62,48
Thomas Delaney,61.0,75,5,78,71,70,68,60
Davy Pröpper,62.857142857142854,65,3,82,66,84,71,69
Cenk Tosun,67.42857142857143,82,4,80,78,73,73,82
Koen Casteels,14.857142857142858,14,3,21,15,18,13,20
Emanuele Giaccherini,59.42857142857143,58,3,68,66,80,72,69
Allan Nyom,44.0,69,3,76,27,66,30,37
Kevin Vogt,54.285714285714285,77,3,78,50,57,62,53
Fontàs,47.142857142857146,73,3,58,45,47,52,52
Lamine Sané,42.0,83,2,69,29,55,23,33
Gökhan Töre,60.57142857142857,59,4,79,66,76,70,70
Fredy Montero,67.42857142857143,75,4,80,78,82,76,77
Celso Borges,64.57142857142857,68,4,80,75,79,69,77
Michail Antonio,63.285714285714285,88,4,75,73,70,60,73
Etxeita,38.285714285714285,75,3,54,29,34,43,30
Julian Baumgartlinger,47.285714285714285,69,3,73,39,39,49,59
Mehmet Ekici,65.57142857142857,60,5,85,65,83,87,74
Muniain,54.57142857142857,43,3,61,73,72,69,61
Susaeta,59.142857142857146,52,3,77,69,76,79,58
Etrit Berisha,14.285714285714286,12,2,24,13,15,12,22
Yannick Bolasie,55.0,51,4,81,64,71,49,65
Miguel Lopes,47.0,65,4,70,40,45,55,50
Senad Lulić,59.714285714285715,70,4,84,66,78,61,55
Rochina,60.57142857142857,54,2,82,70,81,68,67
Omar El Kaddouri,62.57142857142857,71,4,81,63,77,72,70
Denis Glushakov,63.0,68,4,85,73,77,59,75
Carlos Zambrano,45.42857142857143,76,3,67,41,54,33,44
Mame Diouf,60.714285714285715,87,3,80,80,64,36,75
Onur Kıvrak,13.0,14,2,23,10,12,11,19
Jefferson Montero,56.42857142857143,50,4,76,65,68,64,68
Keisuke Honda,65.85714285714286,72,3,84,60,82,84,76
Bernardo Espinosa,44.57142857142857,78,3,56,39,42,42,52
Marco Fabián,64.42857142857143,61,4,79,76,76,78,77
Ivelin Popov,63.57142857142857,66,4,80,74,74,76,71
Joe Allen,47.714285714285715,44,3,63,62,60,50,52
Romain Thomas,38.714285714285715,79,3,60,19,24,34,52
Mehdi Carcela-González,56.0,35,4,69,74,74,71,65
Sandro Wagner,64.0,88,4,84,82,72,54,64
Pablo Piatti,56.57142857142857,71,2,63,73,70,58,59
Eric Maxim Choupo-Moting,59.857142857142854,74,4,77,76,76,44,68
Sebastian Langkamp,34.142857142857146,86,3,48,18,24,22,38
Neven Subotić,49.285714285714285,84,3,81,29,47,58,43
Fabian Delph,55.0,53,3,80,63,73,48,65
Raúl Bobadilla,64.28571428571429,74,3,85,77,72,71,68
Troy Deeney,63.57142857142857,82,3,86,80,78,36,80
Håvard Nordtveit,54.285714285714285,77,3,72,40,66,66,56
Balázs Dzsudzsák,65.0,42,4,84,72,83,85,85
Andy Carroll,64.14285714285714,91,3,85,77,78,42,73
Bořek Dočkal,64.42857142857143,57,5,79,73,82,80,75
Marek Suchý,49.57142857142857,77,3,64,48,52,39,64
Luiz Adriano,60.714285714285715,76,3,76,82,70,42,76
Guilherme,12.571428571428571,13,2,22,11,16,12,12
Ki Sung Yueng,65.28571428571429,71,4,83,73,73,77,76
Ruud Vormer,64.57142857142857,70,4,77,74,73,75,79
Etienne Capoue,51.42857142857143,70,3,73,64,68,30,52
Paul Baysse,45.714285714285715,82,3,59,40,50,36,50
Cristian Zapata,35.714285714285715,76,2,60,22,28,24,38
Dieumerci Mbokani,60.714285714285715,79,3,80,77,68,46,72
Marouane Fellaini,60.142857142857146,91,3,75,70,72,46,64
Nahuel Guzmán,14.857142857142858,15,3,25,10,17,22,12
Adrián Ramos,61.0,86,3,76,78,64,48,72
Baiano,48.857142857142854,62,2,69,56,66,38,49
Jan Ďurica,48.0,81,3,83,30,58,67,14
Pedro León,60.857142857142854,36,3,82,72,79,83,71
Zlatko Junuzović,62.714285714285715,58,4,78,67,78,84,70
Luca Antonelli,49.42857142857143,72,3,70,58,51,41,51
Victor Moses,59.714285714285715,69,4,75,70,68,61,71
Zurutuza,57.42857142857143,65,5,65,72,75,59,61
Fraser Forster,17.142857142857142,13,5,36,13,12,19,22
Lasse Schøne,64.85714285714286,58,3,78,71,83,84,77
James McArthur,54.142857142857146,66,3,65,56,61,61,67
Mario Suárez,59.0,68,3,80,62,69,72,59
Steven Defour,60.57142857142857,62,3,76,66,75,73,69
Diego Buonanotte,57.142857142857146,36,4,69,63,81,76,71
Tim Krul,18.0,19,2,23,11,14,15,42
Jack Cork,43.857142857142854,71,4,57,54,50,24,47
Kenneth Vermeer,16.142857142857142,16,4,24,13,13,13,30
Rafinha,45.142857142857146,50,3,61,37,44,58,63
Salvatore Bocchetti,45.142857142857146,76,2,76,45,47,25,45
Ignazio Abate,46.857142857142854,68,2,68,38,60,44,48
Rasmus Elm,65.14285714285714,62,4,82,60,77,86,85
Marco Ruben,62.0,75,4,75,83,67,56,74
Jakub Błaszczykowski,57.714285714285715,48,4,77,68,70,67,70
Adriano,61.42857142857143,65,5,88,59,85,69,59
Tom Heaton,13.142857142857142,14,3,14,12,12,13,24
Oleksandr Kucher,44.285714285714285,75,3,59,49,49,42,33
Karim El Ahmadi,52.57142857142857,54,2,75,52,66,50,69
Javi García,55.57142857142857,86,3,82,59,54,44,61
David Abraham,54.0,79,2,77,48,53,63,56
Riccardo Montolivo,62.57142857142857,60,4,84,54,84,76,76
Fabio Quagliarella,67.85714285714286,60,4,87,80,89,78,77
Jurado,60.42857142857143,47,4,76,77,75,78,66
Ezequiel Lavezzi,58.714285714285715,48,4,76,69,69,76,69
Christian Gentner,61.42857142857143,76,4,81,73,77,54,65
Laurent Ciman,56.142857142857146,76,4,82,46,69,69,47
Thomas Vermaelen,58.42857142857143,82,3,78,52,68,64,62
Rodrigo Palacio,62.285714285714285,75,3,70,80,62,67,79
Per Ciljan Skjelbred,45.857142857142854,56,3,56,46,44,61,55
Ashley Young,58.285714285714285,51,3,75,69,73,72,65
Mark Noble,60.42857142857143,62,3,74,61,68,67,88
Aaron Lennon,48.285714285714285,28,3,64,69,57,55,62
Christophe Jallet,58.714285714285715,71,3,73,61,66,66,71
