Name,Passing,Vision,Crossing,Short_Pass,Long_Pass,Curve,Volleys
Héctor Herrera,69.33333333333333,74,65,76,74,67,60
Igor Akinfeev,25.833333333333332,62,19,23,22,19,10
Fernando Belluschi,81.33333333333333,86,81,81,80,85,75
Andriy Pyatov,25.833333333333332,63,13,29,24,14,12
Antonio Mirante,25.833333333333332,43,10,35,35,17,15
Federico Marchetti,25.833333333333332,45,13,36,35,14,12
James Milner,81.66666666666667,78,85,85,82,81,79
Michel Vorm,23.833333333333332,32,13,39,35,12,12
Daniel Baier,72.83333333333333,80,73,82,82,62,58
Atiba Hutchinson,71.16666666666667,66,70,85,76,67,63
Mehmet Topal,63.666666666666664,58,56,78,76,60,54
Bastian Schweinsteiger,82.33333333333333,84,78,84,84,82,82
René Adler,26.0,38,13,39,36,12,18
Jérémy Toulalan,62.833333333333336,74,67,80,76,53,27
Phil Jagielka,55.0,39,55,71,66,55,44
Stefano Sorrentino,24.5,34,11,36,34,14,18
Robin van Persie,79.33333333333333,79,77,74,75,86,85
Gareth Barry,75.66666666666667,74,80,83,74,78,65
Francesco Totti,85.66666666666667,91,83,90,85,75,90
Gianluigi Donnarumma,22.666666666666668,50,12,30,24,12,8
Nélson Semedo,60.0,60,75,70,53,60,42
Florin Andone,62.5,67,62,62,53,54,77
Sergej Milinković-Savić,71.16666666666667,77,56,78,76,72,68
Omar Al Soma,67.5,70,66,69,64,69,67
Petros,66.5,75,63,81,79,55,46
Victor Nilsson Lindelöf,49.333333333333336,55,48,67,60,35,31
Naby Keïta,68.83333333333333,80,62,80,73,63,55
Tiémoué Bakayoko,61.5,75,54,79,76,49,36
Mahmoud Dahoud,69.0,81,66,82,78,58,49
Rúben Semedo,47.333333333333336,48,38,65,60,22,51
Rafa,71.16666666666667,75,74,75,63,76,64
Dani García,65.5,74,55,85,81,61,37
Lisandro López,49.0,41,33,66,58,37,59
Ángel Correa,68.83333333333333,69,64,65,56,82,77
Andreas Christensen,51.333333333333336,58,49,75,69,32,25
Nabil Bentaleb,73.16666666666667,80,65,82,76,69,67
Stanislav Kritsyuk,21.833333333333332,35,20,31,21,12,12
Divock Origi,66.33333333333333,71,69,75,59,54,70
Max Meyer,73.5,80,74,81,72,74,60
Gayà,73.83333333333333,70,81,78,75,80,59
Marco Benassi,74.33333333333333,75,72,82,76,71,70
Pedro Santos,69.0,70,75,69,67,78,55
Elseid Hysaj,59.0,56,76,74,68,40,40
João Cancelo,72.33333333333333,66,81,78,73,81,55
Alessio Romagnoli,44.666666666666664,40,36,66,66,36,24
Piotr Zieliński,77.66666666666667,81,77,81,77,80,70
Bruno Peres,70.16666666666667,63,74,76,66,69,73
Ricardo Pereira,73.66666666666667,75,80,80,78,76,53
Óliver Torres,71.83333333333333,84,61,82,74,77,53
Filip Kostić,72.5,72,82,74,60,79,68
Emre Can,72.0,76,70,79,78,68,61
Matthias Ginter,66.83333333333333,68,73,75,74,58,53
Luciano Vietto,73.5,73,66,79,59,83,81
Arrizabalaga,32.666666666666664,55,25,32,36,25,23
Maximilian Arnold,76.0,77,63,80,77,73,86
Alassane Pléa,75.83333333333333,76,76,76,69,77,81
Denis Cheryshev,74.16666666666667,79,80,76,68,74,68
Edin Višća,70.83333333333333,69,76,75,62,70,73
Bernard,73.16666666666667,77,77,76,68,73,68
Daniele Baselli,77.66666666666667,80,74,82,78,79,73
Arkadiusz Milik,65.0,60,58,63,62,71,76
Bernat,73.16666666666667,70,82,80,72,76,59
Šime Vrsaljko,69.16666666666667,68,82,74,68,70,53
Eric Botteghin,38.833333333333336,32,30,59,62,25,25
John Stones,57.5,59,62,80,71,46,27
Jannik Vestergaard,51.0,50,46,69,61,41,39
Simone Zaza,62.0,66,52,65,45,68,76
Sergi Darder,68.66666666666667,82,61,84,78,60,47
Fernando,63.833333333333336,66,60,78,82,52,45
Memphis Depay,71.66666666666667,73,67,73,63,85,69
Jesé,69.0,70,73,77,65,74,55
Thomas Meunier,72.66666666666667,71,79,77,72,69,68
Eric Dier,65.0,66,67,75,76,54,52
Federico Fernández,43.833333333333336,44,23,70,56,49,21
Nicola Sansone,72.33333333333333,79,68,75,65,76,71
Gastón Ramírez,76.66666666666667,78,74,80,73,81,74
Faouzi Ghoulam,67.83333333333333,58,80,74,70,73,52
Gabriel,61.5,61,67,69,69,55,48
Vladimír Darida,75.33333333333333,78,75,81,75,78,65
Cédric,70.33333333333333,65,79,75,69,66,68
Lorenzo Tonelli,41.5,30,40,54,54,38,33
Benjamin Lecomte,20.333333333333332,41,13,17,21,20,10
Lucas Digne,68.66666666666667,72,78,80,69,68,45
Paco Alcácer,64.5,63,53,72,51,66,82
Heung Min Son,72.83333333333333,73,75,75,62,79,73
Vicente Gómez,67.83333333333333,79,57,85,79,59,48
Emre Çolak,76.16666666666667,78,77,79,78,75,70
André André,74.5,76,68,82,78,78,65
Dušan Tadić,79.5,84,79,81,77,83,73
Danilo,70.83333333333333,62,71,77,69,74,72
Pablo Sarabia,74.83333333333333,81,81,82,72,80,53
Alex Oxlade-Chamberlain,70.16666666666667,72,73,77,73,67,59
Marco Höger,75.33333333333333,77,75,80,75,72,73
Florian Lejeune,53.5,40,51,74,67,47,42
Giannelli Imbula,63.833333333333336,76,55,83,76,65,28
Nicolás Lodeiro,76.66666666666667,82,78,81,75,81,63
Daniel Caligiuri,73.16666666666667,76,76,77,64,78,68
Jeffrey Bruma,54.833333333333336,61,40,75,76,43,34
Willian José,62.333333333333336,63,54,73,46,63,75
Wahbi Khazri,76.0,79,82,81,69,80,65
Keko,76.66666666666667,81,83,77,76,73,70
Gil,47.833333333333336,44,47,65,69,39,23
Martin Braithwaite,73.33333333333333,76,73,79,65,72,75
Jaume Costa,64.0,57,79,78,65,67,38
Romain Hamouma,76.66666666666667,75,79,78,75,78,75
Escudero,68.0,56,81,75,77,72,47
Marcos Alonso,67.0,65,78,74,72,63,50
Holger Badstuber,68.83333333333333,67,71,75,77,74,49
Osvaldo Alonso,68.5,67,47,86,79,66,66
Juraj Kucka,72.0,74,68,78,76,68,68
Jeroen Zoet,30.166666666666668,57,17,37,38,13,19
Illarramendi,72.0,69,65,82,80,78,58
Adem Ljajić,75.33333333333333,78,74,78,68,80,74
Eliaquim Mangala,52.333333333333336,47,58,60,58,47,44
Canales,76.66666666666667,83,74,86,73,81,63
Balenziaga,69.0,62,81,75,72,76,48
Rafael,70.16666666666667,63,79,76,69,75,59
Sebastian Rudy,76.16666666666667,80,73,81,79,78,66
Jonathas,58.166666666666664,65,61,63,46,40,74
Aleksandar Dragović,52.666666666666664,67,49,69,62,32,37
Manuel Lanzini,73.0,76,74,77,75,75,61
Victor Wanyama,66.16666666666667,67,63,75,68,62,62
Alfred N'Diaye,55.833333333333336,62,58,78,70,36,31
Nicolas Nkoulou,63.5,67,60,77,76,37,64
Volkan Babacan,24.666666666666668,43,12,34,29,16,14
Seydou Doumbia,69.33333333333333,74,46,74,65,79,78
Pavel Mamaev,75.0,80,76,84,80,64,66
Artem Dzyuba,67.16666666666667,79,61,71,55,65,72
Maurício,51.666666666666664,46,40,67,62,44,51
Yann M'Vila,70.5,72,62,82,81,70,56
Kieran Gibbs,65.83333333333333,69,76,74,65,64,47
Mariano,72.66666666666667,64,83,76,73,82,58
Sofiane Feghouli,69.66666666666667,75,78,73,67,57,68
Fernando,62.666666666666664,62,60,75,73,65,41
Claudio Yacob,55.833333333333336,69,34,83,74,52,23
Roberto,27.333333333333332,45,15,39,38,14,13
Moussa Sissoko,73.16666666666667,68,76,79,74,75,67
Maximiliano Pereira,68.66666666666667,65,78,76,70,66,57
Sidnei,53.0,44,56,71,68,36,43
William Vainqueur,64.83333333333333,66,64,77,74,52,56
Miguel Veloso,81.0,80,82,83,85,86,70
Fabricio,31.5,55,15,43,44,19,13
Vieirinha,72.5,74,76,76,70,74,65
Fabian Johnson,73.66666666666667,74,79,79,72,72,66
Demba Ba,73.0,68,77,73,65,76,79
Bryan Ruíz,78.66666666666667,80,78,80,72,83,79
Marcus Berg,64.16666666666667,66,56,72,51,66,74
Pontus Wernbloom,62.166666666666664,69,58,75,72,53,46
David Ospina,23.5,40,11,36,32,10,12
Ignacio Piatti,73.33333333333333,77,69,76,70,76,72
Valter Birsa,77.66666666666667,81,78,80,76,78,73
Matías Fernández,77.0,78,78,80,76,80,70
Marcano,51.833333333333336,48,49,73,67,39,35
Simon Mignolet,26.0,40,11,39,34,16,16
Sergio Romero,26.333333333333332,44,11,38,36,12,17
Domenico Criscito,71.66666666666667,71,74,77,75,71,62
Castán,41.0,37,34,58,64,31,22
Moussa Sow,72.83333333333333,73,65,74,64,75,86
Diego Valeri,77.0,82,78,78,76,80,68
Nuri Şahin,81.5,82,80,82,82,83,80
Jonny Evans,51.5,45,52,72,62,32,46
Danilo,42.0,42,30,60,64,34,22
Nicolás Pareja,67.16666666666667,56,65,81,82,70,49
Ştefan Radu,60.166666666666664,60,67,71,67,45,51
Nicolas Lombaerts,60.166666666666664,48,63,75,73,59,43
Giuseppe Rossi,74.0,76,68,76,66,78,80
Llorente,61.833333333333336,70,44,71,49,57,80
Bafétimbi Gomis,64.83333333333333,69,61,73,46,61,79
Mathieu Debuchy,71.16666666666667,64,79,75,73,74,62
Ibrahim Afellay,77.0,78,78,81,74,79,72
Jefferson Farfán,76.33333333333333,78,80,77,73,81,69
Manuel Fernandes,77.16666666666667,79,79,79,80,77,69
Scott Dann,45.333333333333336,55,30,63,65,30,29
Clint Dempsey,72.0,72,66,78,69,72,75
Michael Bradley,75.83333333333333,75,71,82,84,72,71
Yoann Gourcuff,79.0,83,76,81,82,82,70
Hilton,62.333333333333336,67,62,75,77,42,51
Pablo Batalla,78.66666666666667,81,80,83,80,76,72
Gaël Clichy,65.0,59,75,64,69,64,59
Klaas-Jan Huntelaar,66.16666666666667,61,63,73,44,73,83
Luisão,52.333333333333336,48,50,65,58,36,57
Vasiliy Berezutskiy,60.666666666666664,62,59,74,79,51,39
Igor Denisov,69.16666666666667,72,67,80,74,62,60
Alexandr Samedov,76.0,80,80,80,69,86,61
Jesús Navas,76.0,74,77,76,74,80,75
Xabi Prieto,80.33333333333333,84,88,85,83,81,61
Javi Fuego,66.83333333333333,69,59,78,72,70,53
Marcelo Barovero,26.833333333333332,51,14,36,23,19,18
Lisandro López,71.66666666666667,71,66,75,68,76,74
Guillermo Ochoa,26.0,48,15,31,32,14,16
Bruno Alves,67.5,58,67,68,75,77,60
Burak Yılmaz,66.5,62,68,66,60,66,77
Diego Benaglio,23.5,37,14,32,31,15,12
Zoran Tošić,74.16666666666667,75,70,78,72,82,68
Maxwell,77.66666666666667,74,86,82,82,72,70
Kim Källström,82.83333333333333,82,83,83,85,85,79
Tim Howard,26.5,52,16,33,32,14,12
Denys Boyko,23.5,42,11,29,41,11,7
Marcus Rashford,67.83333333333333,70,68,73,56,67,73
Miguel Almirón,73.33333333333333,78,68,80,70,69,75
Gabriel Jesus,70.16666666666667,72,66,74,66,76,67
Oyarzabal,71.0,75,79,76,69,63,64
André Silva,65.5,66,59,67,58,69,74
Soares,60.666666666666664,58,52,63,54,68,69
Nemanja Radoja,58.0,80,44,77,78,37,32
Marcos Acuña,75.66666666666667,78,84,76,71,78,67
Jorge Meré,44.166666666666664,34,30,72,62,34,33
Jony,73.5,77,80,74,73,81,56
Antonio Sanabria,67.66666666666667,72,67,71,56,73,67
Cheikh N'Doye,69.66666666666667,74,68,79,82,60,55
José Izquierdo,67.16666666666667,72,70,69,63,75,54
Gonzalo Escalante,67.0,73,63,78,66,63,59
Theo Bongonda,68.5,73,78,77,61,64,58
Sebastián Torrico,21.333333333333332,37,18,23,18,14,18
Morales,70.0,71,76,71,63,78,61
Wendell,63.833333333333336,69,76,75,65,66,32
Andrej Kramarić,65.16666666666667,59,70,68,50,68,76
Davide Zappacosta,69.5,64,78,72,66,69,68
Jemerson,43.833333333333336,46,30,70,60,26,31
Lucas Alario,59.166666666666664,64,48,68,48,49,78
Duván Zapata,52.5,47,44,64,38,46,76
Wylan Cyprien,73.66666666666667,76,74,79,75,78,60
Diego Llorente,51.666666666666664,51,55,74,69,30,31
Alex Telles,74.83333333333333,67,81,74,77,84,66
Timo Werner,64.83333333333333,57,69,74,55,62,72
André Hahn,70.66666666666667,70,80,73,60,67,74
Paulo Oliveira,44.0,41,36,69,49,33,36
Rachid Ghezzal,73.16666666666667,77,74,78,71,80,59
Grimaldo,68.33333333333333,60,78,73,68,75,56
Kevin Wimmer,51.0,59,52,74,70,24,27
Tiago Volpi,33.5,39,20,31,26,65,20
Joël Veltman,58.166666666666664,56,69,74,72,40,38
Sead Kolašinac,53.5,56,74,68,49,43,31
Guido Pizarro,68.83333333333333,71,62,80,72,66,62
Michael Keane,51.333333333333336,52,51,73,70,32,30
Jesse Lingard,70.33333333333333,75,71,75,65,72,64
Bigas,54.5,35,68,74,60,46,44
Vlad Chiricheş,57.666666666666664,46,46,68,70,46,70
Ben Davies,64.5,69,75,74,68,64,37
Carlos Sánchez,74.0,79,72,74,73,71,75
Santiago Gentiletti,53.666666666666664,52,49,63,67,61,30
Takashi Inui,70.16666666666667,74,69,75,65,85,53
Raúl Jiménez,71.16666666666667,71,69,71,67,70,79
Joel Campbell,71.66666666666667,75,76,75,68,72,64
Mário Rui,66.16666666666667,60,77,73,71,63,53
M'Baye Niang,67.33333333333333,68,67,72,57,68,72
Christoph Kramer,63.0,70,61,75,69,54,49
Konstantinos Fortounis,75.0,76,73,78,74,78,71
Joãozinho,74.0,76,73,77,74,76,68
André Carrillo,74.5,76,77,74,62,82,76
Rodrigo Moledo,44.833333333333336,42,35,60,58,52,22
Johannes Geis,81.0,80,86,78,86,90,66
Salif Sané,52.0,61,57,70,65,33,26
Milan Badelj,73.5,78,69,82,82,64,66
Agustín Marchesín,30.833333333333332,65,18,37,34,16,15
Łukasz Teodorczyk,63.666666666666664,65,58,69,64,50,76
Nacer Chadli,74.33333333333333,76,75,77,68,77,73
Cristian Tello,70.0,69,74,75,64,72,66
Bruno,43.5,35,21,65,68,49,23
Sebastian Rode,65.5,71,69,75,72,51,55
Nicolai Jørgensen,70.16666666666667,75,68,73,63,69,73
John Guidetti,65.83333333333333,60,67,70,53,68,77
Bruno Martins Indi,51.333333333333336,35,71,69,69,30,34
Jordy Clasie,77.5,83,70,81,78,80,73
Charles Aránguiz,76.83333333333333,82,78,83,81,69,68
Mathew Ryan,34.5,53,23,40,45,23,23
Rogelio Funes Mori,70.16666666666667,72,65,70,65,75,74
Aymen Abdennour,53.5,53,56,68,64,48,32
Mexer,55.833333333333336,60,40,75,55,55,50
Enzo Pérez,69.5,73,66,85,73,62,58
Teófilo Gutiérrez,72.83333333333333,76,73,77,69,67,75
Dorlan Pabón,72.83333333333333,76,69,69,70,76,77
Charlie Austin,58.833333333333336,61,56,59,46,59,72
Borja Bastón,62.333333333333336,65,51,66,44,68,80
Sergi Enrich,65.33333333333333,63,65,69,61,55,79
Hernán Pérez,68.66666666666667,72,77,74,63,62,64
Thomas Delaney,71.5,76,67,78,76,71,61
Davy Pröpper,72.66666666666667,83,58,78,71,74,72
Cenk Tosun,67.16666666666667,61,64,70,60,72,76
Koen Casteels,26.333333333333332,38,15,35,37,20,13
Emanuele Giaccherini,75.33333333333333,76,78,78,70,76,74
Allan Nyom,61.666666666666664,54,75,65,64,68,44
Kevin Vogt,63.166666666666664,67,60,76,75,50,51
Fontàs,63.5,56,60,79,82,58,46
Lamine Sané,53.833333333333336,61,49,72,71,48,22
Gökhan Töre,75.16666666666667,74,78,75,77,77,70
Fredy Montero,78.83333333333333,83,76,78,68,86,82
Celso Borges,72.0,73,62,78,79,68,72
Michail Antonio,68.16666666666667,65,73,71,66,66,68
Etxeita,42.833333333333336,30,36,64,54,35,38
Julian Baumgartlinger,62.5,64,63,78,73,47,50
Mehmet Ekici,78.33333333333333,78,74,77,76,88,77
Muniain,70.66666666666667,71,74,73,65,78,63
Susaeta,79.33333333333333,83,88,80,81,82,62
Etrit Berisha,20.333333333333332,42,11,19,26,13,11
Yannick Bolasie,64.83333333333333,63,75,71,67,62,51
Miguel Lopes,69.0,62,82,75,70,70,55
Senad Lulić,75.16666666666667,72,82,78,78,76,65
Rochina,75.0,77,75,78,76,76,68
Omar El Kaddouri,76.0,79,73,80,77,77,70
Denis Glushakov,68.33333333333333,75,70,80,75,45,65
Carlos Zambrano,51.333333333333336,45,51,72,68,36,36
Mame Diouf,53.833333333333336,60,62,67,31,32,71
Onur Kıvrak,27.0,50,13,38,40,11,10
Jefferson Montero,71.83333333333333,73,74,74,70,76,64
Keisuke Honda,80.0,81,78,80,82,85,74
Bernardo Espinosa,55.333333333333336,49,51,75,62,51,44
Marco Fabián,75.16666666666667,77,74,76,73,76,75
Ivelin Popov,72.33333333333333,78,71,77,75,67,66
Joe Allen,65.83333333333333,72,68,84,75,58,38
Romain Thomas,47.0,37,50,73,65,39,18
Mehdi Carcela-González,72.0,69,71,73,69,80,70
Sandro Wagner,52.0,47,48,47,40,55,75
Pablo Piatti,73.5,74,76,75,63,81,72
Eric Maxim Choupo-Moting,72.33333333333333,67,69,76,70,77,75
Sebastian Langkamp,38.833333333333336,40,32,66,50,23,22
Neven Subotić,45.833333333333336,44,47,50,69,33,32
Fabian Delph,71.33333333333333,72,69,80,76,72,59
Raúl Bobadilla,70.83333333333333,64,75,73,59,78,76
Troy Deeney,66.16666666666667,67,55,73,60,68,74
Håvard Nordtveit,64.5,69,66,73,77,64,38
Balázs Dzsudzsák,77.83333333333333,81,84,73,72,84,73
Andy Carroll,62.833333333333336,65,64,65,56,53,74
Bořek Dočkal,80.0,84,86,80,76,82,72
Marek Suchý,51.166666666666664,50,43,72,67,32,43
Luiz Adriano,66.66666666666667,66,62,72,50,72,78
Guilherme,28.666666666666668,55,13,39,33,19,13
Ki Sung Yueng,75.66666666666667,82,74,86,81,76,55
Ruud Vormer,75.5,74,78,79,77,74,71
Etienne Capoue,68.66666666666667,66,70,79,75,61,61
Paul Baysse,59.0,60,65,74,70,56,29
Cristian Zapata,41.833333333333336,38,45,50,58,38,22
Dieumerci Mbokani,60.166666666666664,69,46,73,53,48,72
Marouane Fellaini,68.66666666666667,74,61,78,66,62,71
Nahuel Guzmán,31.666666666666668,55,20,39,46,18,12
Adrián Ramos,66.33333333333333,65,68,69,55,68,73
Baiano,61.833333333333336,50,75,70,63,63,50
Jan Ďurica,56.666666666666664,56,55,62,67,60,40
Pedro León,80.83333333333333,80,88,80,82,87,68
Zlatko Junuzović,79.83333333333333,75,85,78,77,88,76
Luca Antonelli,65.33333333333333,64,76,72,68,69,43
Victor Moses,70.5,71,74,71,69,75,63
Zurutuza,71.33333333333333,76,69,83,73,72,55
Fraser Forster,23.0,44,19,27,19,10,19
Lasse Schøne,80.5,82,81,83,74,84,79
James McArthur,65.66666666666667,71,66,78,74,54,51
Mario Suárez,68.5,75,64,82,81,66,43
Steven Defour,74.0,80,72,80,78,70,64
Diego Buonanotte,75.33333333333333,80,74,80,74,83,61
Tim Krul,24.5,44,13,36,25,13,16
Jack Cork,64.66666666666667,74,57,80,78,39,60
Kenneth Vermeer,31.166666666666668,65,13,49,33,16,11
Rafinha,70.33333333333333,63,81,79,70,79,50
Salvatore Bocchetti,50.333333333333336,51,56,61,66,30,38
Ignazio Abate,66.83333333333333,60,76,74,68,69,54
Rasmus Elm,82.0,85,79,82,84,85,77
Marco Ruben,64.66666666666667,70,60,68,58,64,68
Jakub Błaszczykowski,75.16666666666667,75,76,78,70,75,77
Adriano,73.83333333333333,69,81,79,77,84,53
Tom Heaton,23.833333333333332,44,13,28,31,15,12
Oleksandr Kucher,56.0,62,42,63,62,43,64
Karim El Ahmadi,72.16666666666667,76,60,83,81,68,65
Javi García,62.666666666666664,63,47,80,72,55,59
David Abraham,60.833333333333336,55,44,74,73,54,65
Riccardo Montolivo,80.5,84,76,84,86,79,74
Fabio Quagliarella,73.33333333333333,71,66,71,71,76,85
Jurado,77.16666666666667,79,78,79,75,80,72
Ezequiel Lavezzi,73.5,75,77,78,61,74,76
Christian Gentner,72.83333333333333,75,67,78,76,69,72
Laurent Ciman,66.83333333333333,63,66,75,79,64,54
Thomas Vermaelen,63.5,51,63,78,72,61,56
Rodrigo Palacio,72.33333333333333,76,70,74,60,78,76
Per Ciljan Skjelbred,68.83333333333333,76,69,79,79,70,40
Ashley Young,76.66666666666667,77,84,74,66,84,75
Mark Noble,75.16666666666667,80,71,81,79,71,69
Aaron Lennon,68.66666666666667,73,78,76,54,63,68
Christophe Jallet,75.16666666666667,75,76,79,77,74,70
Sergey Ryzhikov,23.166666666666668,48,19,20,19,19,14
Soldado,73.83333333333333,78,74,78,58,74,81
Oscar Wendt,73.16666666666667,72,81,80,77,79,50
Gökhan Gönül,69.0,72,78,74,68,65,57
José Sosa,80.16666666666667,82,78,80,78,86,77
Ragnar Klavan,56.5,60,52,72,73,48,34
Willy Caballero,27.833333333333332,38,12,33,48,23,13
Vágner Love,64.16666666666667,72,57,71,45,68,72
Robert Huth,46.166666666666664,32,31,61,67,30,56
Gomes,23.5,59,15,23,19,12,13
Martín Demichelis,47.5,40,53,66,63,27,36
Selçuk İnan,79.5,80,79,83,80,84,71
Alexander Meier,78.33333333333333,79,70,76,77,88,80
Sergey Ignashevich,54.833333333333336,50,49,70,77,51,32
Reyes,79.16666666666667,82,82,80,77,85,69
Nigel de Jong,64.83333333333333,66,59,74,78,59,53
Mathieu Bodmer,76.83333333333333,83,70,85,82,76,65
Joaquín,80.66666666666667,81,87,80,79,89,68
Claudio Pizarro,73.0,79,60,77,70,75,77
César Navas,49.0,54,53,57,68,33,29
Alessandro Gamberini,41.166666666666664,26,32,58,58,46,27
Kylian Mbappe Lottin,71.83333333333333,77,70,75,68,74,67
Alban Lafont,28.333333333333332,45,13,52,38,13,9
Renato Sanches,67.0,68,60,76,71,59,68
Formosandrinho,61.5,56,57,65,58,61,72
Sidney Pessinho,70.16666666666667,72,71,75,77,81,45
Everticinho,70.33333333333333,64,76,76,59,76,71
Louri Beretta,59.833333333333336,58,56,63,47,59,76
Claudio Coíntra,77.33333333333333,77,74,75,75,86,77
Maikel Catarino,64.66666666666667,61,77,71,75,55,49
Ronaldo Esler,64.16666666666667,68,76,73,59,54,55
Gazzolisco,71.33333333333333,56,76,77,67,81,71
Raphaelito Anjos,24.166666666666668,71,10,24,23,9,8
Mauricio Lemos,47.5,44,50,68,61,32,30
Dalbert,67.66666666666667,66,77,74,69,68,52
Lorenzo Pellegrini,74.33333333333333,75,72,82,79,69,69
Yeray,54.666666666666664,34,48,67,68,56,55
Vincent Janssen,51.333333333333336,50,33,74,31,54,66
Pablo Fornals,70.0,78,71,81,78,58,54
Marcos Llorente,63.833333333333336,73,56,84,81,45,44
Martín Campaña,24.5,49,21,25,25,15,12
Nadiem Amiri,73.83333333333333,77,73,79,73,76,65
Vincent Koziello,73.66666666666667,80,73,81,73,72,63
Vallejo,52.166666666666664,43,42,76,73,39,40
Şener Özbayraklı,70.16666666666667,68,76,74,72,76,55
Franco Cervi,67.5,73,70,74,63,70,55
Malcom,71.16666666666667,77,73,76,66,72,63
Rick Karsdorp,69.33333333333333,68,78,71,73,60,66
Dani Ceballos,72.16666666666667,80,70,79,78,69,57
Hirving Lozano,69.83333333333333,70,70,71,68,69,71
Yoan Cardinale,30.5,48,20,49,33,13,20
Badou Ndiaye,71.66666666666667,69,71,76,71,78,65
Alessandro Schöpf,68.16666666666667,65,71,75,64,69,65
Davinson Sánchez,42.666666666666664,44,36,65,61,22,28
Matias Vecino,70.16666666666667,75,68,80,76,60,62
Georges-Kévin Nkoudou,71.16666666666667,69,74,74,62,74,74
Sandro,65.83333333333333,56,65,68,49,83,74
Wesley Hoedt,55.0,62,40,68,74,31,55
Bastos,43.833333333333336,28,36,68,65,35,31
Wallace,40.166666666666664,31,34,57,50,33,36
Youri Tielemans,78.5,78,73,77,81,84,78
Alen Halilović,74.5,80,72,80,71,80,64
Yuriy Lodygin,26.166666666666668,61,15,26,26,16,13
Silvan Widmer,68.83333333333333,68,82,75,73,67,48
Gino Peruzzi,60.333333333333336,53,68,69,66,66,40
Pablo Pérez,67.83333333333333,80,69,78,76,65,39
Darío Benedetto,66.83333333333333,69,61,68,65,67,71
Iván Marcone,65.0,62,58,79,83,59,49
Matías Kranevitter,58.666666666666664,66,60,74,72,47,33
Emmanuel Mas,67.0,70,68,73,67,64,60
Franco Armani,24.5,55,18,24,21,14,15
Daniel Torres,64.83333333333333,71,62,76,75,57,48
Felipe Pardo,72.16666666666667,66,76,70,67,83,71
Sardar Azmoun,64.5,60,64,69,59,66,69
Alan Ruiz,78.83333333333333,80,77,79,80,75,82
Diego Rolán,70.0,74,73,76,62,68,67
Mohamed Elneny,66.5,70,68,79,74,69,39
Mario Lemina,73.66666666666667,76,72,81,77,68,68
Anderson Talisca,77.33333333333333,74,76,76,77,85,76
Bruno Fernandes,73.5,74,70,78,76,69,74
Roberto Gagliardini,72.0,78,64,80,74,67,69
Kerem Demirbay,72.83333333333333,78,72,80,74,74,59
Nicolás Tagliafico,59.833333333333336,66,66,67,66,61,33
Pablo De Blasis,69.33333333333333,71,68,74,66,77,60
Carles Gil,76.83333333333333,77,78,80,79,76,71
Luca Zuffi,76.66666666666667,82,77,84,77,75,65
Juan Fernando Quintero,75.0,77,75,78,75,80,65
Jonny,60.0,55,76,66,59,60,44
Otávio,72.5,77,74,77,72,74,61
Alexander Szymanowski,71.0,76,78,74,63,69,66
Jhon Córdoba,62.333333333333336,62,55,69,54,60,74
Jozabed,68.83333333333333,77,61,78,72,71,54
Pacheco,23.0,45,12,23,25,20,13
Sam Larsson,71.16666666666667,73,73,70,71,75,65
