Name,Pace,Acceleration,Speed
Etienne Capoue,60.0,65,55
Paul Baysse,65.0,62,68
Cristian Zapata,67.0,65,69
Dieumerci Mbokani,78.5,76,81
Marouane Fellaini,54.5,54,55
Nahuel Guzmán,51.5,51,52
Adrián Ramos,80.5,78,83
Baiano,77.5,77,78
Jan Ďurica,49.0,49,49
Pedro León,65.0,61,69
Zlatko Junuzović,77.5,78,77
Luca Antonelli,77.0,75,79
Victor Moses,85.0,86,84
Zurutuza,68.0,67,69
Fraser Forster,33.5,32,35
Lasse Schøne,59.5,63,56
James McArthur,65.5,67,64
Mario Suárez,60.5,58,63
Steven Defour,68.5,71,66
Diego Buonanotte,78.0,77,79
Tim Krul,42.5,50,35
Jack Cork,59.5,64,55
Kenneth Vermeer,60.0,65,55
Rafinha,72.0,75,69
Salvatore Bocchetti,74.0,74,74
Ignazio Abate,87.0,85,89
Rasmus Elm,51.5,55,48
Marco Ruben,76.5,77,76
Jakub Błaszczykowski,77.0,77,77
Adriano,76.0,77,75
Tom Heaton,51.0,52,50
Oleksandr Kucher,63.5,62,65
Karim El Ahmadi,66.0,67,65
Javi García,65.0,64,66
David Abraham,81.0,77,85
Riccardo Montolivo,60.0,55,65
Fabio Quagliarella,72.0,76,68
Jurado,71.0,73,69
Ezequiel Lavezzi,81.5,81,82
Christian Gentner,54.5,54,55
Laurent Ciman,73.0,72,74
Thomas Vermaelen,68.0,69,67
Rodrigo Palacio,81.0,83,79
Per Ciljan Skjelbred,67.0,68,66
Ashley Young,80.5,83,78
Mark Noble,51.5,51,52
Aaron Lennon,86.5,87,86
Christophe Jallet,73.0,72,74
Sergey Ryzhikov,37.5,40,35
Soldado,61.0,60,62
Oscar Wendt,77.5,77,78
Gökhan Gönül,83.0,84,82
José Sosa,77.0,77,77
Ragnar Klavan,64.0,63,65
Willy Caballero,51.5,49,54
Vágner Love,74.5,76,73
Robert Huth,40.5,32,49
Gomes,51.0,50,52
Martín Demichelis,33.5,33,34
Selçuk İnan,61.0,62,60
Alexander Meier,43.0,34,52
Sergey Ignashevich,33.5,33,34
Reyes,72.0,75,69
Nigel de Jong,67.0,67,67
Mathieu Bodmer,44.0,45,43
Joaquín,70.0,69,71
Claudio Pizarro,45.0,45,45
César Navas,44.0,33,55
Alessandro Gamberini,67.0,65,69
Kylian Mbappe Lottin,87.5,87,88
Alban Lafont,46.5,48,45
Renato Sanches,80.5,79,82
Formosandrinho,81.0,81,81
Sidney Pessinho,72.0,72,72
Everticinho,80.0,84,76
Louri Beretta,82.5,84,81
Claudio Coíntra,80.5,87,74
Maikel Catarino,78.0,81,75
Ronaldo Esler,87.0,88,86
Gazzolisco,81.5,81,82
Raphaelito Anjos,41.5,41,42
Mauricio Lemos,70.5,69,72
Dalbert,90.5,91,90
Lorenzo Pellegrini,77.0,79,75
Yeray,67.5,66,69
Vincent Janssen,74.0,72,76
Pablo Fornals,62.0,64,60
Marcos Llorente,57.0,58,56
Martín Campaña,44.0,40,48
Nadiem Amiri,73.5,78,69
Vincent Koziello,78.0,79,77
Vallejo,73.0,69,77
Şener Özbayraklı,84.0,83,85
Franco Cervi,89.5,91,88
Malcom,83.0,86,80
Rick Karsdorp,86.5,86,87
Dani Ceballos,70.0,74,66
Hirving Lozano,93.0,93,93
Yoan Cardinale,46.5,53,40
Badou Ndiaye,85.5,86,85
Alessandro Schöpf,80.5,84,77
Davinson Sánchez,71.5,68,75
Matias Vecino,69.0,69,69
Georges-Kévin Nkoudou,92.0,92,92
Sandro,78.5,79,78
Wesley Hoedt,67.0,67,67
Bastos,74.5,74,75
Wallace,71.0,68,74
Youri Tielemans,60.0,61,59
Alen Halilović,77.5,81,74
Yuriy Lodygin,44.5,49,40
Silvan Widmer,81.5,79,84
Gino Peruzzi,83.5,81,86
Pablo Pérez,70.5,70,71
Darío Benedetto,81.0,78,84
Iván Marcone,47.0,55,39
Matías Kranevitter,65.5,64,67
Emmanuel Mas,81.0,82,80
Franco Armani,32.0,30,34
Daniel Torres,58.0,59,57
Felipe Pardo,80.5,82,79
Sardar Azmoun,82.5,83,82
Alan Ruiz,62.5,61,64
Diego Rolán,76.5,75,78
Mohamed Elneny,62.5,61,64
Mario Lemina,79.0,79,79
Anderson Talisca,74.5,73,76
Bruno Fernandes,78.0,78,78
Roberto Gagliardini,74.0,75,73
Kerem Demirbay,65.0,64,66
Nicolás Tagliafico,90.5,91,90
Pablo De Blasis,81.5,87,76
Carles Gil,70.5,71,70
Luca Zuffi,71.5,72,71
Juan Fernando Quintero,74.0,76,72
Jonny,78.0,76,80
Otávio,76.5,78,75
Alexander Szymanowski,89.0,91,87
Jhon Córdoba,80.5,76,85
Jozabed,66.5,67,66
Pacheco,46.0,48,44
Sam Larsson,78.0,79,77
Abdul Rahman Baba,85.5,85,86
Andreas Samaris,60.5,59,62
Gabriel,62.5,66,59
Gerard Moreno,67.5,69,66
Erik Durm,82.5,83,82
Tobias Strobl,61.5,55,68
Marçal,81.0,83,79
Leandro Paredes,72.0,75,69
Roberto Torres,66.5,69,64
Mitchell Weiser,83.0,84,82
Dominique Heintz,61.5,55,68
Serge Gnabry,88.5,89,88
Jetro Willems,80.0,78,82
Leonardo Pavoletti,68.0,68,68
Zouhair Feddal,58.0,53,63
Sébastien Haller,76.5,75,78
Lucas Castro,79.0,79,79
Luís Hernández,72.0,71,73
Marcelo,73.5,72,75
Benjamin Mendy,79.5,79,80
Willi Orban,61.0,60,62
Rubén Pardo,67.0,65,69
Luís Neto,68.5,69,68
Jores Okore,78.5,78,79
Tomáš Vaclík,34.5,34,35
Zé Luís,74.5,74,75
Pavel Kadeřábek,81.0,77,85
Tonny Vilhena,74.5,79,70
Terence Kongolo,80.0,82,78
Leonardo Bittencourt,84.0,89,79
Álvaro,71.5,71,72
Stefano Sturaro,75.0,75,75
Naldo,53.5,52,55
Recio,56.5,59,54
Valentin Eysseric,73.5,74,73
Ahmed Musa,93.5,95,92
Jordan Veretout,66.5,68,65
David López,60.5,58,63
Ciprian Tătăruşanu,48.5,50,47
Ladislav Krejčí,85.0,86,84
Aïssa Mandi,67.5,66,69
Ismaily,82.0,84,80
Nicolas De Préville,84.5,87,82
Marafona,36.5,36,37
Marko Dević,77.5,77,78
Mark Uth,75.5,76,75
Nicolás Blandi,66.0,67,65
Campaña,66.5,66,67
Marco van Ginkel,71.5,67,76
Wilson Eduardo,80.5,78,83
Ramiro Funes Mori,72.0,69,75
Dennis Praet,75.5,77,74
Sergi Gómez,49.5,54,45
Brice Dja Djédjé,81.5,79,84
Sergio Álvarez,68.5,69,68
Juan Manuel Iturbe,91.5,93,90
Luis Muriel,89.0,88,90
Vincent Aboubakar,82.0,79,85
Nampalys Mendy,74.0,75,73
Luis Alberto,66.0,68,64
Florentin Pogba,67.0,65,69
Stefan Bell,64.0,61,67
Rodrigo,88.5,89,88
Benjamin Stambouli,65.0,66,64
Jordi Amat,67.5,63,72
Jens Toornstra,70.5,68,73
Papy Djilobodji,71.0,70,72
Ioannis Fetfatzidis,85.0,92,78
Danny Ings,86.5,89,84
Javi López,72.0,69,75
Andros Townsend,85.5,86,85
Montoya,83.0,82,84
Shinji Okazaki,76.0,79,73
Alper Potuk,86.0,87,85
André Pinto,52.0,51,53
Nemanja Pejčinović,58.5,55,62
Germán Pezzella,53.5,53,54
Mattia Destro,77.0,76,78
Guram Kashia,60.0,54,66
Ezequiel Schelotto,81.0,77,85
Marko Baša,47.0,46,48
Costel Pantilimon,45.0,48,42
Marvin Plattenhardt,76.5,76,77
Bóveda,75.5,75,76
Andrea Bertolacci,76.0,75,77
Diego Reyes,67.5,67,68
Sébastien Corchia,75.0,75,75
Tomás Rincón,77.0,79,75
Tolgay Arslan,74.0,75,73
Jan Kirchhoff,69.5,65,74
Sebastián Blanco,80.0,79,81
Rubén Pérez,59.0,60,58
Luuk de Jong,60.0,55,65
Éder,77.0,77,77
Tom Cleverley,70.0,66,74
Victor Sánchez,64.5,62,67
Benjamin Hübner,54.5,54,55
Souza,69.5,68,71
Bastian Oczipka,70.5,66,75
Marcel Risse,84.0,84,84
Jonjo Shelvey,65.5,64,67
Mauro Díaz,74.0,79,69
Gustavo Bou,75.5,76,75
Mirko Valdifiori,68.0,68,68
Admir Mehmedi,75.5,75,76
Thomas Heurtaux,66.0,66,66
Lautaro Acosta,93.0,92,94
Daryl Janmaat,74.5,74,75
Lewis Holtby,70.5,74,67
Juanfran,80.0,78,82
Maicon,92.0,94,90
Wanderson,75.0,76,74
Mauricio Isla,78.0,81,75
Dayro Moreno,73.5,76,71
Alberto Paloschi,77.0,78,76
Christian Träsch,72.0,68,76
Cheikhou Kouyaté,77.0,75,79
Geoff Cameron,68.5,68,69
Ivan Radovanovic,61.5,55,68
Sven Ulreich,40.5,41,40
Leroy Fer,75.0,74,76
Kieran Trippier,78.0,78,78
Luca Rossettini,67.0,65,69
Benjamin Moukandjo,90.5,90,91
Kyriakos Papadopoulos,62.0,61,63
Facundo Roncaglia,67.0,63,71
Nicolai Müller,88.0,89,87
Nabil El Zhar,77.0,81,73
Yuri,78.5,79,78
Aurélien Chedjou,66.5,67,66
Henri Saivet,77.0,77,77
Valentin Stocker,71.5,75,68
Max Gradel,86.5,87,86
Roberto Rosales,78.0,78,78
Carlos Sánchez,67.0,66,68
Jose Holebas,82.0,78,86
Beto,40.5,47,34
Antonio Rukavina,75.0,73,77
Mapou Yanga-M'Biwa,72.0,69,75
Makoto Hasebe,66.5,66,67
Marcelo,68.5,65,72
Charles Kaboré,73.5,77,70
Mosquera,59.0,65,53
Stefano Okaka,75.5,73,78
Kamil Grosicki,87.5,85,90
Sebastian Prödl,52.5,53,52
Jonathan De Guzmán,78.5,79,78
Alessandro Matri,68.5,68,69
Vadis Odjidja-Ofoe,65.0,65,65
Felipe Caicedo,72.5,71,74
Fran Rico,59.5,63,56
Mariano Andújar,45.0,45,45
Nathan Dyer,90.0,92,88
Óscar Trejo,72.5,69,76
Marco Andreolli,64.0,62,66
Javi Varas,58.0,51,65
Perparim Hetemaj,78.0,78,78
Eljero Elia,90.0,92,88
Jonatan Maidana,61.0,54,68
Caner Erkin,83.0,83,83
Fábio Coentrão,76.5,77,76
Jay Rodriguez,81.5,79,84
Lee Cattermole,67.5,67,68
Darron Gibson,58.0,52,64
Shane Long,84.0,84,84
Rémy Riou,57.5,58,57
Ron Vlaar,51.5,42,61
Ari,77.0,79,75
Bebé,86.0,82,90
Ismael Sosa,90.0,91,89
Fernando Gago,64.5,63,66
Itumeleng Khune,35.0,35,35
Eugen Polański,59.0,63,55
Cyril Théréau,73.0,68,78
Charles,64.5,64,65
Sergio,43.5,44,43
Curtis Davies,68.0,68,68
Younès Kaboul,62.0,52,72
Andrea Raggi,58.5,55,62
Glenn Whelan,42.5,32,53
Guillaume Gillet,68.0,68,68
Johan Djourou,68.5,65,72
Mauro Boselli,65.0,64,66
Valon Behrami,66.5,66,67
Agirretxe,52.0,51,53
Jérémy Ménez,78.0,78,78
Gökhan İnler,53.5,53,54
Alexandre Song,70.5,68,73
Alfredo Talavera,58.0,58,58
Justo Villar,31.5,31,32
Robert Snodgrass,66.0,69,63
Yuriy Zhirkov,77.0,76,78
Mauro Zárate,80.0,82,78
Steven Davis,67.0,67,67
Francesco Magnanelli,68.0,68,68
Paul Verhaegh,73.5,73,74
Zydrunas Karcemarskas,42.0,42,42
Alexey Berezutskiy,49.5,44,55
Iván Ramis,45.5,43,48
David García,58.5,59,58
Volkan Demirel,42.5,43,42
Matías Delgado,66.5,71,62
Agustín Orión,44.0,44,44
Leon Britton,53.0,52,54
Christian Fuchs,67.0,66,68
Nicolás Burdisso,61.5,68,55
Esteban Cambiasso,55.0,55,55
Glen Johnson,77.0,77,77
Stefan Kießling,59.0,55,63
Wes Morgan,50.0,46,54
Jimmy Briand,76.5,73,80
Michael Dawson,32.5,34,31
Iraizoz,32.5,32,33
Jaime Valdés,68.5,71,66
Jelle Van Damme,67.0,65,69
Emmanuel Adebayor,69.5,68,71
Tranquillo Barnetta,74.0,76,72
Silvio Proto,59.0,60,58
Daniele Bonera,34.5,36,33
Rémy Vercoutre,37.0,36,38
Morgan De Sanctis,38.0,34,42
Eliseu,77.0,76,78
Roman Weidenfeller,22.0,20,24
Emre Belözoğlu,53.0,52,54
Marko Rog,75.5,76,75
Issa Diop,65.5,68,63
Amadou Diawara,76.0,76,76
Ronaldo Cabrais,80.5,88,73
David Seijalbo,64.0,58,70
Vieirundinho,61.0,63,59
Welington Dano,78.5,78,79
Nelsildo Reis,52.5,55,50
Fred Aníbão,32.0,31,33
Gabri Prestão,60.0,58,62
Rosberto Dourado,79.5,78,81
Everton Andrão,68.5,69,68
Eltildo Correia,57.5,52,63
Juiano Mestres,70.5,67,74
Antônio Chiamuloira,56.5,55,58
Leon Bailey,93.5,94,93
Marko Pjaca,85.0,85,85
Palhinha,59.0,53,65
Bart Ramselaar,83.5,84,83
Moussa Marega,86.0,85,87
Daniel Podence,89.5,92,87
André Onana,63.0,64,62
Aritz Elustondo,71.0,68,74
Kelechi Iheanacho,87.0,89,85
Ivan Ordets,69.5,61,78
Diogo Jota,81.5,82,81
Gonçalo Guedes,86.5,86,87
Danilo,67.5,66,69
Ozan Tufan,78.0,77,79
Aytaç Sulu,71.0,69,73
Ahmet Çalık,68.0,66,70
Breel Embolo,85.5,84,87
Nikola Vukcević,66.5,65,68
Erick Gutiérrez,77.5,78,77
Lucas Hernández,65.5,66,65
Andrija Živković,86.5,87,86
Óscar Romero,78.0,79,77
Enner Valencia,85.5,86,85
Sebastián Cristóforo,68.0,72,64
Diego Carlos,72.0,74,70
José Luis Gómez,92.5,93,92
Camarasa,63.0,65,61
Jonathan Calleri,76.0,75,77
Gustavo Gómez,61.0,55,67
Genki Haraguchi,84.5,85,84
Víctor García,83.0,82,84
Carlos Mané,87.0,88,86
Maximilian Philipp,81.0,83,79
Juan Pablo Añor,70.5,68,73
Matteo Politano,82.0,85,79
Kenny Tete,79.0,77,81
Capa,86.5,86,87
Armando Izzo,68.5,68,69
Fernando Monetti,56.5,56,57
Youssouf Sabaly,77.0,76,78
Deyverson,76.0,73,79
Gerardo Alcoba,67.5,67,68
Emiliano Rigoni,81.0,82,80
Édson Puch,85.0,88,82
Gastón Lezcano,85.5,87,84
Silvio Romero,80.5,80,81
Carlos Izquierdoz,52.5,54,51
Sebastián Pérez,68.0,70,66
Alexander Mejía,64.5,66,63
Frank Fabra,87.5,85,90
Éder Balanta,70.5,67,74
Ricardo Horta,77.0,78,76
Diego Laxalt,87.0,86,88
Aderllan Santos,55.0,49,61
Levin Öztunali,83.5,79,88
Niklas Stark,76.5,75,78
Nicolás Castillo,66.0,68,64
Gabriel,82.5,86,79
Óscar Duarte,64.5,60,69
Marcos Lopes,77.5,78,77
Santi Mina,80.0,80,80
Leander Dendoncker,67.5,66,69
Medrán,59.0,59,59
José Sá,45.0,42,48
Yannick Gerhardt,69.0,69,69
Iuri Medeiros,81.0,86,76
Dominik Kohr,66.0,66,66
Lazar Marković,91.5,91,92
Vincenzo Grifo,76.0,78,74
Robert Berić,69.0,68,70
Jonathan Gómez,77.5,79,76
Gianluca Lapadula,84.0,83,85
Manquillo,80.0,82,78
Chancel Mbemba,77.5,76,79
Ricardo Ferreira,59.5,54,65
Björn Engels,62.5,58,67
Mauro Dos Santos,63.5,61,66
Emerson,79.0,79,79
Marc Stendera,70.5,75,66
Jonas Hofmann,78.5,79,78
Ahmed Hassan,64.0,62,66
Fabian Schär,59.0,63,55
Thomas Partey,69.0,66,72
Matías Britos,83.5,83,84
Guilherme,64.5,62,67
Omar Mascarell,68.5,69,68
Christopher Jullien,71.5,69,74
Martín Mantovani,50.5,52,49
Alfred Duncan,76.0,75,77
Marten de Roon,66.0,66,66
Adnan Januzaj,80.5,84,77
Romain Saïss,69.5,68,71
Abdoulaye Doucouré,70.5,65,76
Matheus,45.5,44,47
Bertrand Traoré,85.0,86,84
Pedro Henrique,85.0,86,84
Roger,83.0,82,84
Yassine Benzia,75.5,76,75
João Pereira,76.0,76,76
Jordan Ferri,66.0,69,63
Mattia De Sciglio,81.0,79,83
Amin Younes,79.0,84,74
Jairo,86.5,87,86
Stefano Denswil,57.5,56,59
Lucas Ocampos,78.0,77,79
James Ward-Prowse,68.5,69,68
Alberto Moreno,89.0,89,89
Okay Yokuşlu,73.0,72,74
Fayçal Fajr,67.5,68,67
Jordan Pickford,44.5,48,41
Marcel Sabitzer,85.0,88,82
Emiliano Sala,64.0,59,69
Mauricio Pereyra,73.0,76,70
Ricardo Álvarez,65.5,64,67
Christophe Kerbrat,66.0,64,68
Julian Korb,73.5,78,69
Saido Berahino,82.5,85,80
Santiago Arias,84.5,85,84
Kerim Frei,90.5,91,90
Baptiste Reynet,43.0,41,45
Charly Musonda,88.0,89,87
Santiago Vergini,41.5,33,50
Anthony Knockaert,76.5,80,73
Felipe Gutiérrez,68.0,68,68
Mohamed Elyounoussi,82.5,83,82
Robin Knoche,57.0,61,53
Fabián Castillo,93.5,94,93
Aleix Vidal,91.0,89,93
Javi Espinosa,74.5,77,72
Serantes,60.0,55,65
Timmy Chandler,77.0,75,79
Jeffrey Gouweleeuw,72.5,69,76
Cristiano Piccini,77.5,76,79
Martin Hinteregger,67.5,64,71
Robbie Brady,81.5,84,79
Ermin Bičakčić,62.5,61,64
Nemanja Nikolić,74.5,76,73
Geoffrey Kondogbia,72.0,69,75
Samu García,77.5,77,78
Lionel Carole,82.5,82,83
Muhamed Bešić,71.5,68,75
Lukas Rupp,73.5,74,73
Steven Berghuis,75.5,79,72
Alan Patrick,78.0,79,77
Hans Vanaken,48.5,49,48
Pedro Obiang,68.5,69,68
Timor,55.0,54,56
Josué,69.5,68,71
Gálvez,51.5,50,53
Eric Bauthéac,81.0,81,81
Harun Tekin,38.5,40,37
Ibai Gómez,76.0,77,75
Nicolas Pallois,62.0,59,65
Timm Klose,50.0,48,52
Sergio León,77.5,80,75
Bibras Natcho,61.5,57,66
Raúl Navas,54.0,55,53
Óscar Murillo,69.5,66,73
Josip Drmić,77.0,76,78
Tomás Pina,61.0,62,60
Billy Ketkeophomphone,82.0,82,82
Philipp Wollscheid,51.0,50,52
Celso Ortíz,69.0,70,68
Jonas Martin,73.0,71,75
Jordan Ayew,77.0,77,77
Felix Wiedwald,34.0,34,34
Khouma Babacar,74.5,71,78
Adrien Regattin,79.5,79,80
Callum Wilson,91.5,93,90
Simone Verdi,84.0,89,79
Yonathan Del Valle,84.5,83,86
Macnelly Torres,54.0,55,53
Esteban Paredes,68.5,69,68
Joel Robles,50.5,49,52
Alfreð Finnbogason,68.0,67,69
Tom Cairney,72.0,74,70
Aaron Mooy,70.0,69,71
Jagoš Vuković,33.0,32,34
Laguardia,62.0,58,66
Nenad Tomović,71.0,69,73
Pontus Jansson,62.0,55,69
Andre Gray,91.0,91,91
André Almeida,67.5,67,68
Roger,55.0,55,55
Francesco Bardi,48.5,51,46
Guido Burgstaller,75.5,74,77
Diafra Sakho,78.5,78,79
Pape Souaré,81.0,83,79
Manuel Schmiedebach,72.0,75,69
Iago Herrerín,39.5,45,34
Christian Clemens,85.0,85,85
Marc Muniesa,61.0,54,68
Maxime Le Marchand,77.0,76,78
Sebastian Jung,75.0,75,75
Maxime Lestienne,84.5,85,84
Luciano Narsingh,93.0,93,93
Javier Aquino,91.5,92,91
Georgiy Schennikov,81.5,84,79
Alexandr Kokorin,84.0,85,83
Pedro Morales,69.0,69,69
Peter Pekarík,75.0,76,74
Sandro,72.0,68,76
Pascal Groß,67.5,68,67
Xandão,50.5,46,55
Benjamin André,69.0,69,69
Dominic Maroh,53.5,54,53
Léonard Kweuke,74.5,74,75
Matías Caruzzo,53.5,53,54
Markus Henriksen,65.0,62,68
Tony Jantschke,64.5,65,64
Grégory Sertic,70.5,69,72
Christian Kabasele,77.5,77,78
Łukasz Skorupski,51.0,51,51
Aaron Cresswell,78.0,78,78
Davide Santon,77.5,76,79
Danny Latza,68.0,69,67
Alex McCarthy,57.0,58,56
Bruno Fornaroli,78.0,79,77
Jimmy Durmaz,84.0,84,84
Volkan Şen,87.5,88,87
Jonathan Kodjia,83.5,84,83
Miguel Angel Britos,54.5,54,55
Michel Macedo,88.5,85,92
Serey Dié,70.5,73,68
Sofiane Hanni,73.5,76,71
Riccardo Meggiorini,78.0,78,78
Oupa Manyisa,75.0,76,74
Cheick Diabaté,51.5,50,53
Aatif Chahechouhe,79.0,81,77
Paul-José Mpoku,79.0,78,80
Dmitriy Tarasov,64.0,63,65
Siem de Jong,65.0,66,64
Franco Di Santo,72.0,66,78
Matt Ritchie,77.0,78,76
Fabio Borini,78.0,79,77
Gaël Kakuta,80.5,84,77
Diego Ângelo,53.0,54,52
Andrea Poli,77.0,77,77
Michał Pazdan,60.0,70,50
Maurício,74.5,77,72
Marcelo Larrondo,61.0,54,68
Michael Lang,76.5,75,78
Jonathan Biabiany,95.0,94,96
Kolbeinn Sigþórsson,67.5,66,69
Lamine Koné,60.5,55,66
Gregory van der Wiel,81.0,81,81
Maxi Moralez,82.0,86,78
Gabriel Mercado,78.0,77,79
Siphiwe Tshabalala,77.5,78,77
Anthony Mounier,82.5,86,79
Gottardi,41.5,43,40
Simon Terodde,69.0,64,74
Nils Petersen,61.0,59,63
Giovanni Sio,82.5,79,86
Fabian Frei,67.0,65,69
Fin Bartels,84.0,83,85
Marc Albrighton,79.0,80,78
Ciaran Clark,64.5,62,67
Mërgim Mavraj,51.5,50,53
Sebastian De Maio,66.5,65,68
Koo Ja Cheol,74.0,75,73
Marcelo Martins,62.5,64,61
Albin Ekdal,54.5,55,54
Rhodolfo,39.5,39,40
Luisinho,70.5,73,68
Dejan Damjanović,77.5,78,77
Eren Derdiyok,51.0,49,53
Thomas Kraft,50.5,49,52
Damien Da Silva,61.0,54,68
Emiliano Insúa,65.5,68,63
Pablo Hernández,74.5,74,75
Miralem Sulejmani,82.5,79,86
Marko Marin,76.0,79,73
Adrián González,62.5,61,64
Erik Pieters,68.0,67,69
Papa Kouli Diop,58.5,57,60
Sergio Sánchez,66.5,66,67
Granero,57.5,60,55
Lucas Deaux,63.5,62,65
Sidney Sam,86.0,86,86
Martin Harnik,80.5,79,82
Nabil Dirar,81.5,81,82
Ludovic Baal,81.5,78,85
Bojan Jokič,74.5,75,74
Fabian Lustenberger,63.5,66,61
Stefan Aigner,82.5,79,86
Andreas Beck,74.0,75,73
Simone Missiroli,67.5,67,68
Yeom Ki Hun,73.0,71,75
Jozy Altidore,69.0,69,69
Jelle Vossen,62.0,62,62
Sacha Kljestan,66.0,66,66
Sven Kums,65.0,64,66
Cristian Riveros,56.5,60,53
Gonzalo Castro,73.0,75,71
Adrián,76.0,77,75
Joselu,66.0,65,67
James Tomkins,55.5,55,56
Siqueira,72.0,69,75
Luca Cigarini,67.0,68,66
Keiren Westwood,47.5,50,45
Jonas Lössl,31.5,29,34
Mikel Gonzalez,34.5,36,33
Paul Aguilar,86.0,87,85
Aythami Artiles,41.5,33,50
Andrey Eschenko,79.5,78,81
Lorenzo De Silvestri,75.0,74,76
Tarik Elyounoussi,80.0,82,78
Scott Sinclair,88.5,89,88
Andrea Masiello,66.0,67,65
Danijel Milićević,75.0,76,74
Hugo Rodallega,78.5,77,80
Roman Shishkin,75.0,77,73
Mikhail Kerzhakov,35.5,38,33
Alan Kasaev,81.5,82,81
Brad Jones,53.5,52,55
Doka,80.5,79,82
Mariano Izco,72.0,69,75
Lior Refaelov,70.5,75,66
Caio,76.0,75,77
Eduardo,45.0,46,44
Julien Féret,53.5,53,54
Stéphane Sessègnon,78.0,79,77
Jonathan Orozco,59.5,59,60
Rolando,47.0,48,46
James Morrison,68.5,69,68
Marvin Matip,71.0,68,74
Néstor Ortigoza,42.5,49,36
Jesús Gámez,70.0,64,76
Abraham,62.5,66,59
Trashorras,41.0,47,35
Julio Alberto Barroso,72.5,73,72
Pirmin Schwegler,59.5,64,55
Oribe Peralta,71.0,69,73
Gelson Fernandes,69.0,69,69
Aaron Hunt,71.0,74,68
Mounir Obbadi,65.5,68,63
Guillaume Hoarau,56.5,55,58
José de Jesús Corona,44.0,47,41
Charlie Adam,50.5,55,46
Alexandr Belenov,65.5,54,77
Àngel Rangel,59.5,64,55
Jean-Louis Leca,40.5,40,41
Rubens Sambueza,73.0,73,73
Jason Puncheon,73.0,72,74
Jaroslav Drobný,36.5,35,38
Wes Hoolahan,63.5,66,61
Vladimir Gabulov,56.5,58,55
Diego Castro,72.5,75,70
Cejudo,76.5,76,77
Andrés Fernández,56.5,58,55
Yalçın Ayhan,45.0,44,46
Boštjan Cesar,44.0,34,54
Leonardo Ponzio,57.0,66,48
Alejandro Domínguez,64.5,68,61
Darren Fletcher,54.0,55,53
Marc Janko,51.0,49,53
Marco Storari,44.0,49,39
Daniele Gastaldello,53.0,52,54
Giampaolo Pazzini,68.0,67,69
Franco Brienza,66.0,69,63
Stijn Schaars,35.0,38,32
Alexis,58.5,55,62
Hasan Ali Kaldırım,81.0,82,80
Ersan Gülüm,60.5,67,54
Marco Borriello,63.0,60,66
Kolo Touré,64.0,63,65
Achille Emaná,67.0,66,68
Gareth McAuley,42.0,50,34
Artur Boruc,38.0,37,39
Alberto Aquilani,54.0,53,55
Wayne Routledge,72.5,71,74
Matthias Lehmann,38.0,42,34
Steven Pienaar,69.0,74,64
Ludovic Butelle,51.0,49,53
Emiliano Moretti,55.0,55,55
Jonas Olsson,48.0,46,50
James Collins,40.5,47,34
Nick Rimando,58.5,58,59
Dario Dainelli,32.0,30,34
Maarten Stekelenburg,40.0,35,45
Paolo Cannavaro,34.0,34,34
Carlos Soler,74.5,74,75
Raphinha,82.5,85,80
Mikel Villanueva,45.0,34,56
Federico Ricca,73.5,74,73
Maurício António,65.0,66,64
Adalberto Peñaranda,84.0,85,83
Franck Yannick Kessié,74.0,73,75
Rafael Cachoira,54.5,49,60
Nicholas Aldair,68.0,59,77
Luimo Boas Santos,72.5,68,77
Adilson Edrada,80.5,79,82
Allan Bardinho,67.0,66,68
Simão Acunha,80.0,83,77
Gabrisco Aníbal,69.0,68,70
Davi Parrela,64.0,61,67
Kaimo Lima,77.0,76,78
Victildinho,81.5,81,82
Andeson Trigo,85.0,88,82
Kaíquão Castro,36.0,34,38
Dani Rochelinhas,76.5,81,72
Laure Santeiro,82.0,86,78
Jorginhson,71.5,71,72
Melvin Parrela,70.0,62,78
Otávio Cairinho,58.5,56,61
Caio Nunson,59.5,55,64
Juli Freitinho,46.0,41,51
Alexo Baia,74.0,71,77
Silas Almeim,78.5,74,83
Simão Donatinho,43.5,41,46
Gastón Pereiro,76.0,74,78
Aminu Umar,89.0,90,88
Yoshinori Mutō,78.0,79,77
Viktor Kovalenko,77.0,79,75
Kasper Dolberg,75.5,73,78
Benjamin Henrichs,76.0,77,75
Christian Pulisic,87.5,88,87
Lucas Tousart,71.5,72,71
Jakub Jankto,82.5,82,83
André Horta,77.0,78,76
Presnel Kimpembe,72.5,73,72
Hernani,68.5,68,69
David García,62.0,58,66
Mikel Merino,66.0,64,68
Orbelín Pineda,86.0,85,87
Rúben Neves,65.5,65,66
Cristian Pavón,88.0,90,86
Lucas Torreira,77.0,79,75
Erdem Şen,66.5,67,66
Afonso Figueiredo,78.0,79,77
Mario Pašalić,67.0,65,69
Ömer Ali Şahiner,82.5,82,83
Toshihiro Aoyama,59.0,59,59
Alexis Blin,63.0,63,63
Thomas Touré,79.5,79,80
Godfred Donsah,81.0,84,78
Raúl,52.5,54,51
Mislav Oršić,88.0,86,90
Sebastián Driussi,83.5,84,83
Lovre Kalinić,32.5,30,35
Rafael Santos Borré,82.0,83,81
Léo Bonatini,75.0,76,74
Jaume,58.0,58,58
Clément Lenglet,71.5,74,69
Diego Rico,78.0,74,82
Alex Alegría,56.0,55,57
